ASIN,Asset,Model,"Form Factor",S/N,CPU,Price,Added
B00VU1XDDO,161737,"Surface Pro 3",Tablet,038545352653,"i5 4300U CPU @ 1.9GHz",439.99,"2019-05-24 14:27:27"
B00VU1XDDO,161752,"Surface Pro 3",Tablet,053580750253,"i5 4300U CPU @ 1.9GHz",439.99,"2019-05-24 14:32:32"
B00VU1XDDO,161761,"Surface Pro 3",Tablet,008814752653,"i5 4300U CPU @ 1.9GHz",439.99,"2019-05-24 15:00:41"
B00VU1XDDO,161771,"Surface Pro 3",Tablet,014968752653,"i5 4300U CPU @ 1.9GHz",439.99,"2019-05-24 15:12:26"
B00VU1XDDO,161789,"Surface Pro 3",Tablet,007974152153,"i5 4300U CPU @ 1.9GHz",439.99,"2019-05-24 15:19:32"
B00VU1XDDO,161791,"Surface Pro 3",Tablet,006410352753,"i5 4300U CPU @ 1.9GHz",439.99,"2019-05-24 14:42:29"
B00VU1XDDO,161801,"Surface Pro 3",Tablet,016911352353,"i5 4300U CPU @ 1.9GHz",439.99,"2019-05-24 15:05:18"
B00VU1XDDO,161803,"Surface Pro 3",Tablet,010843545053,"i5 4300U CPU @ 1.9GHz",439.99,"2019-05-24 14:37:01"
B00VU1XDDO,161820,"Surface Pro 3",Tablet,026019344953,"i5 4300U CPU @ 1.9GHz",439.99,"2019-05-24 14:30:28"
B00VU1XDDO,161822,"Surface Pro 3",Tablet,056945651953,"i5 4300U CPU @ 1.9GHz",439.99,"2019-05-24 15:02:07"
B00VU1XDDO,161823,"Surface Pro 3",Tablet,006349652753,"i5 4300U CPU @ 1.9GHz",439.99,"2019-05-24 14:58:36"
B00VU1XDDO,161826,"Surface Pro 3",Tablet,015278552653,"i5 4300U CPU @ 1.9GHz",439.99,"2019-05-24 15:10:33"
B00VU1XDDO,161837,"Surface Pro 3",Tablet,015107752653,"i5 4300U CPU @ 1.9GHz",439.99,"2019-05-24 15:20:41"
B00VU1XDDO,161839,"Surface Pro 3",Tablet,053028350253,"i5 4300U CPU @ 1.9GHz",439.99,"2019-05-24 14:34:40"
B00VU1XDDO,161844,"Surface Pro 3",Tablet,053197350653,"i5 4300U CPU @ 1.9GHz",439.99,"2019-05-24 15:14:14"
B00VU1XDDO,161848,"Surface Pro 3",Tablet,006400452553,"i5 4300U CPU @ 1.9GHz",439.99,"2019-05-24 15:03:42"
B00VU1XDDO,161862,"Surface Pro 3",Tablet,052742150253,"i5 4300U CPU @ 1.9GHz",439.99,"2019-05-24 14:38:41"
B00VU1XDDO,161871,"Surface Pro 3",Tablet,049836551453,"i5 4300U CPU @ 1.9GHz",439.99,"2019-05-24 14:40:18"
B00VU1XDDO,161883,"Surface Pro 3",Tablet,012063252653,"i5 4300U CPU @ 1.9GHz",439.99,"2019-05-24 15:06:57"
