ASIN,Asset,Model,"Form Factor",S/N,CPU,Price,Added
B01LXCLDRI,132542,"Thinkpad T430",Notebook,PBF91P0,"i5 3230M,3210M,3320M CPU @ 3.3GHz",209.90,"2019-07-23 16:20:54"
B01LXCLDRI,133191,"Thinkpad T430",Notebook,PB11M7H,"i5 3230M,3210M,3320M CPU @ 3.3GHz",209.90,"2019-07-24 18:53:58"
B01LXCLDRI,139621,"Thinkpad T430",Notebook,PBA8E0A,"i5 3230M,3210M,3320M CPU @ 3.3GHz",209.90,"2019-07-22 18:36:13"
B01LXCLDRI,177900,"Thinkpad T430",Notebook,PB1T6CV,"i5 3230M,3210M,3320M CPU @ 3.3GHz",209.90,"2019-07-24 18:50:08"
B01LXCLDRI,177903,"Thinkpad T430",Notebook,PB28FNC,"i5 3230M,3210M,3320M CPU @ 3.3GHz",209.90,"2019-07-24 18:52:43"
B07116R1GY,185764,"Latitude E7240",Notebook,2JMFP12,"i7 4600U CPU @ 2.1GHz",329.99,"2019-07-24 20:38:57"
B01HSDJFFM,146401,"Optiplex 7010","Small Form Factor",F3MFBZ1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",156.99,"2019-07-22 17:40:11"
B01HSDJFFM,167088,"Optiplex 7010","Small Form Factor",7WZ2FX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",156.99,"2019-07-22 17:29:41"
B01HSDJFFM,187774,"Optiplex 7010","Small Form Factor",7X43FX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",156.99,"2019-07-22 17:41:36"
B01HSDJFFM,187778,"Optiplex 7010","Small Form Factor",7VZ2FX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",156.99,"2019-07-22 17:47:32"
B01HSDJFFM,188266,"Optiplex 7010","Small Form Factor",40QFHX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",156.99,"2019-07-22 17:32:00"
B01HSDJFFM,188267,"Optiplex 7010","Small Form Factor",7X02FX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",156.99,"2019-07-22 17:25:57"
B01HSDJFFM,188269,"Optiplex 7010","Small Form Factor",419FHX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",156.99,"2019-07-22 17:27:50"
B01HSDJFFM,188270,"Optiplex 7010","Small Form Factor",48YM6Y1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",156.99,"2019-07-22 17:23:10"
B01HSDJFFM,188272,"Optiplex 7010","Small Form Factor",7W62FX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",156.99,"2019-07-22 17:36:27"
B01HSDJFFM,188298,"Optiplex 7010","Small Form Factor",7W13FX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",156.99,"2019-07-22 17:44:56"
B01HSDJFFM,188299,"Optiplex 7010","Small Form Factor",7W21FX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",156.99,"2019-07-22 17:39:02"
B01M293O5P,188404,"Latitude E6430",Notebook,JYHPXY1,"i5 3320M CPU @ 2.6GHz",244.98,"2019-07-24 22:24:37"
B01M293O5P,188724,"Latitude E6430",Notebook,1LHPXY1,"i5 3320M CPU @ 2.6GHz",244.98,"2019-07-24 22:22:28"
B01M293O5P,188728,"Latitude E6430",Notebook,CYKYMX1,"i5 3320M CPU @ 2.6GHz",244.98,"2019-07-24 22:17:50"
B01M293O5P,194793,"Latitude E6430",Notebook,BP8LLX1,"i5 3320M CPU @ 2.6GHz",244.98,"2019-07-24 22:23:51"
B01LZLPO1H,107079,"Optiplex 7010",Desktop,000000,"i5 Null CPU @ <3.8GHz",159.38,"2019-07-24 20:19:38"
B07MKR39LS,196361,"ThinkPad T430S",Notebook,R9YGCPL,"i5 3320 CPU @ 3.3GHz",265.40,"2019-07-24 17:21:09"
B07MKR39LS,196362,"ThinkPad T430S",Notebook,R9T4X42,"i5 3320 CPU @ 3.3GHz",265.40,"2019-07-24 17:57:13"
B07MKR39LS,196364,"ThinkPad T430S",Notebook,PK0EEX4,"i5 3320 CPU @ 3.3GHz",265.40,"2019-07-24 17:23:48"
B07MKR39LS,196365,"ThinkPad T430S",Notebook,R9V6M8P,"i5 3320 CPU @ 3.3GHz",265.40,"2019-07-24 17:29:59"
B07MKR39LS,196372,"ThinkPad T430S",Notebook,R9YY0M0,"i5 3320 CPU @ 3.3GHz",265.40,"2019-07-24 17:44:41"
B07MKR39LS,196397,"ThinkPad T430S",Notebook,R9RLLH0,"i5 3320 CPU @ 3.3GHz",265.40,"2019-07-24 17:31:46"
B07MKR39LS,196398,"ThinkPad T430S",Notebook,R9TF7N8,"i5 3320 CPU @ 3.3GHz",265.40,"2019-07-24 17:46:27"
B07MKR39LS,196420,"ThinkPad T430S",Notebook,PK0BB4A,"i5 3320 CPU @ 3.3GHz",265.40,"2019-07-24 17:33:14"
B07MKR39LS,196421,"ThinkPad T430S",Notebook,PK0BB5K,"i5 3320 CPU @ 3.3GHz",265.40,"2019-07-24 17:50:28"
B07MKR39LS,196441,"ThinkPad T430S",Notebook,R9V030R,"i5 3320 CPU @ 3.3GHz",265.40,"2019-07-24 17:27:46"
B07MKR39LS,196448,"ThinkPad T430S",Notebook,R9YWMEW,"i5 3320 CPU @ 3.3GHz",265.40,"2019-07-24 17:42:49"
B07MKR39LS,196457,"ThinkPad T430S",Notebook,PK0EEWR,"i5 3320 CPU @ 3.3GHz",265.40,"2019-07-24 17:48:03"
B074VF7XJX,127354,"EliteDesk 800 G1","Small Form Factor",2UA5010VQB,"i5 4570,4590 CPU @ 3.2GHz",165.00,"2019-07-22 16:27:08"
B01LX4PE0S,118516,"Latitude E6430",Notebook,9XMRYW1,"i5 Null CPU @ 2.6GHz",194.99,"2019-07-24 15:42:01"
B07CTT3LK2,188064,"Optiplex 7020","Small Form Factor",1MPQV52,"i5 4590,4690 CPU @ 3.3GHz",193.99,"2019-07-22 17:53:03"
B01CV9G1BO,186825,"Compaq Elite 8300 ","Small Form Factor",2UA25013SP,"i5 3570,3470 CPU @ 3.5GHz",159.99,"2019-07-22 16:24:57"
B01HSJ2O0Y,124192,"Compaq 8200 Elite","Small Form Factor",2UA217070Q,"i5 2400,2500 CPU @ 3.4GHz",129.99,"2019-07-23 20:11:02"
B00W4AMWCI,133012,"Thinkpad T420",Notebook,PBBLRNZ,"i5 2410M,2540M,2520M CPU @ 2.53GHz",212.86,"2019-07-24 21:44:48"
B00W4AMWCI,133083,"Thinkpad T420",Notebook,PBLV866,"i5 2410M,2540M,2520M CPU @ 2.53GHz",212.86,"2019-07-23 16:32:12"
B00W4AMWCI,167562,"Thinkpad T420",Notebook,R8TPT5A,"i5 2410M,2540M,2520M CPU @ 2.53GHz",212.86,"2019-07-24 21:30:46"
B00W4AMWCI,169716,"Thinkpad T420",Notebook,R8E4CBP,"i5 2410M,2540M,2520M CPU @ 2.53GHz",212.86,"2019-07-24 21:39:04"
B00W4AMWCI,169729,"Thinkpad T420",Notebook,R8VTM7Y,"i5 2410M,2540M,2520M CPU @ 2.53GHz",212.86,"2019-07-24 21:43:43"
B00W4AMWCI,169736,"Thinkpad T420",Notebook,R8K4ZF0,"i5 2410M,2540M,2520M CPU @ 2.53GHz",212.86,"2019-07-23 16:36:33"
B00W4AMWCI,169737,"Thinkpad T420",Notebook,R8BP01N,"i5 2410M,2540M,2520M CPU @ 2.53GHz",212.86,"2019-07-23 16:33:41"
B00W4AMWCI,169746,"Thinkpad T420",Notebook,R8RCP1E,"i5 2410M,2540M,2520M CPU @ 2.53GHz",212.86,"2019-07-23 16:27:43"
B00W4AMWCI,169749,"Thinkpad T420",Notebook,R8MD7K7,"i5 2410M,2540M,2520M CPU @ 2.53GHz",212.86,"2019-07-23 16:39:42"
B00W4AMWCI,169753,"Thinkpad T420",Notebook,R8VGZ2R,"i5 2410M,2540M,2520M CPU @ 2.53GHz",212.86,"2019-07-24 21:46:33"
B00W4AMWCI,169755,"Thinkpad T420",Notebook,R8K4ZG2,"i5 2410M,2540M,2520M CPU @ 2.53GHz",212.86,"2019-07-24 21:35:21"
B00W4AMWCI,169757,"Thinkpad T420",Notebook,R8B2RCP,"i5 2410M,2540M,2520M CPU @ 2.53GHz",212.86,"2019-07-23 16:25:02"
B00W4AMWCI,169758,"Thinkpad T420",Notebook,R8BP05X,"i5 2410M,2540M,2520M CPU @ 2.53GHz",212.86,"2019-07-24 21:41:12"
B00W4AMWCI,185992,"Thinkpad T420",Notebook,R8TPV0F,"i5 2410M,2540M,2520M CPU @ 2.53GHz",212.86,"2019-07-24 21:45:40"
B07CNCD16X,135609,"Thinkpad X1 Carbon 4th Gen",Notebook,R90LSPEQ,"i7 6600U CPU @ 2.6GHz",449.00,"2019-07-23 21:13:10"
B07CNCD16X,135648,"Thinkpad X1 Carbon 4th Gen",Notebook,R90LSPDH,"i7 6600U CPU @ 2.6GHz",449.00,"2019-07-23 21:21:20"
B07CNCD16X,135667,"Thinkpad X1 Carbon 4th Gen",Notebook,R90MDS8U,"i7 6600U CPU @ 2.6GHz",449.00,"2019-07-23 21:22:07"
B07CNCD16X,135707,"Thinkpad X1 Carbon 4th Gen",Notebook,R90MDRSY,"i7 6600U CPU @ 2.6GHz",449.00,"2019-07-23 21:20:27"
B07CNCD16X,135718,"Thinkpad X1 Carbon 4th Gen",Notebook,R90L26AZ,"i7 6600U CPU @ 2.6GHz",449.00,"2019-07-23 21:16:55"
B07CNCD16X,135836,"Thinkpad X1 Carbon 4th Gen",Notebook,R90MDS54,"i7 6600U CPU @ 2.6GHz",449.00,"2019-07-23 21:25:43"
B07CNCD16X,135839,"Thinkpad X1 Carbon 4th Gen",Notebook,R90L26G3,"i7 6600U CPU @ 2.6GHz",449.00,"2019-07-23 21:31:03"
B07CNCD16X,135842,"Thinkpad X1 Carbon 4th Gen",Notebook,R90MDRGP,"i7 6600U CPU @ 2.6GHz",449.00,"2019-07-23 21:23:39"
B07CNCD16X,135843,"Thinkpad X1 Carbon 4th Gen",Notebook,R90MDRH5,"i7 6600U CPU @ 2.6GHz",449.00,"2019-07-23 21:38:53"
B07CNCD16X,135988,"Thinkpad X1 Carbon 4th Gen",Notebook,R90LG3PA,"i7 6600U CPU @ 2.6GHz",449.00,"2019-07-23 21:42:49"
B07CNCD16X,136002,"Thinkpad X1 Carbon 4th Gen",Notebook,R90N89H9,"i7 6600U CPU @ 2.6GHz",449.00,"2019-07-23 21:36:09"
B07CNCD16X,136005,"Thinkpad X1 Carbon 4th Gen",Notebook,R90MDRJU,"i7 6600U CPU @ 2.6GHz",449.00,"2019-07-23 21:26:34"
B01GU6HLH2,182810,"Elite 6300","Small Form Factor",2UA3101ZL6,"i3 3220 CPU @ 3.3GHz",123.99,"2019-07-24 19:18:26"
B01GU6HLH2,190013,"Elite 6300","Small Form Factor",2UA3382LW4,"i3 3220 CPU @ 3.3GHz",123.99,"2019-07-23 20:26:50"
B01GU6HLH2,190017,"Elite 6300","Small Form Factor",2UA3291695,"i3 3220 CPU @ 3.3GHz",123.99,"2019-07-23 19:45:44"
B01GU6HLH2,191656,"Elite 6300","Small Form Factor",2UA3450SQZ,"i3 3220 CPU @ 3.3GHz",123.99,"2019-07-25 18:53:29"
B01GU6HLH2,191665,"Elite 6300","Small Form Factor",2UA3450STQ,"i3 3220 CPU @ 3.3GHz",123.99,"2019-07-25 19:06:33"
B01GU6HLH2,191669,"Elite 6300","Small Form Factor",2UA3450SR7,"i3 3220 CPU @ 3.3GHz",123.99,"2019-07-22 21:52:33"
B01GU6HLH2,191674,"Elite 6300","Small Form Factor",2UA3450SR1,"i3 3220 CPU @ 3.3GHz",123.99,"2019-07-25 20:29:07"
B01GU6HLH2,191678,"Elite 6300","Small Form Factor",2UA33610WD,"i3 3220 CPU @ 3.3GHz",123.99,"2019-07-25 20:36:44"
B01GU6HLH2,191683,"Elite 6300","Small Form Factor",2UA3451RKM,"i3 3220 CPU @ 3.3GHz",123.99,"2019-07-19 16:35:02"
B01GU6HLH2,191684,"Elite 6300","Small Form Factor",2UA33610SQ,"i3 3220 CPU @ 3.3GHz",123.99,"2019-07-23 19:54:07"
B01GU6HLH2,191686,"Elite 6300","Small Form Factor",2UA3450SQY,"i3 3220 CPU @ 3.3GHz",123.99,"2019-07-23 20:15:34"
B01GU6HLH2,191687,"Elite 6300","Small Form Factor",2UA3451RM0,"i3 3220 CPU @ 3.3GHz",123.99,"2019-07-22 22:00:04"
B01GU6HLH2,191688,"Elite 6300","Small Form Factor",2UA4010ZDV,"i3 3220 CPU @ 3.3GHz",123.99,"2019-07-25 20:33:38"
B01GU6HLH2,191690,"Elite 6300","Small Form Factor",2UA33610SD,"i3 3220 CPU @ 3.3GHz",123.99,"2019-07-22 17:03:27"
B01GU6HLH2,191695,"Elite 6300","Small Form Factor",2UA3451RK4,"i3 3220 CPU @ 3.3GHz",123.99,"2019-07-23 20:14:15"
