"Shipment ID",Asset,S/N,"Old COA","New COA",WIN8,Model,CPU,Added
1,,,,,,"Thinkpad T430","i5 3230M,3210M,3320M CPU @3.3GHz",
10,,,,,,"Optiplex 7010","i5 3470,3570,3550,3475S,3570 CPU @3.2GHz",
