Asset,S/N,"Old COA","New COA",WIN8,Model,CPU,Manufacturer,Added
520659,33TFM02,,03307504798465,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-19 17:35:46"
520644,F4T3W12,,03307504798466,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-19 17:36:10"
520612,33XDM02,,03307504798489,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-19 17:37:17"
520512,33S9M02,00186248770529,03307504798488,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-19 17:38:20"
520566,341BM02,00186248770476,03307504798486,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-19 17:39:45"
520635,33Z7M02,,03307504798487,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-19 17:40:20"
295572,4Z4FM32,,03307504798485,,"Latitude E7250","i7-5600U_2.6 GHz",Lenovo,"2019-11-19 17:43:14"
520549,F4P2W12,00186251478724,03307504798453,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-19 17:45:02"
283134,2G97362,,03307504798484,,"Latitude E7250","i7-5600U_2.6 GHz",Lenovo,"2019-11-19 17:58:18"
283077,63M0M12,,03307504798483,Activated,"Latitude E7240","i7-4600U_2.1 GHz",Dell,"2019-11-19 18:09:38"
295529,FGDK462,,03307504798482,Activated,"Latitude E7250","i7-5600U_2.6 GHz",Lenovo,"2019-11-19 18:14:10"
509664,C2JQ462,,03307504798481,Activated,"Latitude E7250","i7-5600U_2.6 GHz",Lenovo,"2019-11-19 18:27:11"
519906,CVYMV52,00186263907228,03307504798949,,"OptiPlex 9020","i5-4590_3.2 GHz",Dell,"2019-11-20 14:16:46"
520628,FKN0Y12,00186252516962,03307504798931,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-20 14:16:50"
520617,F4M2W12,00186248577554,03307504798930,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-20 14:38:54"
520617,F4M2W12,00186248577554,03307504798930,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-20 14:39:24"
520543,F4K2W12,00186248577764,03307504798941,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-20 14:40:44"
520509,33X8M02,00186248770526,03307504798940,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-20 14:41:43"
520537,F4V3W12,00186248577547,03307504798948,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-20 14:49:22"
519909,J576Z12,00186252134330,03307504798932,,"OptiPlex 9020","i5-4570_3.2 GHz",Dell,"2019-11-20 14:53:07"
520609,F4Q3W12,00186248577513,03307504798480,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-20 15:04:37"
520643,FKL1Y12,00186252516973,03307504798942,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-20 15:06:46"
520559,F4Q2W12,00186248577518,03307504798947,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-20 15:11:13"
520594,F4R4W12,00186251478818,03307504798934,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-20 15:21:35"
520567,FKK3Y12,00186252516972,03307504798946,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-20 15:25:12"
520508,33Z8M02,00186248685406,03307504798945,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-20 15:30:38"
520629,33Y9M02,00186248770508,03307504798933,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-20 15:35:17"
520587,FKQYX12,00186252516966,03307504798944,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-20 15:38:15"
520573,FKP0Y12,00186252516997,03307504798943,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-20 15:40:03"
520573,FKP0Y12,00186252516997,03307504798943,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-20 15:42:31"
520602,FKTYX12,00186252516936,03307504798939,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-20 15:56:02"
520642,F4J3W12,00186248577696,03307504798938,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-20 16:15:57"
520667,FKS1Y12,00186252516948,03307504798943,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-20 16:28:44"
520553,33X9M02,00186248770473,03307504798929,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-20 16:33:06"
520491,FKR3Y12,00186252516994,03307504798928,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-20 16:50:44"
520492,FKL3Y12,00186252516924,03307504798937,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-20 16:51:42"
520539,FKV3Y12,00186252516964,03307504798910,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-20 16:53:01"
520611,F4L4W12,00186248577462,03307504798936,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-20 17:09:03"
520663,F4N4W12,,03307504798911,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-20 17:11:26"
142327,MJPBRNX,03307503452569,03307504798912,,"THINKCENTRE M91P",i7-2600_3.4GHz,Lenovo,"2019-11-20 17:14:22"
507612,2UA45026Q5,,03307504798913,Activated,"EliteDesk 800 G1 ","i5-4590_3.2 GHz",HP,"2019-11-20 17:37:43"
507606,2UA52328CJ,,03307504798914,Activated,"EliteDesk 800 G1 ","i5-4590_3.2 GHz",HP,"2019-11-20 17:38:18"
507667,2UA40923SM,,03307504798935,Activated,"EliteDesk 800 G1 ","i5-4570_3.2 GHz",HP,"2019-11-20 17:44:13"
296276,2UA4270Q3H,00039690432436,03307504798920,,"EliteDesk 800 G1 ","i5-4570_3.2 GHz",HP,"2019-11-20 18:01:20"
507665,2UA4381HHK,,03307504798927,Activated,"EliteDesk 800 G1 ","i5-4590_3.2 GHz",HP,"2019-11-20 18:16:56"
507613,2UA4122FPT,,03307504798926,Activated,"EliteDesk 800 G1 ","i5-4570_3.2 GHz",HP,"2019-11-20 18:23:30"
199797,PF029QCT,,03307504798919,Activated,"THINKPAD T440",i5-4300U_1.9GHz,Lenovo,"2019-11-20 21:10:08"
296247,2UA12720V3,00186107720033,03307504798925,,"Compaq 8200 Elite  ","i5-2400_3.1 GHz",HP,"2019-11-20 21:14:28"
296186,2UA22805BZ,00186173838253,03307504798921,,"Compaq 8200 Elite  ","i5-2400_3.1 GHz",HP,"2019-11-20 21:53:11"
199743,PC00LZB3,,03307504798918,Activated,"THINKPAD T440",i5-4300U_1.9GHz,Lenovo,"2019-11-20 22:06:25"
506462,MJ01M1D9,,03307504798890,Activated,"THINKCENTRE M73","i3-4130_3.4 GHz",Lenovo,"2019-11-21 14:13:36"
296175,2UA228058L,00186173838325,03307504798900,,"Compaq 8200 Elite  ","i5-2400_3.1 GHz",HP,"2019-11-21 14:22:19"
296226,2UA22805DR,00186173838260,03307504798909,,"Compaq 8200 Elite  ","i5-2400_3.1 GHz",HP,"2019-11-21 14:36:20"
117388,MG009N17,,03307504798891,Activated,"THINKCENTRE M73",i3-4130_3.4GHz,Lenovo,"2019-11-21 14:41:30"
198005,PC01J9FU,,03307504798892,Activated,"THINKPAD T440",i5-4300U_1.9GHz,Lenovo,"2019-11-21 15:02:43"
296173,2UA22805CS,00186173837846,03307504798901,,"Compaq 8200 Elite  ","i5-2400_3.1 GHz",HP,"2019-11-21 15:47:06"
198888,PC01U2CZ,,03307504798899,Activated,"THINKPAD T440",i5-4300U_1.9GHz,Lenovo,"2019-11-21 15:55:19"
296196,2UA22805C4,00186173838047,03307504798908,,"Compaq 8200 Elite  ","i5-2400_3.1 GHz",HP,"2019-11-21 15:59:36"
169446,MJ04NM9H,,03307504798907,Activated,"THINKCENTRE M700",i3-6100_3.7GHz,Lenovo,"2019-11-21 16:24:50"
197986,PC009WUP,,03307504798898,Activated,"THINKPAD T440",i5-4300U_1.9GHz,Lenovo,"2019-11-21 16:25:43"
299488,R9WNB2G,,03307504798906,Activated,"THINKPAD T430S","i5-3320M_2.6 GHz",Lenovo,"2019-11-21 16:29:21"
284770,JT9YH12,,03307504798905,Activated,"Latitude E7240","i7-4600U_2.1 GHz",Dell,"2019-11-21 16:30:05"
199492,PC00LZB5,,03307504798902,Activated,"THINKPAD T440",i5-4300U_1.9GHz,Lenovo,"2019-11-21 16:34:32"
520780,PC02NP2B,,03307504798903,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-11-21 16:47:00"
284770,JT9YH12,,03307504798905,Activated,"Latitude E7240","i7-4600U_2.1 GHz",Dell,"2019-11-21 16:47:31"
198936,PC01J78V,,03307504798904,Activated,"THINKPAD T440",i5-4300U_1.9GHz,Lenovo,"2019-11-21 16:59:57"
522387,R9X7K9H,,03307504798897,Activated,"THINKPAD T430S","i5-3320M_2.6 GHz",Lenovo,"2019-11-21 17:02:43"
524967,PBLAKL5,00186163884561,03307504798895,,"THINKPAD T420","i5-2520M_2.5 GHz",Lenovo,"2019-11-21 17:03:37"
520781,PC02NNNC,,03307504798884,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-11-21 17:35:02"
522303,PC01U2CH,,03307504798889,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-11-21 17:44:58"
197998,PC01J9G1,,03307504798896,Activated,"THINKPAD T440",i5-4300U_1.9GHz,Lenovo,"2019-11-21 17:47:29"
525034,PBC6M1R,,03307504798893,,"THINKPAD T430","i5-3320M_2.6 GHz",Lenovo,"2019-11-21 17:49:40"
199475,PC009WW9,,03307504798894,Activated,"THINKPAD T440",i5-4300U_1.9GHz,Lenovo,"2019-11-21 17:52:52"
520630,FKJ3Y12,00186252516951,03307504798870,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-21 17:53:50"
519782,9SFB182,00186266796741,03307504798871,,"OptiPlex 9020","i5-4590_3.2 GHz",Dell,"2019-11-21 17:54:44"
520520,F4S2W12,00186248577452,03307504798872,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-21 17:57:23"
520555,FKP3Y12,00186252516933,03307504798874,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-21 17:58:42"
199419,PC0067LT,,03307504798875,Activated,"THINKPAD T440",i5-4300U_1.9GHz,Lenovo,"2019-11-21 18:06:55"
524954,PBA41NY,,03307504798876,Activated,"THINKPAD T430","i5-3320M_2.6 GHz",Lenovo,"2019-11-21 18:13:44"
198931,PF02XA1Q,,03307504798877,Activated,"THINKPAD T440",i5-4300U_1.9GHz,Lenovo,"2019-11-21 18:18:57"
524985,PBF1A35,,03307504798883,,"THINKPAD T430","i5-3320M_2.6 GHz",Lenovo,"2019-11-21 19:33:38"
295586,5CG6255CHP,,03307504798878,Activated,"EliteBook 820 G2","i5-5300U_2.3 GHz",HP,"2019-11-21 20:08:02"
530325,63B7FV1,00186175553597,03307504798879,,"Latitude E6420","i5-2520M_2.5 GHz",Dell,"2019-11-21 21:20:26"
519047,MXL3090BJV,00186200841612,03307504798869,,"Compaq Elite 8300 ","i5-3570_3.4 GHz",HP,"2019-11-22 14:07:05"
519043,MXL2311FYP,00186172654882,03307504798860,,"Compaq Elite 8300 ","i5-3570_3.4 GHz",HP,"2019-11-22 15:50:40"
519057,MXL2311FXN,00186172654867,03307504798924,,"Compaq Elite 8300 ","i5-3570_3.4 GHz",HP,"2019-11-22 15:58:18"
519044,MXL3271Y3F,00186210050506,03307504798923,,"Compaq Elite 8300 ","i5-3570_3.4 GHz",HP,"2019-11-22 16:18:10"
199779,PF02651H,,03307504798859,Activated,"THINKPAD T440",i5-4300U_1.9GHz,Lenovo,"2019-11-22 17:13:19"
527139,2UA307052F,,03307504798922,Activated,"Compaq Pro 6300 ","i3-3220_3.3 GHz",HP,"2019-11-22 17:28:29"
169445,MJ04NM9P,,03307504798881,Activated,"THINKCENTRE M700",i3-6100_3.7GHz,Lenovo,"2019-11-22 17:50:05"
518946,MJ03URT0,,03307504798882,Activated,"THINKCENTRE M700","i3-6100_3.7 GHz",Lenovo,"2019-11-22 17:55:14"
527141,2UA315127J,,03307504798868,Activated,"Compaq Pro 6300 ","i3-3220_3.3 GHz",HP,"2019-11-22 18:05:44"
527255,MJ04KE9X,,03307504798880,Activated,"THINKCENTRE M700","i3-6100_3.7 GHz",Lenovo,"2019-11-22 18:11:07"
294741,MJ02JXCJ,,03307504798861,Activated,,"i7-4770_3.4 GHz",Dell,"2019-11-22 18:32:48"
518967,MJ03UXB8,,03307504798917,Activated,"THINKCENTRE M700","i3-6100_3.7 GHz",Lenovo,"2019-11-22 18:35:43"
517411,2UA5511FXH,,03307504798916,Activated,"EliteDesk 800 G1 ","i5-4590_3.2 GHz",HP,"2019-11-22 18:47:05"
296264,2UA4270Q0Y,00039690432370,03307504798915,,"EliteDesk 800 G1 ","i5-4570_3.2 GHz",HP,"2019-11-22 18:58:41"
531202,BQHBC42,,03307504798888,Activated,"OptiPlex 9020","i7-4790_3.5 GHz",Dell,"2019-11-22 19:18:21"
531193,JF5PB42,,03307504798885,Activated,"OptiPlex 9020","i7-4790_3.5 GHz",Dell,"2019-11-22 19:25:33"
531192,JX6VKM1,,03307504798886,Activated,"OptiPlex 9020","i7-4790_3.5 GHz",Dell,"2019-11-22 19:32:57"
531201,65H2J02,00186242562390,03307504798887,,"OptiPlex 9020","i5-4570_3.2 GHz",Dell,"2019-11-22 19:43:17"
531206,BY0JV12,00186251570381,03307504798912,,"OptiPlex 9020","i5-4570_3.2 GHz",Dell,"2019-11-22 20:31:52"
520504,33S8M02,00186248770524,03307504798882,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-22 20:40:27"
520531,F4N3W12,00186248577552,03307504798850,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-22 20:42:29"
520574,33VFM02,00186248770562,03307504798851,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-22 20:56:56"
