ASIN,Asset,Model,"Form Factor",S/N,CPU,Price,Added
B01HSDJFFM,148249,"Optiplex 7010","Small Form Factor",2N7LZV1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.00,"2019-06-05 15:24:08"
B01HSDJFFM,148250,"Optiplex 7010","Small Form Factor",DVK47Y1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.00,"2019-06-05 15:28:55"
B01HSDJFFM,148251,"Optiplex 7010","Small Form Factor",HPS3SW1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.00,"2019-06-05 15:41:54"
B01HSDJFFM,148252,"Optiplex 7010","Small Form Factor",H8GSFX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.00,"2019-06-05 15:46:00"
B01HSDJFFM,148256,"Optiplex 7010","Small Form Factor",FV0H6Y1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.00,"2019-06-05 15:27:14"
B01HSDJFFM,148257,"Optiplex 7010","Small Form Factor",HPRBSW1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.00,"2019-06-05 15:22:10"
B01HSDJFFM,148259,"Optiplex 7010","Small Form Factor",HPPCSW1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.00,"2019-06-05 15:31:04"
B01HSDJFFM,148260,"Optiplex 7010","Small Form Factor",J5RFQW1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.00,"2019-06-05 15:40:15"
B01HSDJFFM,148261,"Optiplex 7010","Small Form Factor",J5S7QW1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.00,"2019-06-05 15:39:03"
B01HSDJFFM,148264,"Optiplex 7010","Small Form Factor",6367K02,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.00,"2019-06-05 15:20:24"
B01HSDJFFM,148266,"Optiplex 7010","Small Form Factor",H87RFX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.00,"2019-06-05 15:44:31"
B01HSDJFFM,162796,"Optiplex 7010","Small Form Factor",5Y9W7Y1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.00,"2019-06-05 15:37:41"
B01CV9G1BO,146021,"Elite 8300","Small Form Factor",2UA3452BBH,"i5 3470,3570 CPU @ 3.2GHz",167.70,"2019-06-04 22:04:32"
B01CV9G1BO,146116,"Elite 8300","Small Form Factor",2UA3220DPF,"i5 3470,3570 CPU @ 3.2GHz",167.70,"2019-06-04 21:55:20"
B01CV9G1BO,146140,"Elite 8300","Small Form Factor",2UA3220DPH,"i5 3470,3570 CPU @ 3.2GHz",167.70,"2019-06-04 22:01:25"
B076VMW9D6,142703,"ThinkCentre M93P","Small Form Factor",MJ00AJ59,"i5 4570 CPU @ 3.2GHz",216.50,"2019-06-05 16:11:36"
B076VMW9D6,142704,"ThinkCentre M93P","Small Form Factor",MG001MYH,"i5 4570 CPU @ 3.2GHz",216.50,"2019-06-05 16:08:35"
B07CTTW8HR,144129,"ThinkPad T440",Notebook,PC030M1P,"i5 4300U CPU @ 1.9GHz",284.45,"2019-06-05 18:58:30"
B07CTTW8HR,144135,"ThinkPad T440",Notebook,PF029PD8,"i5 4300U CPU @ 1.9GHz",284.45,"2019-06-05 18:45:28"
B07CTTW8HR,144143,"ThinkPad T440",Notebook,PC03AEGG,"i5 4300U CPU @ 1.9GHz",284.45,"2019-06-05 18:50:18"
B07CTTW8HR,144146,"ThinkPad T440",Notebook,PC01J7BS,"i5 4300U CPU @ 1.9GHz",284.45,"2019-06-05 18:52:13"
