ASIN,Asset,Model,"Form Factor",S/N,CPU,Price,Added
B01LXCLDRI,131753,"Thinkpad T430",Notebook,PB0M9WL,"i5 3230M,3210M,3320M CPU @ 3.3GHz",209.90,"2019-07-18 15:52:16"
B01LXCLDRI,131776,"Thinkpad T430",Notebook,PBC44P0,"i5 3230M,3210M,3320M CPU @ 3.3GHz",209.90,"2019-07-18 15:20:13"
B01LXCLDRI,131910,"Thinkpad T430",Notebook,PB4MP5C,"i5 3230M,3210M,3320M CPU @ 3.3GHz",209.90,"2019-07-18 15:42:01"
B01LXCLDRI,131947,"Thinkpad T430",Notebook,PB8NECY,"i5 3230M,3210M,3320M CPU @ 3.3GHz",209.90,"2019-07-18 15:23:01"
B01LXCLDRI,131953,"Thinkpad T430",Notebook,PBC44L3,"i5 3230M,3210M,3320M CPU @ 3.3GHz",209.90,"2019-07-18 15:54:39"
B01LXCLDRI,132518,"Thinkpad T430",Notebook,PBF91N4,"i5 3230M,3210M,3320M CPU @ 3.3GHz",209.90,"2019-07-18 15:21:09"
B01LXCLDRI,132522,"Thinkpad T430",Notebook,PB5AP38,"i5 3230M,3210M,3320M CPU @ 3.3GHz",209.90,"2019-07-18 15:26:19"
B01LXCLDRI,132527,"Thinkpad T430",Notebook,PBKT27Z,"i5 3230M,3210M,3320M CPU @ 3.3GHz",209.90,"2019-07-18 15:23:47"
B01LXCLDRI,132531,"Thinkpad T430",Notebook,PB8ENAX,"i5 3230M,3210M,3320M CPU @ 3.3GHz",209.90,"2019-07-18 15:21:59"
B01LXCLDRI,132533,"Thinkpad T430",Notebook,PB5AP06,"i5 3230M,3210M,3320M CPU @ 3.3GHz",209.90,"2019-07-18 15:55:48"
B01LXCLDRI,132534,"Thinkpad T430",Notebook,PB1DFXL,"i5 3230M,3210M,3320M CPU @ 3.3GHz",209.90,"2019-07-18 15:53:17"
B01LXCLDRI,132537,"Thinkpad T430",Notebook,PB8ENBH,"i5 3230M,3210M,3320M CPU @ 3.3GHz",209.90,"2019-07-18 15:56:46"
B01LXCLDRI,132543,"Thinkpad T430",Notebook,PBA474Z,"i5 3230M,3210M,3320M CPU @ 3.3GHz",209.90,"2019-07-18 15:57:35"
B01LXCLDRI,132548,"Thinkpad T430",Notebook,PBKT28Y,"i5 3230M,3210M,3320M CPU @ 3.3GHz",209.90,"2019-07-18 15:25:10"
B01LXCLDRI,133190,"Thinkpad T430",Notebook,PBA7T3F,"i5 3230M,3210M,3320M CPU @ 3.3GHz",209.90,"2019-07-17 21:48:42"
B01LXCLDRI,139555,"Thinkpad T430",Notebook,PBR872X,"i5 3230M,3210M,3320M CPU @ 3.3GHz",209.90,"2019-07-17 21:50:46"
B01LXCLDRI,139621,"Thinkpad T430",Notebook,PBA8E0A,"i5 3230M,3210M,3320M CPU @ 3.3GHz",209.90,"2019-07-18 15:49:07"
B01LXCLDRI,141235,"Thinkpad T430",Notebook,PB1KTWC,"i5 3230M,3210M,3320M CPU @ 3.3GHz",209.90,"2019-07-17 21:42:32"
B01LXCLDRI,141273,"Thinkpad T430",Notebook,PBE2ZMV,"i5 3230M,3210M,3320M CPU @ 3.3GHz",209.90,"2019-07-17 21:52:53"
B01LXCLDRI,169857,"Thinkpad T430",Notebook,PB4C4A0,"i5 3230M,3210M,3320M CPU @ 3.3GHz",209.90,"2019-07-18 15:18:17"
B01LXCLDRI,177940,"Thinkpad T430",Notebook,PBAE57X,"i5 3230M,3210M,3320M CPU @ 3.3GHz",209.90,"2019-07-17 21:35:00"
B01LXCLDRI,181211,"Thinkpad T430",Notebook,PB4ATBB,"i5 3230M,3210M,3320M CPU @ 3.3GHz",209.90,"2019-07-18 15:49:49"
B01LXCLDRI,181215,"Thinkpad T430",Notebook,PB3NH9Y,"i5 3230M,3210M,3320M CPU @ 3.3GHz",209.90,"2019-07-18 16:03:18"
B01HSDJFFM,167089,"Optiplex 7010","Small Form Factor",40TFHX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",156.99,"2019-07-12 18:51:37"
B01HSDJFFM,187761,"Optiplex 7010","Small Form Factor",7VY0FX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",156.99,"2019-07-12 16:22:40"
B01HSDJFFM,187771,"Optiplex 7010","Small Form Factor",6FPXVV1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",156.99,"2019-07-12 16:28:16"
B01HSDJFFM,187772,"Optiplex 7010","Small Form Factor",7VY2FX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",156.99,"2019-07-12 18:58:55"
B01HSDJFFM,187777,"Optiplex 7010","Small Form Factor",406JHX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",156.99,"2019-07-12 18:49:08"
B01HSDJFFM,188039,"Optiplex 7010","Small Form Factor",H4HZ6Y1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",156.99,"2019-07-12 16:25:53"
B01HSDJFFM,188040,"Optiplex 7010","Small Form Factor",93D5HX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",156.99,"2019-07-12 16:47:08"
B01HSDJFFM,188265,"Optiplex 7010","Small Form Factor",6FPVVV1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",156.99,"2019-07-12 16:18:42"
B01HSDJFFM,188268,"Optiplex 7010","Small Form Factor",40QGHX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",156.99,"2019-07-12 18:46:30"
B01HSDJFFM,188290,"Optiplex 7010","Small Form Factor",7W12FX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",156.99,"2019-07-12 19:39:32"
B01HSDJFFM,188293,"Optiplex 7010","Small Form Factor",48XM6Y1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",156.99,"2019-07-12 18:25:23"
B01HSDJFFM,188297,"Optiplex 7010","Small Form Factor",48ZN6Y1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",156.99,"2019-07-12 16:29:26"
B01HSDJFFM,188570,"Optiplex 7010","Small Form Factor",8DZV6Y1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",156.99,"2019-07-12 16:54:18"
B01HSDJFFM,188572,"Optiplex 7010","Small Form Factor",H4MZ6Y1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",156.99,"2019-07-12 16:48:48"
B01HSDJFFM,188574,"Optiplex 7010","Small Form Factor",513YNW1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",156.99,"2019-07-12 16:09:04"
B01HSDJFFM,188577,"Optiplex 7010","Small Form Factor",3ZFM7Y1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",156.99,"2019-07-12 18:34:04"
B01HSDJFFM,188583,"Optiplex 7010","Small Form Factor",514ZNW1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",156.99,"2019-07-12 16:25:11"
B01HSDJFFM,188584,"Optiplex 7010","Small Form Factor",8F0W6Y1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",156.99,"2019-07-12 16:10:53"
B01HSDJFFM,188585,"Optiplex 7010","Small Form Factor",8DTV6Y1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",156.99,"2019-07-12 19:41:59"
