ASIN,Asset,Model,"Form Factor",CPU,Price,Added
B074SHYFV3,274482,"Latitude E6440",Notebook,"i5 4300M,4310M CPU @ 2.6GHz",229.84,"2019-08-26 14:48:26"
B074SHYFV3,274484,"Latitude E6440",Notebook,"i5 4300M,4310M CPU @ 2.6GHz",229.84,"2019-08-26 14:46:17"
B074SHYFV3,274486,"Latitude E6440",Notebook,"i5 4300M,4310M CPU @ 2.6GHz",229.84,"2019-08-26 14:44:20"
B074SHYFV3,274494,"Latitude E6440",Notebook,"i5 4300M,4310M CPU @ 2.6GHz",229.84,"2019-08-26 14:50:22"
B01HSDJFFM,275718,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-08-27 20:29:52"
B01M293O5P,274483,"Latitude E6430",Notebook,"i5 3320M CPU @ 2.6GHz",224.98,"2019-08-26 14:52:59"
B01LZLPO1H,275703,"Optiplex 7010",Desktop,"i5 Null CPU @ <3.8GHz",168.49,"2019-08-27 19:39:28"
B01LZLPO1H,275704,"Optiplex 7010",Desktop,"i5 Null CPU @ <3.8GHz",168.49,"2019-08-27 19:37:35"
B01LZLPO1H,275717,"Optiplex 7010",Desktop,"i5 Null CPU @ <3.8GHz",168.49,"2019-08-27 20:26:12"
B01LZLPO1H,275924,"Optiplex 7010",Desktop,"i5 Null CPU @ <3.8GHz",168.49,"2019-08-27 20:31:38"
B06VSNTJJP,277406,"ThinkPad X1 Carbon 2nd Gen",Notebook,"i7 4600U CPU @ 3.3GHz",459.99,"2019-08-27 15:38:09"
B06VSNTJJP,277407,"ThinkPad X1 Carbon 2nd Gen",Notebook,"i7 4600U CPU @ 3.3GHz",459.99,"2019-08-27 15:39:33"
B06VSNTJJP,277409,"ThinkPad X1 Carbon 2nd Gen",Notebook,"i7 4600U CPU @ 3.3GHz",459.99,"2019-08-27 15:38:54"
B07NDYDK7B,277405,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-27 15:26:23"
B07NDYDK7B,277410,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-27 20:53:06"
B07NDYDK7B,277411,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-27 15:27:59"
B07NDYDK7B,277418,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-27 17:36:29"
B07NDYDK7B,277419,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-27 17:40:53"
B07NDYDK7B,277420,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-27 17:41:34"
B07NDYDK7B,277421,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-27 17:38:42"
B07NDYDK7B,277422,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-27 17:37:44"
B07NDYDK7B,277423,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-27 17:37:38"
B07NDYDK7B,277424,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-26 21:09:52"
B07NDYDK7B,277425,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-26 21:12:11"
B07NDYDK7B,277426,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-26 21:10:42"
B07NDYDK7B,277427,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-26 21:11:26"
B07NDYDK7B,277444,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-26 21:57:27"
B07NDYDK7B,277445,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-27 22:11:22"
B07NDYDK7B,277446,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-27 22:15:34"
B07NDYDK7B,277447,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-27 22:14:24"
B07NDYDK7B,277448,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-27 22:17:45"
B07NDYDK7B,277450,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-27 22:16:31"
B07NDYDK7B,277451,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-27 20:03:03"
B07NDYDK7B,277452,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-27 18:18:44"
B07NDYDK7B,277453,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-27 18:37:08"
B07NDYDK7B,277454,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-27 18:17:41"
B07NDYDK7B,277455,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-27 22:12:31"
B07NDYDK7B,277456,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-27 22:19:10"
B07NDYDK7B,277458,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-27 22:19:56"
B07NDYDK7B,277459,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-27 22:21:13"
B07NDYDK7B,277461,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-27 19:25:11"
B07NDYDK7B,277462,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-27 20:20:37"
B07NDYDK7B,277463,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-27 20:21:42"
B07NDYDK7B,277464,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-27 18:15:52"
B07NDYDK7B,277465,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-27 19:22:22"
B07NDYDK7B,277466,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-27 15:34:17"
B07NDYDK7B,277467,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-27 19:20:19"
B07NDYDK7B,277468,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-27 20:07:43"
B07NDYDK7B,277470,"ThinkPad X1 Carbon 3rd Gen",Notebook,"i7 5600U CPU @ 2.6GHz",550.00,"2019-08-27 18:16:51"
