ASIN,Asset,Model,"Form Factor",CPU,Price,Added
B01LXCLDRI,177881,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",199.00,"2019-06-25 17:55:46"
B01LXCLDRI,177923,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",199.00,"2019-06-25 17:52:18"
B01LXCLDRI,177940,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",199.00,"2019-06-25 17:38:32"
B01LXCLDRI,177941,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",199.00,"2019-06-25 18:07:55"
B01LXCLDRI,177942,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",199.00,"2019-06-25 18:08:53"
B01LXCLDRI,177943,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",199.00,"2019-06-25 17:36:30"
B01LXCLDRI,177945,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",199.00,"2019-06-25 17:37:59"
B01LXCLDRI,177947,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",199.00,"2019-06-25 17:37:20"
B01LXCLDRI,177948,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",199.00,"2019-06-25 17:35:46"
B01LXCLDRI,177977,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",199.00,"2019-06-25 18:06:46"
B01LXCLDRI,177979,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",199.00,"2019-06-25 18:08:22"
B01LXCLDRI,177982,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",199.00,"2019-06-25 18:09:55"
B01LXCLDRI,177984,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",199.00,"2019-06-25 18:10:46"
B01LXCLDRI,177986,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",199.00,"2019-06-25 17:57:14"
B01LXCLDRI,177987,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",199.00,"2019-06-25 18:01:58"
B01LXCLDRI,177988,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",199.00,"2019-06-25 18:01:23"
B01LXCLDRI,177991,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",199.00,"2019-06-25 17:58:29"
B01LXCLDRI,177992,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",199.00,"2019-06-25 18:00:10"
B01LXCLDRI,177995,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",199.00,"2019-06-25 17:57:51"
B01LXCLDRI,178092,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",199.00,"2019-06-25 17:49:55"
B074SHYFV3,172800,"Latitude E6440",Notebook,"i5 4300M,4310M CPU @ 2.6GHz",189.39,"2019-06-24 15:32:36"
B074SHYFV3,172801,"Latitude E6440",Notebook,"i5 4300M,4310M CPU @ 2.6GHz",189.39,"2019-06-24 15:32:07"
B074SHYFV3,172851,"Latitude E6440",Notebook,"i5 4300M,4310M CPU @ 2.6GHz",189.39,"2019-06-24 15:31:34"
B07116R1GY,184049,"Latitude E7240",Notebook,"i7 4600U CPU @ 2.1GHz",329.99,"2019-07-01 14:15:25"
B07116R1GY,186995,"Latitude E7240",Notebook,"i7 4600U CPU @ 2.1GHz",329.99,"2019-06-26 21:08:28"
B01HSDJFFM,185734,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",145.00,"2019-06-27 15:19:47"
B01HSDJFFM,186102,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",145.00,"2019-06-28 15:37:31"
B01HSDJFFM,186122,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",145.00,"2019-06-28 15:36:21"
B01M293O5P,172830,"Latitude E6430",Notebook,"i5 3320M CPU @ 2.6GHz",244.92,"2019-06-24 15:41:21"
B01M293O5P,172832,"Latitude E6430",Notebook,"i5 3320M CPU @ 2.6GHz",244.92,"2019-06-24 15:39:57"
B01M293O5P,172860,"Latitude E6430",Notebook,"i5 3320M CPU @ 2.6GHz",244.92,"2019-06-24 15:39:00"
B01M293O5P,177893,"Latitude E6430",Notebook,"i5 3320M CPU @ 2.6GHz",244.92,"2019-06-25 14:50:10"
B01M293O5P,177894,"Latitude E6430",Notebook,"i5 3320M CPU @ 2.6GHz",244.92,"2019-06-25 14:49:36"
B01M293O5P,177933,"Latitude E6430",Notebook,"i5 3320M CPU @ 2.6GHz",244.92,"2019-06-25 14:48:56"
