"Shipment ID",Asset,S/N,"Old COA","New COA",WIN8,Model,CPU,Added
10,,,,,,"Optiplex 7010","i5 3470,3570,3550,3475S,3570 CPU @3.2GHz",
15,,,,,,"Latitude E6430","i5 3320M CPU @2.6GHz",
