ASIN,Asset,Model,"Form Factor",CPU,Price,Added
B01LXCLDRI,275056,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",179.99,"2019-08-22 21:05:09"
B01LXCLDRI,275725,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",179.99,"2019-08-22 21:03:09"
B01LXCLDRI,275726,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",179.99,"2019-08-22 21:03:44"
B01LXCLDRI,275728,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",179.99,"2019-08-22 21:04:30"
B074SHYFV3,274389,"Latitude E6440",Notebook,"i5 4300M,4310M CPU @ 2.6GHz",229.89,"2019-08-23 21:00:27"
B074SHYFV3,274478,"Latitude E6440",Notebook,"i5 4300M,4310M CPU @ 2.6GHz",229.89,"2019-08-26 13:52:14"
B074SHYFV3,274489,"Latitude E6440",Notebook,"i5 4300M,4310M CPU @ 2.6GHz",229.89,"2019-08-26 14:01:28"
B074SHYFV3,274490,"Latitude E6440",Notebook,"i5 4300M,4310M CPU @ 2.6GHz",229.89,"2019-08-26 13:57:21"
B07116R1GY,275416,"Latitude E7240",Notebook,"i7 4600U CPU @ 2.1GHz",329.99,"2019-08-22 21:15:29"
B07116R1GY,275417,"Latitude E7240",Notebook,"i7 4600U CPU @ 2.1GHz",329.99,"2019-08-22 21:08:06"
B07116R1GY,275418,"Latitude E7240",Notebook,"i7 4600U CPU @ 2.1GHz",329.99,"2019-08-22 21:17:19"
B01HSDJFFM,274648,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",120.00,"2019-08-23 21:44:05"
B01HSDJFFM,275689,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",120.00,"2019-08-22 17:52:24"
B01HSDJFFM,275690,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",120.00,"2019-08-22 17:31:12"
B01HSDJFFM,275691,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",120.00,"2019-08-22 16:04:46"
B01HSDJFFM,275692,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",120.00,"2019-08-22 18:18:00"
B01HSDJFFM,275693,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",120.00,"2019-08-22 19:06:03"
B01HSDJFFM,275695,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",120.00,"2019-08-22 17:54:47"
B01HSDJFFM,275696,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",120.00,"2019-08-22 17:56:03"
B01HSDJFFM,275697,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",120.00,"2019-08-22 16:14:45"
B01HSDJFFM,275699,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",120.00,"2019-08-23 21:20:49"
B01HSDJFFM,275701,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",120.00,"2019-08-23 21:15:36"
B01HSDJFFM,275705,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",120.00,"2019-08-23 22:21:31"
B01HSDJFFM,275706,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",120.00,"2019-08-23 21:11:24"
B01HSDJFFM,275707,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",120.00,"2019-08-23 21:08:57"
B01HSDJFFM,275710,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",120.00,"2019-08-23 21:17:04"
B01HSDJFFM,275711,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",120.00,"2019-08-23 21:38:26"
B01HSDJFFM,275712,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",120.00,"2019-08-23 21:36:45"
B01HSDJFFM,275713,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",120.00,"2019-08-22 17:17:40"
B01HSDJFFM,275714,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",120.00,"2019-08-22 18:24:08"
B01HSDJFFM,275715,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",120.00,"2019-08-22 19:04:19"
B01HSDJFFM,275716,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",120.00,"2019-08-22 19:02:18"
