ASIN,Asset,Model,"Form Factor",CPU,Price,Added
B01HSDJFFM,164986,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.00,"2019-05-28 14:31:09"
B01HSDJFFM,164987,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.00,"2019-05-28 15:25:38"
B01HSDJFFM,165413,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.00,"2019-05-28 15:36:58"
B01HSDJFFM,165420,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.00,"2019-05-28 15:40:47"
B01HSDJFFM,165421,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.00,"2019-05-28 15:44:52"
B01HSDJFFM,165423,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.00,"2019-05-28 15:50:41"
B01HSDJFFM,165950,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.00,"2019-05-31 15:38:22"
B01HSDJFFM,165952,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.00,"2019-05-31 15:35:44"
B01HSDJFFM,165954,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.00,"2019-05-31 15:25:48"
B01HSDJFFM,165957,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.00,"2019-05-31 15:39:23"
B01HSDJFFM,166060,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.00,"2019-06-05 18:57:12"
B01HSDJFFM,166061,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.00,"2019-06-05 18:56:36"
B01HSDJFFM,166063,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.00,"2019-06-05 18:58:12"
B01HSDJFFM,166064,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.00,"2019-06-05 18:55:32"
B07CTSFCRR,163897,"Optiplex 9020","Small Form Factor","i5 4570,4590,4690 CPU @ 3.2GHz",207.50,"2019-05-29 19:55:35"
B07CTSFCRR,163905,"Optiplex 9020","Small Form Factor","i5 4570,4590,4690 CPU @ 3.2GHz",207.50,"2019-05-28 20:10:18"
B07CTSFCRR,167568,"Optiplex 9020","Small Form Factor","i5 4570,4590,4690 CPU @ 3.2GHz",207.50,"2019-06-03 17:22:50"
B07CTSFCRR,167570,"Optiplex 9020","Small Form Factor","i5 4570,4590,4690 CPU @ 3.2GHz",207.50,"2019-06-03 17:24:06"
B07CTSFCRR,167571,"Optiplex 9020","Small Form Factor","i5 4570,4590,4690 CPU @ 3.2GHz",207.50,"2019-06-03 17:55:44"
B07CTSFCRR,167574,"Optiplex 9020","Small Form Factor","i5 4570,4590,4690 CPU @ 3.2GHz",207.50,"2019-06-03 17:07:30"
B07CTSFCRR,168937,"Optiplex 9020","Small Form Factor","i5 4570,4590,4690 CPU @ 3.2GHz",207.50,"2019-06-05 20:19:16"
B07CTSFCRR,168944,"Optiplex 9020","Small Form Factor","i5 4570,4590,4690 CPU @ 3.2GHz",207.50,"2019-06-05 18:37:37"
B01CV9G1BO,166967,"Elite 8300","Small Form Factor","i5 3470,3570 CPU @ 3.2GHz",167.70,"2019-05-31 18:40:45"
B01CV9G1BO,166971,"Elite 8300","Small Form Factor","i5 3470,3570 CPU @ 3.2GHz",167.70,"2019-05-31 18:39:34"
B01CV9G1BO,166982,"Elite 8300","Small Form Factor","i5 3470,3570 CPU @ 3.2GHz",167.70,"2019-05-31 18:41:24"
B01CV9G1BO,166983,"Elite 8300","Small Form Factor","i5 3470,3570 CPU @ 3.2GHz",167.70,"2019-05-31 18:34:47"
B01CV9G1BO,166985,"Elite 8300","Small Form Factor","i5 3470,3570 CPU @ 3.2GHz",167.70,"2019-05-31 18:41:04"
B01CV9G1BO,166986,"Elite 8300","Small Form Factor","i5 3470,3570 CPU @ 3.2GHz",167.70,"2019-05-31 18:42:56"
B01CV9G1BO,167000,"Elite 8300","Small Form Factor","i5 3470,3570 CPU @ 3.2GHz",167.70,"2019-05-31 18:41:52"
B01CV9G1BO,167008,"Elite 8300","Small Form Factor","i5 3470,3570 CPU @ 3.2GHz",167.70,"2019-05-31 19:47:57"
B01CV9G1BO,167009,"Elite 8300","Small Form Factor","i5 3470,3570 CPU @ 3.2GHz",167.70,"2019-05-31 18:34:27"
B01CV9G1BO,167011,"Elite 8300","Small Form Factor","i5 3470,3570 CPU @ 3.2GHz",167.70,"2019-05-31 19:48:53"
B01CV9G1BO,167012,"Elite 8300","Small Form Factor","i5 3470,3570 CPU @ 3.2GHz",167.70,"2019-05-31 18:43:15"
B01CV9G1BO,167014,"Elite 8300","Small Form Factor","i5 3470,3570 CPU @ 3.2GHz",167.70,"2019-05-31 18:40:23"
B01CV9G1BO,167017,"Elite 8300","Small Form Factor","i5 3470,3570 CPU @ 3.2GHz",167.70,"2019-05-31 19:50:47"
B01CV9G1BO,167020,"Elite 8300","Small Form Factor","i5 3470,3570 CPU @ 3.2GHz",167.70,"2019-05-31 19:50:14"
B01CV9G1BO,167021,"Elite 8300","Small Form Factor","i5 3470,3570 CPU @ 3.2GHz",167.70,"2019-05-31 19:48:24"
B01CV9G1BO,167022,"Elite 8300","Small Form Factor","i5 3470,3570 CPU @ 3.2GHz",167.70,"2019-05-31 19:51:09"
B01CV9G1BO,167023,"Elite 8300","Small Form Factor","i5 3470,3570 CPU @ 3.2GHz",167.70,"2019-05-31 18:39:55"
B01CV9G1BO,167024,"Elite 8300","Small Form Factor","i5 3470,3570 CPU @ 3.2GHz",167.70,"2019-05-31 18:42:21"
B00VU1XDDO,161814,"Surface Pro 3",Tablet,"i5 4300U CPU @ 1.9GHz",399.99,"2019-05-23 18:49:29"
B00VU1XDDO,161882,"Surface Pro 3",Tablet,"i5 4300U CPU @ 1.9GHz",399.99,"2019-05-23 18:50:18"
B07CTTW8HR,168637,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-04 21:38:36"
B07CTTW8HR,168638,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-04 21:36:53"
B07CTTW8HR,168645,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-04 21:39:36"
B07CTTW8HR,168646,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-04 21:42:33"
B07CTTW8HR,168647,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-04 21:34:56"
B07CTTW8HR,168651,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-04 21:36:17"
B07CTTW8HR,168652,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-04 21:41:06"
B07CTTW8HR,168655,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-04 21:35:35"
B07CTTW8HR,168661,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-04 21:40:21"
B07CTTW8HR,168663,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-04 21:46:02"
B07CTTW8HR,168665,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-04 21:48:34"
B00VKL0I96,167368,"Latitude E6420",Notebook,"i5 Null CPU @ <2.5GHz",185.58,"2019-06-04 18:42:21"
B01HTVADHW,167569,"Optiplex 990","Small Form Factor","i5 2400,2500 CPU @ 3.1GHz",145.99,"2019-06-03 17:56:52"
B076DFQN2P,167572,"Optiplex 990",Desktop,"i5 2400 CPU @ 3.1GHz",145.00,"2019-06-03 17:59:24"
B077N73MKG,163937,"THINKCENTRE M700","Small Form Factor","i3 6100 CPU @ 3.7Ghz",279.00,"2019-05-28 20:02:15"
