ASIN,Asset,Model,"Form Factor",CPU,Price,Added
B01LXCLDRI,299629,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 15:52:17"
B01LXCLDRI,299630,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 15:50:50"
B01LXCLDRI,299631,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 15:33:12"
B01LXCLDRI,299639,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 17:34:45"
B01LXCLDRI,299641,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 16:07:32"
B01LXCLDRI,299648,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 17:54:06"
B01LXCLDRI,299650,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 17:09:29"
B01LXCLDRI,299651,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 17:12:31"
B01LXCLDRI,299652,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 19:07:55"
B01LXCLDRI,299653,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 15:31:32"
B01LXCLDRI,299655,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 15:42:56"
B01LXCLDRI,299656,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 17:41:55"
B01LXCLDRI,299665,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 14:40:47"
B01LXCLDRI,299668,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 18:37:37"
B01LXCLDRI,299669,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 22:09:36"
B01LXCLDRI,299671,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 18:11:38"
B01LXCLDRI,299675,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 19:09:47"
B01LXCLDRI,299676,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 17:15:46"
B01LXCLDRI,299678,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 17:01:50"
B01LXCLDRI,299679,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 15:40:18"
B01LXCLDRI,299681,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 15:59:48"
B01LXCLDRI,299682,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 19:13:35"
B01LXCLDRI,299683,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 18:59:30"
B01LXCLDRI,299684,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 16:58:04"
B01LXCLDRI,299685,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 19:24:58"
B01LXCLDRI,299686,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 16:03:03"
B01LXCLDRI,299688,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-18 15:43:46"
B01LXCLDRI,299690,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 16:55:56"
B01LXCLDRI,299692,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 18:07:48"
B01LXCLDRI,299696,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 14:41:49"
B01LXCLDRI,299697,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 17:59:30"
B01LXCLDRI,299698,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 15:04:07"
B01LXCLDRI,299699,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 18:16:43"
B01LXCLDRI,299706,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 15:20:22"
B01LXCLDRI,299710,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 17:57:04"
B01LXCLDRI,299711,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 14:39:18"
B01LXCLDRI,299712,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 16:04:58"
B01LXCLDRI,299713,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 14:37:09"
B01LXCLDRI,299714,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 14:56:32"
B01LXCLDRI,299718,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 17:22:57"
B01LXCLDRI,299721,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 17:17:11"
B01LXCLDRI,299723,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 22:02:03"
B01LXCLDRI,299734,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-18 15:00:21"
B01LXCLDRI,299735,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 16:06:02"
B01LXCLDRI,299736,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 19:17:30"
B01LXCLDRI,299738,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 17:11:10"
B01LXCLDRI,299739,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 17:14:18"
B01LXCLDRI,299740,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 19:04:30"
B01LXCLDRI,299741,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 19:12:38"
B01LXCLDRI,299743,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 15:49:19"
B01LXCLDRI,299744,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 14:34:19"
B01LXCLDRI,299745,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 19:18:22"
B01LXCLDRI,299750,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 15:57:49"
B01LXCLDRI,299753,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",219.00,"2019-10-14 19:14:51"
