ASIN,Asset,Model,"Form Factor",CPU,Price,Added
B01LXCLDRI,177900,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",197.00,"2019-07-01 15:24:25"
B01LXCLDRI,177903,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",197.00,"2019-07-01 15:25:41"
B01LXCLDRI,177981,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",197.00,"2019-07-01 16:26:15"
B07116R1GY,185752,"Latitude E7240",Notebook,"i7 4600U CPU @ 2.1GHz",329.99,"2019-07-08 18:00:47"
B07116R1GY,185756,"Latitude E7240",Notebook,"i7 4600U CPU @ 2.1GHz",329.99,"2019-07-08 17:54:07"
B07116R1GY,185759,"Latitude E7240",Notebook,"i7 4600U CPU @ 2.1GHz",329.99,"2019-07-08 17:53:30"
B07116R1GY,185764,"Latitude E7240",Notebook,"i7 4600U CPU @ 2.1GHz",329.99,"2019-07-08 18:01:47"
B07116R1GY,185779,"Latitude E7240",Notebook,"i7 4600U CPU @ 2.1GHz",329.99,"2019-07-08 18:02:44"
B01HSDJFFM,167088,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-02 15:12:54"
B01HSDJFFM,167089,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-02 21:51:17"
B01HSDJFFM,187761,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-01 20:40:37"
B01HSDJFFM,187771,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-01 20:41:00"
B01HSDJFFM,187772,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-01 20:41:25"
B01HSDJFFM,187774,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-01 20:39:46"
B01HSDJFFM,187777,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-01 20:42:14"
B01HSDJFFM,187778,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-01 20:41:49"
B01HSDJFFM,187779,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-01 20:40:15"
B01HSDJFFM,188039,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-02 15:10:40"
B01HSDJFFM,188040,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-02 15:15:22"
B01HSDJFFM,188063,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-02 15:14:59"
B01HSDJFFM,188265,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-02 15:14:33"
B01HSDJFFM,188266,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-02 15:13:17"
B01HSDJFFM,188267,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-02 15:12:14"
B01HSDJFFM,188268,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-02 15:13:40"
B01HSDJFFM,188269,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-02 15:11:32"
B01HSDJFFM,188270,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-02 15:14:05"
B01HSDJFFM,188272,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-02 15:11:04"
B01HSDJFFM,188289,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-02 21:51:44"
B01HSDJFFM,188290,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-02 21:47:07"
B01HSDJFFM,188291,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-02 21:48:20"
B01HSDJFFM,188292,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-02 21:50:10"
B01HSDJFFM,188293,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-02 21:48:44"
B01HSDJFFM,188294,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-02 21:49:06"
B01HSDJFFM,188295,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-02 21:52:39"
B01HSDJFFM,188296,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-02 21:50:54"
B01HSDJFFM,188297,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-02 21:47:33"
B01HSDJFFM,188298,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-02 21:47:55"
B01HSDJFFM,188299,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-02 21:50:32"
B01HSDJFFM,188301,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-02 21:49:34"
B01HSDJFFM,188570,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-02 15:07:34"
B01HSDJFFM,188572,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-02 15:08:00"
B01HSDJFFM,188574,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-02 15:07:02"
B01HSDJFFM,188577,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-02 15:08:23"
B01HSDJFFM,188580,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-02 15:09:35"
B01HSDJFFM,188583,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-03 17:41:08"
B01HSDJFFM,188584,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-02 15:06:34"
B01HSDJFFM,188585,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-02 15:05:55"
B01HSDJFFM,191844,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-10 14:32:25"
B01HSDJFFM,191850,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-10 14:27:29"
B01HSDJFFM,191851,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-10 14:27:04"
B01HSDJFFM,191853,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",143.99,"2019-07-10 14:26:15"
