Asset,S/N,"Old COA","New COA",WIN8,Model,CPU,Manufacturer,Added
296719,DFM7FX1,00186214649964,03307504608499,,,,,"2019-10-28 13:16:23"
297115,HMG27Y1,00186223896702,03307504608508,,,,,"2019-10-28 13:34:57"
296306,FHJ7CY1,00186233685837,03307504608500,,,,,"2019-10-28 13:38:55"
295324,66Q0V12,00196287990564,03307504608501,,,,,"2019-10-28 13:56:36"
295324,66Q0V12,00196287990564,03307504608501,,,,,"2019-10-28 13:56:50"
296820,DJB8FX1,0186214937422,03307504608507,,,,,"2019-10-28 14:25:08"
295301,5Y7Y7Y1,00196274474298,03307504608502,,,,,"2019-10-28 14:54:06"
296829,D448HX1,00186218094110,03307504608503,,,,,"2019-10-28 15:05:53"
296762,DFQ7FX1,00186214937493,03307504608506,,,,,"2019-10-28 15:21:02"
294586,HPQ1SW1,00186203727875,03307504608504,,,,,"2019-10-28 15:29:48"
512964,R9035GX5,,03307504608489,Activated,,,,"2019-10-29 16:22:39"
512964,R9035GX5,,03307504608489,Activated,,,,"2019-10-29 16:37:33"
283024,1G0VF12,,03307504608490,Activated,,,,"2019-10-29 16:45:14"
284675,4R6YVZ1,,03307504608498,Activated,,,,"2019-10-29 17:03:05"
283179,JDJPK12,,03307504608497,Activated,,,,"2019-10-29 17:24:32"
512950,PF01PZ2S,,03307504608509,Activated,,,,"2019-10-29 17:29:15"
283157,7LN0M12,,03307504608518,Activated,,,,"2019-10-29 17:29:44"
283157,7LN0M12,,03307504608518,Activated,,,,"2019-10-29 17:29:58"
512953,PF01PSWA,,03307504608510,Activated,,,,"2019-10-29 18:01:27"
509187,PC01U2BY,,03307504608496,Activated,,,,"2019-10-29 18:09:51"
509187,PC01U2BY,,03307504608496,Activated,,,,"2019-10-29 18:10:03"
512959,PC0067P5,,03307504608513,Activated,,,,"2019-10-29 18:24:58"
509181,PF00EY3V,,03307504608495,Activated,,,,"2019-10-29 18:28:56"
509195,PC009WT0,,03307504608517,Activated,,,,"2019-10-29 18:44:03"
509195,PC009WT0,,03307504608517,Activated,,,,"2019-10-29 18:44:19"
283157,7LN0M12,,03307504608518,Activated,,,,"2019-10-29 18:54:40"
512958,PF0260KE,,03307504608514,Activated,,,,"2019-10-29 18:55:20"
512954,PF01PYZ0,,03307504608512,Activated,,,,"2019-10-29 19:19:19"
519686,PF01AS8S,,03307504608494,Activated,,,,"2019-10-30 13:29:36"
519698,PF0264ZZ,,03307504608511,Activated,,,,"2019-10-30 13:29:46"
519698,PF0264ZZ,,03307504608511,Activated,,,,"2019-10-30 13:57:25"
287196,JXVBYZ1,00186247681039,03307504608515,,,,,"2019-10-30 20:40:04"
287196,JXVBYZ1,00186247681039,03307504608515,,,,,"2019-10-30 20:41:37"
283141,JWZBYZ1,00186247681332,03307504608516,,,,,"2019-10-30 20:42:05"
284666,8XVBYZ1,00186248069035,03307504608491,,,,,"2019-10-30 20:44:14"
284647,H4L1XY1,,03307504608493,Activated,,,,"2019-10-30 20:46:56"
284647,H4L1XY1,,03307504608493,Activated,,,,"2019-10-30 20:47:02"
283168,CF0CYZ1,001862476812620,03307504608492,,,,,"2019-10-30 20:47:45"
283168,CF0CYZ1,001862476812620,03307504608492,,,,,"2019-10-30 20:49:39"
287194,1MVBYZ1,00186247681010,03307504608178,,,,,"2019-10-30 20:51:17"
287192,6SZTF12,,03307504608180,Activated,,,,"2019-10-30 21:03:21"
287192,6SZTF12,,03307504608180,Activated,,,,"2019-10-30 21:03:57"
295598,7DW6N32,,03307504608179,Activated,,,,"2019-10-30 21:09:21"
295598,7DW6N32,,,Activated,,,,"2019-10-30 21:09:24"
287299,1D0CYZ1,00186247681271,03307504608477,,,,,"2019-10-30 21:14:48"
519606,HQ1PN12,,03307504608488,Activated,,,,"2019-10-31 16:06:26"
519606,HQ1PN12,,03307504608488,Activated,,,,"2019-10-31 16:06:35"
519605,3D3PN12,,03307504608478,Activated,,,,"2019-10-31 16:21:39"
296178,2UA4270Q18,00039690432399,03307504608301,,,,,"2019-10-31 17:44:20"
296178,2UA4270Q18,00039690432399,03307504608301,,,,,"2019-10-31 17:45:26"
297722,,,03307504608301,,,,,"2019-10-31 17:46:33"
297722,,,03307504608188,,,,,"2019-10-31 17:47:26"
297722,,,03307504608188,,,,,"2019-10-31 17:48:22"
297722,,,03307504608188,,,,,"2019-10-31 17:49:31"
297722,,,03307504608188,,,,,"2019-10-31 17:50:16"
117437,MJ013T4U,,03307504608190,Activated,,,,"2019-10-31 18:52:12"
136004,R90L26CS,,03307504608486,Activated,,,,"2019-11-01 13:29:22"
282959,921KM32,,03307504608480,Activated,,,,"2019-11-01 13:31:18"
183751,PF029U5B,,03307504608259,Activated,,,,"2019-11-01 13:51:51"
284519,7R23YY1,,03307504608485,Activated,,,,"2019-11-01 14:08:26"
284595,F3JKL32,,03307504608484,Activated,,,,"2019-11-01 14:13:59"
283187,HNPBF72,,03307504608483,Activated,,,,"2019-11-01 17:20:40"
284614,4X3RNX1,00188030730351,03307504608482,,,,,"2019-11-01 17:22:16"
268616,18X2V32,,03307504608481,Activated,,,,"2019-11-01 18:01:44"
