Asset,S/N,"Old COA","New COA",WIN8,Model,CPU,Manufacturer,Added
507629,2UA5260YX1,,,Activated,"Elitedesk 800 G1 ","i5-4590_3.2 GHz",HP,"2019-11-04 22:03:45"
144142,PC04UB7S,,03307504608162,Activated,,i5-5300U_2.3GHz,Lenovo,"2019-11-04 22:04:05"
283140,6WN7362,,03307504608161,Activated,"Latitude E7250","i7-5600U_2.6 GHz",Lenovo,"2019-11-04 22:05:23"
144142,PC04UB7S,,03307504608162,Activated,,i5-5300U_2.3GHz,Lenovo,"2019-11-04 22:09:07"
509008,MXL3150CC7,,03307504608160,Activated,"Compaq Pro 6300 ","i3-3220_3.3 GHz",HP,"2019-11-04 22:23:23"
509016,MXL3150C4T,,03307504608152,Activated,"Compaq Pro 6300 ","i3-3220_3.3 GHz",HP,"2019-11-05 14:02:29"
508997,2UA24706HK,,03307504608472,Activated,"Compaq Pro 6300 ","i3-3220_3.3 GHz",HP,"2019-11-05 14:38:30"
509008,MXL3150CC7,,03307504608160,Activated,"Compaq Pro 6300 ","i3-3220_3.3 GHz",HP,"2019-11-05 14:40:34"
509002,2UA24708CZ,00186194333094,03307504608471,,"Compaq Pro 6300 ","i3-3220_3.3 GHz",HP,"2019-11-05 14:47:02"
508997,2UA24706HK,,03307504608472,Activated,"Compaq Pro 6300 ","i3-3220_3.3 GHz",HP,"2019-11-05 14:47:26"
508997,2UA24706HK,00186193598305,03307504608472,,"Compaq Pro 6300 ","i3-3220_3.3 GHz",HP,"2019-11-05 14:55:19"
509009,2UA24706G8,00186193598315,03307504608470,,"Compaq Pro 6300 ","i3-3220_3.3 GHz",HP,"2019-11-05 15:23:29"
509017,2UA247086Q,00186194333085,03307504608469,,"Compaq Pro 6300 ","i3-3220_3.3 GHz",HP,"2019-11-05 15:25:09"
191677,2UA3451RNC,00186233431096,03307504608454,,"Compaq Pro 6300 ",i3-3220_3.3GHz,HP,"2019-11-05 16:00:30"
507554,MJ03UXD4,,03307504608468,Activated,"THINKCENTRE M700","i3-6100_3.7 GHz",Lenovo,"2019-11-05 16:10:41"
144079,MJ03UWWT,,03307504608467,Activated,"THINKCENTRE M700",i3-6100_3.7GHz,Lenovo,"2019-11-05 17:20:10"
299654,PC00ZJTH,,03307504608466,Activated,,"i5-4300U_1.9 GHz",Lenovo,"2019-11-05 17:47:21"
299722,PC00ZJSK,,03307504608455,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-11-05 17:56:04"
512927,PF02XCN8,,03307504608458,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-11-05 18:05:49"
512927,PF02XCN8,,03307504608458,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-11-05 18:05:59"
512932,PC01J9FZ,,03307504608459,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-11-05 18:07:51"
299722,PC00ZJSK,,03307504608455,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-11-05 18:18:44"
509190,PF01PZ1H,,03307504608465,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-11-05 18:21:39"
512955,PF01DL4Y,,03307504608460,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-11-05 18:27:37"
514186,PF0262UW,,03307504608457,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-11-05 18:50:08"
514186,PF0262UW,,03307504608457,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-11-05 18:50:17"
509191,PC01U1N1,,03307504608461,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-11-05 18:53:03"
512926,PF01AUSN,,03307504608462,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-11-05 19:09:30"
512930,PF025YPV,,03307504608464,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-11-05 19:24:27"
512929,PC01U1M2,,03307504608463,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-11-05 19:33:52"
512930,PF025YPV,,03307504608464,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-11-05 19:37:25"
282892,2UA329277Q,,03307504608470,Activated,"Compaq Elite 8300 ","i5-3470_3.2 GHz",HP,"2019-11-05 19:46:15"
299756,PC00ZJSJ,,03307504608456,Activated,,"i5-4300U_1.9 GHz",Lenovo,"2019-11-05 19:47:03"
299756,PC00ZJSJ,,03307504608456,Activated,,"i5-4300U_1.9 GHz",Lenovo,"2019-11-05 19:47:11"
512929,PC01U1M2,,03307504608463,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-11-05 20:01:52"
282892,2UA329277Q,,03307504608470,Activated,"Compaq Elite 8300 ","i5-3470_3.2 GHz",HP,"2019-11-05 20:12:27"
525273,R90GD1YE,,03307504608439,Activated,"THINKPAD X1 CARBON","i7-5600U_2.6 GHz",Lenovo,"2019-11-05 20:22:43"
525273,R90GD1YE,,03307504608439,Activated,"THINKPAD X1 CARBON","i7-5600U_2.6 GHz",Lenovo,"2019-11-05 20:43:15"
519699,PF01ANKH,,03307504608453,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-11-05 20:44:11"
114425,MJ01DK6M,,03307504608452,Activated,"THINKCENTRE M73",i3-4130_3.4GHz,Lenovo,"2019-11-05 21:23:18"
193919,CNU434CBVH,00186245140544,03307504608451,,"EliteBook 840 G1",i7-4600U_2.1GHz,HP,"2019-11-05 21:50:14"
114425,MJ01DK6M,,03307504608452,Activated,"THINKCENTRE M73",i3-4130_3.4GHz,Lenovo,"2019-11-05 21:54:57"
275414,96D6362,,03307504608433,Activated,"Latitude E7250","i7-5600U_2.6 GHz",Lenovo,"2019-11-06 15:41:01"
273010,DKMFS32,,03307504608429,Activated,"Latitude E7250","i5-5300U_2.3 GHz",Lenovo,"2019-11-06 15:46:05"
193919,CNU434CBVH,00186245140544,03307504608430,,"EliteBook 840 G1",i7-4600U_2.1GHz,HP,"2019-11-06 16:13:40"
193919,CNU434CBVH,00186245140544,03307504608451,,"EliteBook 840 G1",i7-4600U_2.1GHz,HP,"2019-11-06 16:14:34"
507373,5CG4413CP1,,03307504608430,,"EliteBook 820 G1","i7-4600U_2.1 GHz",HP,"2019-11-06 16:22:08"
268613,86FBM32,,03307504608431,Activated,"Latitude E7250","i5-5300U_2.3 GHz",Lenovo,"2019-11-06 17:19:57"
292167,R8VTM6T,00186148646900,03307504608450,,"THINKPAD T420","i5-2520M_2.5 GHz",Lenovo,"2019-11-06 17:22:11"
507395,5CG6080F66,,03307504608438,Activated,"EliteBook 820 G2","i7-5600U_2.6 GHz",Lenovo,"2019-11-06 17:29:14"
292169,R8MD7Z6,00186124703466,03307504608449,,"THINKPAD T420","i5-2520M_2.5 GHz",Lenovo,"2019-11-06 17:44:54"
268613,86FBM32,,03307504608431,Activated,"Latitude E7250","i5-5300U_2.3 GHz",Lenovo,"2019-11-06 17:55:52"
292166,R8VTM4C,00186148646952,03307504608449,,"THINKPAD T420","i5-2520M_2.5 GHz",Lenovo,"2019-11-06 18:00:31"
283121,3B9JM32,,03307504608432,Activated,"Latitude E7250","i7-5600U_2.6 GHz",Lenovo,"2019-11-06 18:41:33"
283121,3B9JM32,,03307504608432,Activated,"Latitude E7250","i7-5600U_2.6 GHz",Lenovo,"2019-11-06 18:43:38"
525340,R90GZBW4,,03307504608440,Activated,"THINKPAD X1 CARBON","i7-5600U_2.6 GHz",Lenovo,"2019-11-06 21:05:50"
514980,PC090K8Z,,03307504608434,Activated,"THINKPAD T450s","i7-5600U_2.6 GHz",Lenovo,"2019-11-06 21:10:32"
297120,1HZ6W12,00186251099590,03307504608435,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-06 21:31:46"
294196,R8B2NEH,00186109775807,03307504608441,,"THINKPAD T420","i5-2520M_2.5 GHz",Lenovo,"2019-11-06 21:50:25"
292175,R8RCZ0B,00186145431909,03307504608436,,"THINKPAD T420","i5-2520M_2.5 GHz",Lenovo,"2019-11-06 21:57:08"
292168,R8RCZ0C,00186145431914,03307504608445,,"THINKPAD T420","i5-2520M_2.5 GHz",Lenovo,"2019-11-06 22:13:17"
514980,PC090K8Z,,03307504608434,Activated,"THINKPAD T450s","i7-5600U_2.6 GHz",Lenovo,"2019-11-06 22:17:08"
514980,PC090K8Z,,03307504608434,Activated,"THINKPAD T450s","i7-5600U_2.6 GHz",Lenovo,"2019-11-06 22:17:56"
200167,PBCK357,00186144018362,03307504608445,,"THINKPAD T420",i5-2520M_2.5GHz,Lenovo,"2019-11-06 22:22:40"
297144,1J07W12,00186251461738,03307504608268,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-07 14:03:43"
297144,1J07W12,00186251461738,03307504608268,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-07 14:32:52"
519704,PF01PV1Q,,03307504608312,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-11-07 14:32:59"
297144,1J07W12,00186251461738,03307504608268,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-07 14:40:56"
519696,PF01PV1V,,03307504608444,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-11-07 14:50:17"
169737,R8BP01N,00186118421619,03307504608442,,"THINKPAD T420",i5-2520M_2.5GHz,Lenovo,"2019-11-07 14:55:12"
297084,1J26W12,00186251619862,03307504608443,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-07 15:03:03"
299449,R9WREF5,,03307504608437,Activated,"THINKPAD T430S","i5-3320M_2.6 GHz",Lenovo,"2019-11-07 15:03:23"
299449,R9WREF5,,03307504608437,Activated,"THINKPAD T430S","i5-3320M_2.6 GHz",Lenovo,"2019-11-07 15:03:31"
296749,GRVVZ12,00186252292031,03307504608448,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-07 15:14:44"
296749,GRVVZ12,00186252292031,03307504608448,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-07 15:14:47"
296749,GRVVZ12,00186252292031,03307504608448,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-07 15:15:20"
509343,792ST12,,03307504608447,Activated,"OptiPlex 9020","i5-4570_3.2 GHz",Dell,"2019-11-07 15:26:59"
297127,DNY1M02,00186248760566,03307504608446,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-07 16:00:37"
297092,1J38W12,00186251461392,03307504608610,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-07 16:25:51"
193899,CNU4189FD5,00186244491066,03307504608629,,"EliteBook 820 G1",i7-4600U_2.1GHz,HP,"2019-11-07 16:26:34"
297121,FKS0Y12,00186252516895,03307504608620,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-07 16:55:53"
297118,1HZ7W12,00186251461847,03307504608613,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-07 17:00:21"
297118,1HZ7W12,00186251461847,03307504608613,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-07 17:01:10"
296361,9P2YW12,00186248285522,03307504608614,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-07 17:09:30"
297122,DNY5M02,00186248760581,03307504608621,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-07 17:17:38"
297132,DNZ1M02,00186248590284,03307504608619,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-07 17:19:26"
297122,DNY5M02,00186248760581,03307504608621,,"OptiPlex 9020","i5-4670_3.4 GHz",Dell,"2019-11-07 17:55:06"
522326,PC0067MN,,03307504608475,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-11-07 17:57:00"
522297,PC02LSBG,,03307504608615,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-11-07 18:06:01"
522326,PC0067MN,,03307504608475,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-11-07 18:17:10"
522310,PF01AUS2,,03307504608622,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-11-07 18:21:17"
509186,PF0264YJ,,03307504608616,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-11-07 18:41:09"
514977,PF00QJHJ,,03307504608617,Activated,"THINKPAD T440S","i7-4600U_2.1 GHz",Lenovo,"2019-11-07 19:03:02"
522313,PF01AUT1,,03307504608623,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-11-07 20:47:16"
522328,PC06EYER,,03307504608625,Activated,"THINKPAD T450","i5-5300U_2.3 GHz",Lenovo,"2019-11-07 21:02:13"
509178,PC01J9DK,,03307504608626,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-11-07 21:02:50"
269478,1X9CW12,00186251625742,03307504133068,,"OptiPlex 9020",i5-4670_3.4GHz,Dell,"2019-11-07 21:15:35"
509178,PC01J9DK,,03307504608626,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-11-07 21:25:20"
525057,PC08YM9C,,03307504608628,Activated,,"i5-5300U_2.3 GHz",Lenovo,"2019-11-07 21:30:36"
522399,MJ02HAJ1,,03307504608627,Activated,,"i5-4570T_2.9 GHz",Lenovo,"2019-11-07 22:16:06"
283317,F3WLM32,,03307504608624,Activated,"Latitude E7250","i7-5600U_2.6 GHz",Lenovo,"2019-11-08 17:17:22"
283134,2G97362,,03307504608611,Activated,"Latitude E7250","i7-5600U_2.6 GHz",Lenovo,"2019-11-08 17:43:45"
283170,GWLKQ32,,03307504608612,Activated,"Latitude E7250","i7-5600U_2.6 GHz",Lenovo,"2019-11-08 17:45:01"
283170,GWLKQ32,,03307504608612,Activated,"Latitude E7250","i7-5600U_2.6 GHz",Lenovo,"2019-11-08 18:11:16"
284677,4PTC562,,03307504608611,Activated,"Latitude E7450","i7-5600U_2.6 GHz",Lenovo,"2019-11-08 18:16:52"
275462,26H7362,,03307504608600,Activated,"Latitude E7250","i7-5600U_2.6 GHz",Lenovo,"2019-11-08 18:20:50"
507428,5CG51603WW,,03307504608607,,"EliteBook 820 G1","i7-4600U_2.1 GHz",HP,"2019-11-08 18:23:30"
283171,CWGKQ32,,03307504608611,Activated,"Latitude E7250","i7-5600U_2.6 GHz",Lenovo,"2019-11-08 18:42:28"
275462,26H7362,,03307504608600,Activated,"Latitude E7250","i7-5600U_2.6 GHz",Lenovo,"2019-11-08 18:56:48"
162557,97BVS32,,03307504608606,Activated,"Latitude E7450",i5-5300U_2.3GHz,Dell,"2019-11-08 20:18:39"
161560,2UA252043Y,,03307504608601,Activated,"Compaq Pro 6300 ",i3-3220_3.3GHz,HP,"2019-11-08 20:29:45"
514198,PC0FU46M,,03307504608605,Activated,"THINKPAD T460","i5-6300U_2.4 GHz",Lenovo,"2019-11-08 20:46:12"
