ASIN,Asset,Model,"Form Factor",S/N,CPU,Price,Added
B01HSDJFFM,146378,"Optiplex 7010","Small Form Factor",H8CNFX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",155.00,"2019-05-17 21:07:49"
B01HSDJFFM,146379,"Optiplex 7010","Small Form Factor",FTVD6Y1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",155.00,"2019-05-17 17:49:50"
B01HSDJFFM,146380,"Optiplex 7010","Small Form Factor",2JJXDZ1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",155.00,"2019-05-17 18:14:18"
B01HSDJFFM,146381,"Optiplex 7010","Small Form Factor",21C8BY1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",155.00,"2019-05-17 19:01:30"
B01HSDJFFM,146389,"Optiplex 7010","Small Form Factor",H8DTFX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",155.00,"2019-05-17 17:22:30"
B01HSDJFFM,146390,"Optiplex 7010","Small Form Factor",92BBCY1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",155.00,"2019-05-17 19:06:44"
B01HSDJFFM,146391,"Optiplex 7010","Small Form Factor",DVJ47Y1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",155.00,"2019-05-17 17:54:03"
B01HSDJFFM,146392,"Optiplex 7010","Small Form Factor",92LBCY1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",155.00,"2019-05-17 21:04:39"
B01HSDJFFM,146393,"Optiplex 7010","Small Form Factor",39KRNW1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",155.00,"2019-05-17 19:04:43"
B01HSDJFFM,146394,"Optiplex 7010","Small Form Factor",H8GNFX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",155.00,"2019-05-17 20:52:06"
B01HSDJFFM,146395,"Optiplex 7010","Small Form Factor",FV3F6Y1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",155.00,"2019-05-17 18:51:11"
B01HSDJFFM,146396,"Optiplex 7010","Small Form Factor",H89TFX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",155.00,"2019-05-17 21:01:40"
