ASIN,Asset,Model,"Form Factor",S/N,CPU,Price,Added
B01LXCLDRI,506578,"Thinkpad T430",Notebook,PBN2TMG,"i5 3230M,3210M,3320M CPU @ 3.3GHz",180.00,"2019-12-19 20:33:50"
B01M293O5P,287288,"Latitude E6430",Notebook,6TXGXW1,"i5 3320M CPU @ 2.6GHz",194.99,"2019-12-19 18:16:03"
B01M293O5P,552678,"Latitude E6430",Notebook,FSW3VY1,"i5 3320M CPU @ 2.6GHz",194.99,"2019-12-19 18:11:19"
B01M293O5P,552722,"Latitude E6430",Notebook,90T3VY1,"i5 3320M CPU @ 2.6GHz",194.99,"2019-12-19 18:17:32"
B07CTSFCRR,296361,"Optiplex 9020","Small Form Factor",9P2YW12,"i5 4570,4590,4690,4670 CPU @ 3.2GHz",199.99,"2019-12-18 15:42:44"
B07CTSFCRR,297081,"Optiplex 9020","Small Form Factor",1HX6W12,"i5 4570,4590,4690,4670 CPU @ 3.2GHz",199.99,"2019-12-18 16:54:51"
B07CTSFCRR,297086,"Optiplex 9020","Small Form Factor",1J55W12,"i5 4570,4590,4690,4670 CPU @ 3.2GHz",199.99,"2019-12-18 15:25:50"
B07CTSFCRR,297088,"Optiplex 9020","Small Form Factor",1J28W12,"i5 4570,4590,4690,4670 CPU @ 3.2GHz",199.99,"2019-12-18 16:02:42"
B07CTSFCRR,297090,"Optiplex 9020","Small Form Factor",1J18W12,"i5 4570,4590,4690,4670 CPU @ 3.2GHz",199.99,"2019-12-18 15:02:45"
B07CTSFCRR,297093,"Optiplex 9020","Small Form Factor",1J46W12,"i5 4570,4590,4690,4670 CPU @ 3.2GHz",199.99,"2019-12-18 16:56:41"
B07CTSFCRR,297097,"Optiplex 9020","Small Form Factor",1J48W12,"i5 4570,4590,4690,4670 CPU @ 3.2GHz",199.99,"2019-12-18 15:16:56"
