ASIN,Asset,Model,"Form Factor",CPU,Price,Added
B01LXCLDRI,169565,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",205.34,"2019-06-07 14:15:24"
B01LXCLDRI,169723,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",205.34,"2019-06-13 16:17:16"
B01LXCLDRI,169734,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",205.34,"2019-06-13 19:20:18"
B01LXCLDRI,169849,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",205.34,"2019-06-07 14:14:48"
B01LXCLDRI,169857,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",205.34,"2019-06-07 14:15:55"
B074SHYFV3,172838,"Latitude E6440",Notebook,"i5 4300M,4310M CPU @ 2.6GHz",214.49,"2019-06-13 20:22:04"
B074SHYFV3,172842,"Latitude E6440",Notebook,"i5 4300M,4310M CPU @ 2.6GHz",214.49,"2019-06-13 22:14:22"
B074SHYFV3,172844,"Latitude E6440",Notebook,"i5 4300M,4310M CPU @ 2.6GHz",214.49,"2019-06-13 21:12:20"
B074SHYFV3,172848,"Latitude E6440",Notebook,"i5 4300M,4310M CPU @ 2.6GHz",214.49,"2019-06-13 21:12:57"
B074SHYFV3,172862,"Latitude E6440",Notebook,"i5 4300M,4310M CPU @ 2.6GHz",214.49,"2019-06-13 20:25:00"
B074SHYFV3,172966,"Latitude E6440",Notebook,"i5 4300M,4310M CPU @ 2.6GHz",214.49,"2019-06-13 18:20:35"
B074SHYFV3,172968,"Latitude E6440",Notebook,"i5 4300M,4310M CPU @ 2.6GHz",214.49,"2019-06-13 21:10:06"
B074SHYFV3,172971,"Latitude E6440",Notebook,"i5 4300M,4310M CPU @ 2.6GHz",214.49,"2019-06-13 21:17:17"
B074SHYFV3,172980,"Latitude E6440",Notebook,"i5 4300M,4310M CPU @ 2.6GHz",214.49,"2019-06-13 21:15:39"
B074SHYFV3,172995,"Latitude E6440",Notebook,"i5 4300M,4310M CPU @ 2.6GHz",214.49,"2019-06-13 18:05:56"
B074SHYFV3,172997,"Latitude E6440",Notebook,"i5 4300M,4310M CPU @ 2.6GHz",214.49,"2019-06-13 18:04:30"
B074SHYFV3,172998,"Latitude E6440",Notebook,"i5 4300M,4310M CPU @ 2.6GHz",214.49,"2019-06-13 21:20:20"
B074SHYFV3,173002,"Latitude E6440",Notebook,"i5 4300M,4310M CPU @ 2.6GHz",214.49,"2019-06-13 17:51:08"
B074SHYFV3,173006,"Latitude E6440",Notebook,"i5 4300M,4310M CPU @ 2.6GHz",214.49,"2019-06-13 20:17:56"
B074SHYFV3,173007,"Latitude E6440",Notebook,"i5 4300M,4310M CPU @ 2.6GHz",214.49,"2019-06-13 20:18:57"
B074SHYFV3,173018,"Latitude E6440",Notebook,"i5 4300M,4310M CPU @ 2.6GHz",214.49,"2019-06-13 21:18:26"
B074SHYFV3,173043,"Latitude E6440",Notebook,"i5 4300M,4310M CPU @ 2.6GHz",214.49,"2019-06-13 18:06:52"
B01HSDJFFM,171419,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",145.00,"2019-06-11 16:21:45"
B01HSDJFFM,171531,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",145.00,"2019-06-11 18:02:08"
B01M293O5P,172983,"Latitude E6430",Notebook,"i5 Null CPU @ 2.6GHz",237.99,"2019-06-13 20:36:21"
B01M293O5P,173040,"Latitude E6430",Notebook,"i5 Null CPU @ 2.6GHz",237.99,"2019-06-13 20:37:25"
B01M293O5P,173046,"Latitude E6430",Notebook,"i5 Null CPU @ 2.6GHz",237.99,"2019-06-13 20:38:39"
B076VMW9D6,170522,"ThinkCentre M93P","Small Form Factor","i5 4570 CPU @ 3.2GHz",204.88,"2019-06-12 17:44:40"
B076VMW9D6,170523,"ThinkCentre M93P","Small Form Factor","i5 4570 CPU @ 3.2GHz",204.88,"2019-06-12 17:47:51"
B076VMW9D6,170524,"ThinkCentre M93P","Small Form Factor","i5 4570 CPU @ 3.2GHz",204.88,"2019-06-12 17:53:00"
B076VMW9D6,170525,"ThinkCentre M93P","Small Form Factor","i5 4570 CPU @ 3.2GHz",204.88,"2019-06-12 17:45:04"
B076VMW9D6,170526,"ThinkCentre M93P","Small Form Factor","i5 4570 CPU @ 3.2GHz",204.88,"2019-06-12 17:51:47"
B076VMW9D6,170527,"ThinkCentre M93P","Small Form Factor","i5 4570 CPU @ 3.2GHz",204.88,"2019-06-12 17:52:07"
B076VMW9D6,170528,"ThinkCentre M93P","Small Form Factor","i5 4570 CPU @ 3.2GHz",204.88,"2019-06-12 17:51:03"
B076VMW9D6,170529,"ThinkCentre M93P","Small Form Factor","i5 4570 CPU @ 3.2GHz",204.88,"2019-06-12 17:47:12"
B076VMW9D6,170530,"ThinkCentre M93P","Small Form Factor","i5 4570 CPU @ 3.2GHz",204.88,"2019-06-12 17:48:38"
B076VMW9D6,170531,"ThinkCentre M93P","Small Form Factor","i5 4570 CPU @ 3.2GHz",204.88,"2019-06-12 17:46:13"
B076VMW9D6,170532,"ThinkCentre M93P","Small Form Factor","i5 4570 CPU @ 3.2GHz",204.88,"2019-06-12 17:45:50"
B076VMW9D6,170533,"ThinkCentre M93P","Small Form Factor","i5 4570 CPU @ 3.2GHz",204.88,"2019-06-12 17:51:25"
B076VMW9D6,170534,"ThinkCentre M93P","Small Form Factor","i5 4570 CPU @ 3.2GHz",204.88,"2019-06-12 17:52:30"
B076VMW9D6,170535,"ThinkCentre M93P","Small Form Factor","i5 4570 CPU @ 3.2GHz",204.88,"2019-06-12 17:50:27"
B076VMW9D6,170536,"ThinkCentre M93P","Small Form Factor","i5 4570 CPU @ 3.2GHz",204.88,"2019-06-12 17:45:26"
B076VMW9D6,170537,"ThinkCentre M93P","Small Form Factor","i5 4570 CPU @ 3.2GHz",204.88,"2019-06-12 17:48:16"
B076VMW9D6,170538,"ThinkCentre M93P","Small Form Factor","i5 4570 CPU @ 3.2GHz",204.88,"2019-06-12 17:46:41"
B07CTTW8HR,169551,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-06 21:32:23"
B07CTTW8HR,169554,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-06 21:49:08"
B07CTTW8HR,169557,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-06 21:53:19"
B07CTTW8HR,169558,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-06 21:52:28"
B07CTTW8HR,169567,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-06 21:38:44"
B07CTTW8HR,169835,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-06 22:17:58"
B07CTTW8HR,169836,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-06 21:47:17"
B07CTTW8HR,169840,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-06 21:46:19"
B07CTTW8HR,169841,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-06 22:22:57"
B07CTTW8HR,169846,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-07 14:09:40"
B07CTTW8HR,169848,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-06 22:24:18"
B07CTTW8HR,169850,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-07 14:11:30"
B07CTTW8HR,169851,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-06 21:36:29"
B07CTTW8HR,169856,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-06 21:34:50"
B07CTTW8HR,169861,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-06 22:19:45"
B07CTTW8HR,170341,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-11 14:20:57"
B07CTTW8HR,170342,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-11 14:24:03"
B07CTTW8HR,170343,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-11 14:30:01"
B07CTTW8HR,170344,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-11 14:22:39"
B07CTTW8HR,170348,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-11 14:25:02"
B07CTTW8HR,170350,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-10 19:14:20"
B07CTTW8HR,170352,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-10 19:15:45"
B07CTTW8HR,170354,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-07 18:54:14"
B07CTTW8HR,170355,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-07 19:01:14"
B07CTTW8HR,170357,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-07 19:03:42"
B07CTTW8HR,170358,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-07 19:04:13"
B07CTTW8HR,170362,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-10 18:24:26"
B07CTTW8HR,170363,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-07 18:52:12"
B07CTTW8HR,170365,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-10 18:25:09"
B07CTTW8HR,170366,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-10 18:16:55"
B07CTTW8HR,170367,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-10 19:15:15"
B07CTTW8HR,170369,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-10 18:15:46"
B07CTTW8HR,170371,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-10 18:14:54"
B07CTTW8HR,170372,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-10 18:18:16"
B07CTTW8HR,170387,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-10 18:19:14"
B07CTTW8HR,170388,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-10 18:33:48"
B07CTTW8HR,170391,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-10 18:29:50"
B07CTTW8HR,170392,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-10 18:20:59"
B07CTTW8HR,170393,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-10 18:29:20"
B07CTTW8HR,170397,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-10 18:21:27"
B07CTTW8HR,170399,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-11 14:26:53"
B07CTTW8HR,170402,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-11 14:26:29"
B07CTTW8HR,170403,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-11 14:21:24"
B07CTTW8HR,170404,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-11 14:22:15"
B07CTTW8HR,170406,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-11 14:23:07"
B07CTTW8HR,170411,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-07 19:10:08"
B07CTTW8HR,170413,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-07 18:46:05"
B07CTTW8HR,170414,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-07 18:53:45"
B07CTTW8HR,170417,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-07 18:50:07"
B07CTTW8HR,170418,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-07 18:46:49"
B07CTTW8HR,170419,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-07 18:52:41"
B07CTTW8HR,170421,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-07 18:51:13"
B07CTTW8HR,170425,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-07 19:39:58"
B07CTTW8HR,170426,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-07 19:40:40"
B07CTTW8HR,170427,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-07 19:37:14"
B07CTTW8HR,170429,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-07 19:42:46"
B07CTTW8HR,170430,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-10 17:27:38"
B07CTTW8HR,170431,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-07 19:38:49"
B07CTTW8HR,170432,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-07 19:41:31"
B07CTTW8HR,170433,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-07 18:47:17"
B07CTTW8HR,170435,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-07 18:51:45"
B07CTTW8HR,170437,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-10 19:12:15"
B07CTTW8HR,170438,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-10 19:12:57"
B07CTTW8HR,170443,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-10 18:27:11"
B07CTTW8HR,170444,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-10 18:28:20"
B07CTTW8HR,170446,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-13 16:27:55"
B07CTTW8HR,170447,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-10 18:25:38"
B07CTTW8HR,170449,"ThinkPad T440",Notebook,"i5 4300U CPU @ 1.9GHz",284.95,"2019-06-11 14:21:50"
