Asset,S/N,"Old COA","New COA",WIN8,Model,CPU,Manufacturer,Added
545428,001773364757,,,Activated,"Surface Book","i5-6300U_2.4 GHz",Microsoft,"2019-12-27 18:16:25"
546607,PBX04YV,,03307505299470,,"THINKPAD T430","i5-3320M_2.6 GHz",Lenovo,"2019-12-27 18:23:14"
545283,009758664757,,,Activated,"Surface Book","i5-6300U_2.4 GHz",Microsoft,"2019-12-27 18:24:40"
545268,003404364457,,,Activated,"Surface Book","i5-6300U_2.4 GHz",Microsoft,"2019-12-27 18:31:20"
542590,PB4DPBC,,03307505299471,Activated,"THINKPAD T430","i5-3320M_2.6 GHz",Lenovo,"2019-12-27 18:46:17"
542587,PB0G3EK,,03307505299479,Activated,"THINKPAD T430","i5-3320M_2.6 GHz",Lenovo,"2019-12-27 18:46:36"
507642,MXL41107BP,,03307504798508,Activated,"EliteDesk 800 G1 ","i5-4570_3.2 GHz",HP,"2019-12-30 17:36:09"
297771,2UA4270Q32,,03307504798545,Activated,"EliteDesk 800 G1 ","i5-4570_3.2 GHz",HP,"2019-12-30 17:42:12"
507673,2UA4122JR8,,03307504798544,Activated,"EliteDesk 800 G1 ","i5-4570_3.2 GHz",HP,"2019-12-30 17:42:34"
507643,2UA5260YYH,,03307504798546,Activated,"EliteDesk 800 G1 ","i5-4590_3.2 GHz",HP,"2019-12-30 17:43:53"
507669,2UA5260YY1,,03307505299478,Activated,"EliteDesk 800 G1 ","i5-4590_3.2 GHz",HP,"2019-12-30 17:54:10"
507638,2UA51028Q1,,03307505299477,Activated,"EliteDesk 800 G1 ","i5-4590_3.2 GHz",HP,"2019-12-30 17:56:36"
291536,9B5GN22,,03307505299476,,"OptiPlex 7010","i5-3470_3.2 GHz",Dell,"2019-12-30 21:42:09"
536205,PBVDLF3,00186164647307,03307505299490,,,"i5-2540M_2.6 GHz",Lenovo,"2020-01-02 17:20:22"
518587,R8LX6V0,00186124651565,03307505299419,,"THINKPAD T420","i5-2520M_2.5 GHz",Lenovo,"2020-01-02 17:30:07"
518587,R8LX6V0,00186124651565,03307505299419,,"THINKPAD T420","i5-2520M_2.5 GHz",Lenovo,"2020-01-02 17:30:11"
518805,PBM03MZ,,03307505299493,,"THINKPAD T430","i5-3320M_2.6 GHz",Lenovo,"2020-01-02 17:58:38"
518824,PBE2ZFM,,03307505299475,,"THINKPAD T430","i5-3320M_2.6 GHz",Lenovo,"2020-01-02 18:14:39"
518837,PB3NK4H,,03307505299492,,"THINKPAD T430","i5-3320M_2.6 GHz",Lenovo,"2020-01-02 18:17:33"
518790,R8BN97F,00186118421521,03307505299491,,"THINKPAD T420","i5-2520M_2.5 GHz",Lenovo,"2020-01-02 18:37:29"
284519,7R23YY1,,03307505299473,,"Latitude E7440","i5-4300U_1.9 GHz",Dell,"2020-01-02 19:08:06"
284519,7R23YY1,,03307505299473,Activated,"Latitude E7440","i5-4300U_1.9 GHz",Dell,"2020-01-02 19:08:59"
545287,013672264657,,,Activated,"Surface Book","i5-6300U_2.4 GHz",Microsoft,"2020-01-02 19:19:43"
545270,003615664457,,,Activated,"Surface Book","i5-6300U_2.4 GHz",Microsoft,"2020-01-02 19:38:05"
545184,013884464657,,,Activated,"Surface Book","i5-6300U_2.4 GHz",Microsoft,"2020-01-02 20:17:23"
545184,013884464657,,,Activated,"Surface Book","i5-6300U_2.4 GHz",Microsoft,"2020-01-02 20:30:24"
288891,004779152553,,,Activated,"Surface Pro 3","i5-4300U_1.9 GHz",Microsoft,"2020-01-02 20:34:05"
547310,2UA4310K10,,03307505299472,Activated,"ProDesk 600 G1 ","i3-4130_3.4 GHz",HP,"2020-01-02 20:45:45"
142807,2UA5392YGH,,03307505299494,Activated,"ProDesk 600 G1 ",i3-4160_3.6GHz,HP,"2020-01-02 21:07:40"
297733,2UA1280GX1,,03307505299495,,"Compaq 8200 Elite  ","i5-2400_3.1 GHz",HP,"2020-01-02 21:18:19"
535164,97J6VV1,00186181364963,03307505299496,,"OptiPlex 7010","i3-2120_3.3 GHz",Dell,"2020-01-02 21:32:52"
186276,4VZZBY1,00186227104668,03307505299493,,"OptiPlex 9010",i5-3570_3.4GHz,Dell,"2020-01-03 15:38:26"
185059,DG2JHX1,00186217967167,03307505299489,,"OptiPlex 9010",i5-3570_3.4GHz,Dell,"2020-01-03 15:50:27"
538491,GLNVH12,,03307505299481,Activated,"Latitude E7440","i7-4600U_2.1 GHz",Dell,"2020-01-03 16:00:56"
538400,2FR3F12,,03307505299481,Activated,"Latitude E7440","i7-4600U_2.1 GHz",Dell,"2020-01-03 17:30:47"
519638,FVKGYZ1,,03307505299497,Activated,"Latitude E7440","i7-4600U_2.1 GHz",Dell,"2020-01-03 18:10:01"
538501,5MRGN12,,03307505299498,Activated,"Latitude E7440","i7-4600U_2.1 GHz",Dell,"2020-01-03 18:43:25"
507660,2UA4252MQ3,,03307505299488,Activated,"EliteDesk 800 G1 ","i5-4570_3.2 GHz",HP,"2020-01-03 19:12:24"
538501,5MRGN12,,03307505299498,Activated,"Latitude E7440","i7-4600U_2.1 GHz",Dell,"2020-01-03 19:57:23"
538464,9LSGN12,,03307505299482,Activated,"Latitude E7440","i7-4600U_2.1 GHz",Dell,"2020-01-03 19:58:35"
538464,9LSGN12,,,Activated,"Latitude E7440","i7-4600U_2.1 GHz",Dell,"2020-01-03 19:59:33"
538464,9LSGN12,,03307505299482,Activated,"Latitude E7440","i7-4600U_2.1 GHz",Dell,"2020-01-03 20:15:58"
538408,8F2GK12,,03307505299483,Activated,"Latitude E7440","i7-4600U_2.1 GHz",Dell,"2020-01-03 20:17:27"
538408,8F2GK12,,03307505299483,Activated,"Latitude E7440","i7-4600U_2.1 GHz",Dell,"2020-01-03 20:37:47"
538654,7ZH9Q12,,03307505299484,Activated,"Latitude E7440","i7-4600U_2.1 GHz",Dell,"2020-01-03 20:39:32"
