Asset,Model,"Form Factor",CPU,Price,ASIN,Added
183428,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",264.21,B07F16YSRD,"2019-07-09 19:08:29"
183937,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",233.49,B07F9X6WDQ,"2019-07-09 19:08:53"
183950,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",169.49,B0733P5MKM,"2019-07-09 19:09:21"
183532,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",233.49,B07F9X6WDQ,"2019-07-09 19:11:43"
183952,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",233.49,B07F9X6WDQ,"2019-07-09 19:12:08"
183928,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",233.49,B07F9X6WDQ,"2019-07-09 19:12:37"
183940,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",169.49,B0733P5MKM,"2019-07-09 19:15:31"
183415,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",233.49,B07F9X6WDQ,"2019-07-09 19:17:24"
183654,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-09 19:18:32"
183931,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-09 19:19:09"
183792,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",233.49,B07F9X6WDQ,"2019-07-09 19:19:33"
183436,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",264.21,B07F16YSRD,"2019-07-09 19:19:56"
183769,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",233.49,B07F9X6WDQ,"2019-07-09 19:20:49"
183921,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",233.49,B07F9X6WDQ,"2019-07-09 19:21:38"
183949,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-09 19:22:08"
183629,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",233.49,B07F9X6WDQ,"2019-07-09 19:22:36"
183430,"EliteDesk 800 G1","Small Form Factor","i5 4570,4590@3.2GHz",165,B074VF7XJX,"2019-07-09 19:30:46"
183627,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",233.49,B07F9X6WDQ,"2019-07-09 19:33:34"
183761,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",264.21,B07F16YSRD,"2019-07-09 19:34:01"
183519,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",233.49,B07F9X6WDQ,"2019-07-09 19:34:26"
183527,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",233.49,B07F9X6WDQ,"2019-07-09 19:35:18"
183526,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",233.49,B07F9X6WDQ,"2019-07-09 19:36:21"
183516,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-09 19:38:04"
183525,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",169.49,B0733P5MKM,"2019-07-09 19:38:28"
183437,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",233.49,B07F9X6WDQ,"2019-07-09 19:40:25"
183655,"EliteDesk 800 G1","Small Form Factor","i5 4570,4590@3.2GHz",165,B074VF7XJX,"2019-07-09 19:40:49"
183537,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",233.49,B07F9X6WDQ,"2019-07-09 19:41:14"
183656,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",169.49,B0733P5MKM,"2019-07-09 19:41:40"
183926,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",264.21,B07F16YSRD,"2019-07-09 19:42:17"
183534,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-09 20:12:56"
183423,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-09 20:13:20"
183522,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",233.49,B07F9X6WDQ,"2019-07-09 20:14:10"
183948,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",233.49,B07F9X6WDQ,"2019-07-09 20:15:54"
183795,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",169.49,B0733P5MKM,"2019-07-09 21:29:02"
183770,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",264.21,B07F16YSRD,"2019-07-09 21:29:31"
183796,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",169.49,B0733P5MKM,"2019-07-09 21:29:56"
183622,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",233.49,B07F9X6WDQ,"2019-07-09 21:30:34"
183509,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",233.49,B07F9X6WDQ,"2019-07-09 21:35:05"
183786,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",169.49,B0733P5MKM,"2019-07-09 22:13:34"
191871,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-10 15:21:47"
191891,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-10 15:25:23"
191872,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-10 16:12:06"
192390,"ProDesk 600 G1","Small Form Factor","i3 4130,4160@3.4GHz",149.89,B077MSZ9P3,"2019-07-10 16:53:28"
191660,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-10 18:18:00"
191666,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-10 18:18:23"
191720,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-10 18:19:43"
191657,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-10 18:38:10"
191672,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-10 18:38:34"
191682,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-10 18:41:22"
191676,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-10 18:42:31"
191681,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-10 18:42:54"
191705,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-10 18:47:54"
191706,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-10 18:53:01"
191675,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-10 18:55:31"
191739,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-10 20:20:09"
191658,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-10 20:20:58"
191710,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-10 20:22:42"
191659,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-10 20:23:28"
191728,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-10 20:28:41"
191662,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-10 20:29:52"
191699,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-10 21:08:00"
191693,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-10 21:08:22"
191691,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-10 21:08:44"
191700,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-10 21:09:30"
191719,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-10 21:09:53"
191746,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-10 21:11:00"
191711,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-10 21:12:03"
191734,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-10 21:14:53"
191664,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-10 21:16:29"
191733,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-10 21:16:55"
191709,"ProDesk 600 G1","Small Form Factor","i3 4130,4160@3.4GHz",149.89,B077MSZ9P3,"2019-07-10 21:26:48"
192049,"ProDesk 600 G1","Small Form Factor","i3 4130,4160@3.4GHz",149.89,B077MSZ9P3,"2019-07-10 21:53:50"
192445,"ProDesk 600 G1","Small Form Factor","i3 4130,4160@3.4GHz",149.89,B077MSZ9P3,"2019-07-11 16:19:51"
192443,"ProDesk 600 G1","Small Form Factor","i3 4130,4160@3.4GHz",149.89,B077MSZ9P3,"2019-07-11 16:20:11"
192389,"ProDesk 600 G1","Small Form Factor","i3 4130,4160@3.4GHz",149.89,B077MSZ9P3,"2019-07-11 16:20:33"
192391,"ProDesk 600 G1","Small Form Factor","i3 4130,4160@3.4GHz",149.89,B077MSZ9P3,"2019-07-11 16:20:58"
192386,"ProDesk 600 G1","Small Form Factor","i3 4130,4160@3.4GHz",149.89,B077MSZ9P3,"2019-07-11 16:21:21"
192454,"ProDesk 600 G1","Small Form Factor","i3 4130,4160@3.4GHz",149.89,B077MSZ9P3,"2019-07-11 16:23:26"
192448,"ProDesk 600 G1","Small Form Factor","i3 4130,4160@3.4GHz",149.89,B077MSZ9P3,"2019-07-11 16:23:47"
192388,"ProDesk 600 G1","Small Form Factor","i3 4130,4160@3.4GHz",149.89,B077MSZ9P3,"2019-07-11 16:24:32"
192381,"ProDesk 600 G1","Small Form Factor","i3 4130,4160@3.4GHz",149.89,B077MSZ9P3,"2019-07-11 16:25:39"
192446,"ProDesk 600 G1","Small Form Factor","i3 4130,4160@3.4GHz",149.89,B077MSZ9P3,"2019-07-11 16:26:01"
192451,"ProDesk 600 G1","Small Form Factor","i3 4130,4160@3.4GHz",149.89,B077MSZ9P3,"2019-07-11 16:26:24"
192394,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-11 17:00:36"
192396,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-11 17:01:01"
192441,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-11 17:03:32"
192051,"ProDesk 600 G1","Small Form Factor","i3 4130,4160@3.4GHz",149.89,B077MSZ9P3,"2019-07-11 17:23:40"
192050,"ProDesk 600 G1","Small Form Factor","i3 4130,4160@3.4GHz",149.89,B077MSZ9P3,"2019-07-11 17:24:05"
189769,"ProDesk 600 G1","Small Form Factor","i3 4130,4160@3.4GHz",149.89,B077MSZ9P3,"2019-07-11 18:02:44"
189756,"ProDesk 600 G1","Small Form Factor","i3 4130,4160@3.4GHz",149.89,B077MSZ9P3,"2019-07-11 18:04:50"
189795,"ProDesk 600 G1","Small Form Factor","i3 4130,4160@3.4GHz",149.89,B077MSZ9P3,"2019-07-11 18:07:41"
189785,"ProDesk 600 G1","Small Form Factor","i3 4130,4160@3.4GHz",149.89,B077MSZ9P3,"2019-07-11 18:08:31"
189823,"ProDesk 600 G1","Small Form Factor","i3 4130,4160@3.4GHz",149.89,B077MSZ9P3,"2019-07-11 18:11:15"
189794,"ProDesk 600 G1","Small Form Factor","i3 4130,4160@3.4GHz",149.89,B077MSZ9P3,"2019-07-11 18:11:52"
189821,"ProDesk 600 G1","Small Form Factor","i3 4130,4160@3.4GHz",149.89,B077MSZ9P3,"2019-07-11 18:12:46"
189820,"ProDesk 600 G1","Small Form Factor","i3 4130,4160@3.4GHz",149.89,B077MSZ9P3,"2019-07-11 18:13:41"
190018,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-11 19:28:23"
190020,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-11 19:28:45"
189798,"Elite 6300","Small Form Factor","i3 3220@3.3GHz",123.99,B01GU6HLH2,"2019-07-11 19:29:31"
189828,"ProDesk 600 G1","Small Form Factor","i3 4130,4160@3.4GHz",149.89,B077MSZ9P3,"2019-07-12 14:30:31"
183651,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-12 16:02:49"
183789,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-12 16:03:31"
183426,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-12 16:03:53"
189248,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-12 16:04:28"
189251,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-12 16:06:19"
183411,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-12 16:06:42"
183502,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-12 16:07:17"
183638,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-12 16:07:48"
183420,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-12 16:08:16"
183788,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-12 16:08:54"
183416,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-12 16:09:24"
183632,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-12 16:09:47"
183774,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-12 16:10:15"
189250,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-12 16:12:07"
189253,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-12 16:13:00"
189808,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-12 17:12:45"
189763,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-12 17:16:36"
190089,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-12 17:16:57"
189996,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-12 17:17:19"
190003,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-12 17:18:09"
190025,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-12 17:21:12"
189991,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-12 17:21:34"
189764,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-12 17:21:56"
189837,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-12 17:22:17"
190048,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-12 17:22:42"
189838,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-12 17:23:03"
189840,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-12 17:23:26"
189761,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-12 17:23:48"
189802,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-12 17:24:10"
190042,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-12 17:24:31"
189992,"EliteDesk 800 G1","Ultra Small Form Factor","i5 4570S,4590S,4690S@2.9GHz",309.93,B07CXTGCL4,"2019-07-12 17:24:53"
193537,"Optiplex 990",Desktop,"i5 2400@3.1GHz",143,B076DFQN2P,"2019-07-16 18:47:48"
194785,"Latitude E6430",Notebook,"i5 3320M@2.6GHz",244.98,B01M293O5P,"2019-07-17 17:49:45"
194727,"Latitude E6420",Notebook,"i5 2520M,2540M@<2.5GHz",204.98,B00VKL0I96,"2019-07-17 17:53:06"
194794,"Latitude E6430",Notebook,"i5 3320M@2.6GHz",244.98,B01M293O5P,"2019-07-17 20:30:40"
194824,"Latitude E6430",Notebook,"i5 3320M@2.6GHz",244.98,B01M293O5P,"2019-07-17 20:32:20"
194728,"Latitude E6430",Notebook,"i5 3320M@2.6GHz",244.98,B01M293O5P,"2019-07-17 20:33:17"
194726,"Latitude E6430",Notebook,"i5 3320M@2.6GHz",244.98,B01M293O5P,"2019-07-17 20:33:53"
194734,"Latitude E6430",Notebook,"i5 3320M@2.6GHz",244.98,B01M293O5P,"2019-07-17 20:34:52"
197654,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 16:52:59"
174636,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 16:53:50"
197684,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 16:54:13"
197683,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 16:54:42"
197685,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 16:56:13"
197649,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 16:56:35"
197652,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 16:58:14"
197667,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 16:58:41"
197641,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 16:59:46"
197657,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:00:09"
197634,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:00:37"
197680,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:00:58"
197633,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:01:19"
197647,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:01:41"
197659,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:02:03"
197664,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:02:24"
197676,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:02:45"
174670,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:44:10"
174638,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:44:53"
174669,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:45:17"
174642,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:45:41"
174649,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:46:39"
174634,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:47:20"
174656,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:47:57"
174660,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:48:21"
174655,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:49:09"
174650,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:49:31"
174667,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:50:16"
174651,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:50:41"
174639,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:51:05"
174629,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:51:27"
174630,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:51:48"
174645,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:52:11"
174641,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:52:31"
174640,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:52:54"
174644,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:53:48"
174643,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:55:05"
174648,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:55:28"
174632,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:56:35"
174637,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:57:01"
174666,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:57:24"
174668,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:57:46"
174653,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:58:37"
174631,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:59:00"
174652,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 17:59:46"
174646,"Optiplex 7010","Small Form Factor","i5 3470,3570,3550,3475S,3570@3.2GHz",156.99,B01HSDJFFM,"2019-07-19 18:00:08"
197564,"Optiplex 7020","Small Form Factor","i5 4590,4690@3.3GHz",193.99,B07CTT3LK2,"2019-07-19 18:26:49"
197567,"Optiplex 7020","Small Form Factor","i5 4590,4690@3.3GHz",193.99,B07CTT3LK2,"2019-07-19 18:28:02"
197563,"Optiplex 7020","Small Form Factor","i5 4590,4690@3.3GHz",193.99,B07CTT3LK2,"2019-07-19 18:28:24"
197565,"Optiplex 7020","Small Form Factor","i5 4590,4690@3.3GHz",193.99,B07CTT3LK2,"2019-07-19 18:29:57"
174662,"Optiplex 7020","Small Form Factor","i5 4590,4690@3.3GHz",193.99,B07CTT3LK2,"2019-07-19 18:30:18"
197566,"Optiplex 7020","Small Form Factor","i5 4590,4690@3.3GHz",193.99,B07CTT3LK2,"2019-07-19 18:30:42"
174664,"Optiplex 7020","Small Form Factor","i5 4590,4690@3.3GHz",193.99,B07CTT3LK2,"2019-07-19 18:31:03"
174657,"Optiplex 7020","Small Form Factor","i5 4590,4690@3.3GHz",193.99,B07CTT3LK2,"2019-07-19 18:31:26"
