ASIN,Asset,Model,"Form Factor",S/N,CPU,Price,Added
B01LXCLDRI,198868,"Thinkpad T430",Notebook,PB4C4K5,"i5 3230M,3210M,3320M CPU @ 3.3GHz",179.99,"2019-08-28 21:22:41"
B01LXCLDRI,199205,"Thinkpad T430",Notebook,PB519BM,"i5 3230M,3210M,3320M CPU @ 3.3GHz",179.99,"2019-08-28 21:01:37"
B01LXCLDRI,269180,"Thinkpad T430",Notebook,PB3NK5Z,"i5 3230M,3210M,3320M CPU @ 3.3GHz",179.99,"2019-08-28 21:16:57"
B01LXCLDRI,269222,"Thinkpad T430",Notebook,PB3NK5B,"i5 3230M,3210M,3320M CPU @ 3.3GHz",179.99,"2019-08-28 21:13:25"
B01LXCLDRI,269223,"Thinkpad T430",Notebook,PB3NH7E,"i5 3230M,3210M,3320M CPU @ 3.3GHz",179.99,"2019-08-28 21:19:27"
B01LXCLDRI,269336,"Thinkpad T430",Notebook,PBGF23N,"i5 3230M,3210M,3320M CPU @ 3.3GHz",179.99,"2019-08-28 21:15:09"
B01LXCLDRI,273412,"Thinkpad T430",Notebook,PBA7V12,"i5 3230M,3210M,3320M CPU @ 3.3GHz",179.99,"2019-08-28 21:04:13"
B01LXCLDRI,275088,"Thinkpad T430",Notebook,PBGF17Y,"i5 3230M,3210M,3320M CPU @ 3.3GHz",179.99,"2019-08-28 21:21:15"
B01LXCLDRI,275725,"Thinkpad T430",Notebook,PBR8AX6,"i5 3230M,3210M,3320M CPU @ 3.3GHz",179.99,"2019-08-28 21:08:15"
B01LXCLDRI,275726,"Thinkpad T430",Notebook,PBX04WG,"i5 3230M,3210M,3320M CPU @ 3.3GHz",179.99,"2019-08-28 21:10:16"
B01LXCLDRI,275728,"Thinkpad T430",Notebook,PBX05AN,"i5 3230M,3210M,3320M CPU @ 3.3GHz",179.99,"2019-08-28 21:05:52"
B074SHYFV3,172964,"Latitude E6440",Notebook,3VZ8TY1,"i5 4300M,4310M CPU @ 2.6GHz",227.77,"2019-08-28 22:02:21"
B074SHYFV3,274413,"Latitude E6440",Notebook,674FQ32,"i5 4300M,4310M CPU @ 2.6GHz",227.77,"2019-08-28 22:00:56"
B01HSDJFFM,274648,"Optiplex 7010","Small Form Factor",700NGX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",141.00,"2019-08-28 17:49:55"
B01HSDJFFM,275164,"Optiplex 7010","Small Form Factor",85DBFX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",141.00,"2019-08-28 18:44:18"
B01HSDJFFM,275173,"Optiplex 7010","Small Form Factor",86RDFX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",141.00,"2019-08-28 18:42:18"
B01HSDJFFM,275689,"Optiplex 7010","Small Form Factor",926DCY1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",141.00,"2019-08-28 17:27:59"
B01HSDJFFM,275690,"Optiplex 7010","Small Form Factor",218BBY1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",141.00,"2019-08-28 18:23:59"
B01HSDJFFM,275691,"Optiplex 7010","Small Form Factor",F3ZGBZ1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",141.00,"2019-08-28 17:17:07"
B01HSDJFFM,275692,"Optiplex 7010","Small Form Factor",H85PFX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",141.00,"2019-08-28 18:00:12"
B01HSDJFFM,275693,"Optiplex 7010","Small Form Factor",H88TFX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",141.00,"2019-08-28 17:51:35"
B01HSDJFFM,275695,"Optiplex 7010","Small Form Factor",F3PFBZ1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",141.00,"2019-08-28 18:18:49"
B01HSDJFFM,275696,"Optiplex 7010","Small Form Factor",92CBCY1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",141.00,"2019-08-28 18:39:27"
B01HSDJFFM,275699,"Optiplex 7010","Small Form Factor",927BCY1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",141.00,"2019-08-28 18:15:14"
B01HSDJFFM,275701,"Optiplex 7010","Small Form Factor",925BCY1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",141.00,"2019-08-28 18:21:49"
B01HSDJFFM,275707,"Optiplex 7010","Small Form Factor",92BDCY1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",141.00,"2019-08-28 18:10:54"
B01HSDJFFM,275711,"Optiplex 7010","Small Form Factor",3GTCDZ1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",141.00,"2019-08-28 17:50:58"
B01HSDJFFM,275712,"Optiplex 7010","Small Form Factor",92JCCY1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",141.00,"2019-08-28 18:35:50"
B01HSDJFFM,275713,"Optiplex 7010","Small Form Factor",21DCBY1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",141.00,"2019-08-28 17:24:00"
B01HSDJFFM,275714,"Optiplex 7010","Small Form Factor",F42HBZ1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",141.00,"2019-08-28 17:34:51"
B01HSDJFFM,275715,"Optiplex 7010","Small Form Factor",F3NHBZ1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",141.00,"2019-08-28 17:18:29"
B01HSDJFFM,275719,"Optiplex 7010","Small Form Factor",C3Q8M02,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",141.00,"2019-08-28 18:32:14"
B01HSDJFFM,275735,"Optiplex 7010","Small Form Factor",F3MJBZ1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",141.00,"2019-08-28 17:36:41"
B01HSDJFFM,275737,"Optiplex 7010","Small Form Factor",92MBCY1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",141.00,"2019-08-28 17:46:43"
B01HSDJFFM,275740,"Optiplex 7010","Small Form Factor",92FCCY1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",141.00,"2019-08-28 17:32:00"
B01HSDJFFM,275741,"Optiplex 7010","Small Form Factor",DVS37Y1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",141.00,"2019-08-28 17:29:28"
B01HSDJFFM,275742,"Optiplex 7010","Small Form Factor",5XB4H02,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",141.00,"2019-08-28 18:12:19"
