ASIN,Asset,Model,"Form Factor",S/N,CPU,Price,Added
B07116R1GY,185764,"Latitude E7240",Notebook,2JMFP12,"i7 4600U CPU @ 2.1GHz",329.99,"2019-08-13 20:54:19"
B01HSDJFFM,174629,"Optiplex 7010","Small Form Factor",BWP67Y1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.99,"2019-07-30 20:48:06"
B01HSDJFFM,174630,"Optiplex 7010","Small Form Factor",DLXWY12,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.99,"2019-07-30 17:07:55"
B01HSDJFFM,174631,"Optiplex 7010","Small Form Factor",9B6RN22,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.99,"2019-07-30 17:12:52"
B01HSDJFFM,174632,"Optiplex 7010","Small Form Factor",8LYNZV1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.99,"2019-07-30 17:06:40"
B01HSDJFFM,174634,"Optiplex 7010","Small Form Factor",9B6DN22,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.99,"2019-07-30 20:46:48"
B01HSDJFFM,174636,"Optiplex 7010","Small Form Factor",8WR0Z12,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.99,"2019-08-02 21:48:51"
B01HSDJFFM,174637,"Optiplex 7010","Small Form Factor",9B4QN22,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.99,"2019-07-30 17:47:48"
B01HSDJFFM,174639,"Optiplex 7010","Small Form Factor",CFJLQ22,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.99,"2019-08-02 21:53:50"
B01HSDJFFM,174640,"Optiplex 7010","Small Form Factor",CFJNQ22,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.99,"2019-07-30 17:10:30"
B01HSDJFFM,174641,"Optiplex 7010","Small Form Factor",CFJGS22,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.99,"2019-07-30 17:51:43"
B01HSDJFFM,174642,"Optiplex 7010","Small Form Factor",6TPSP22,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.99,"2019-07-30 18:48:18"
B01HSDJFFM,174643,"Optiplex 7010","Small Form Factor",9B8QN22,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.99,"2019-07-30 19:23:15"
B01HSDJFFM,174644,"Optiplex 7010","Small Form Factor",CFJDS22,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.99,"2019-07-30 17:09:46"
B01HSDJFFM,174646,"Optiplex 7010","Small Form Factor",6TMQP22,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.99,"2019-08-02 22:03:01"
B01HSDJFFM,174648,"Optiplex 7010","Small Form Factor",8WN1Z12,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.99,"2019-07-30 18:46:16"
B01HSDJFFM,174649,"Optiplex 7010","Small Form Factor",DLV5Z12,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.99,"2019-08-02 22:17:50"
B01HSDJFFM,174650,"Optiplex 7010","Small Form Factor",DLZ3Z12,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.99,"2019-07-30 20:44:22"
B01HSDJFFM,174651,"Optiplex 7010","Small Form Factor",CFGFS22,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.99,"2019-08-02 22:02:15"
B01HSDJFFM,174652,"Optiplex 7010","Small Form Factor",8WH1Z12,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.99,"2019-07-30 17:14:18"
B01HSDJFFM,174655,"Optiplex 7010","Small Form Factor",CFKMQ22,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.99,"2019-07-30 17:11:17"
B01HSDJFFM,174656,"Optiplex 7010","Small Form Factor",9B9GN22,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.99,"2019-07-30 17:13:37"
B01HSDJFFM,174660,"Optiplex 7010","Small Form Factor",1W0MHX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.99,"2019-07-30 18:59:04"
B01HSDJFFM,174666,"Optiplex 7010","Small Form Factor",J1F6DX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.99,"2019-07-30 17:45:42"
B01HSDJFFM,174667,"Optiplex 7010","Small Form Factor",9B4HN22,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.99,"2019-07-30 19:27:18"
B01HSDJFFM,174669,"Optiplex 7010","Small Form Factor",J1C7DX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.99,"2019-07-30 18:54:41"
B01HSDJFFM,174670,"Optiplex 7010","Small Form Factor",9B6GN22,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.99,"2019-07-30 18:50:56"
B01HSDJFFM,197633,"Optiplex 7010","Small Form Factor",FGC8CY1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.99,"2019-08-02 21:58:05"
B01HSDJFFM,197634,"Optiplex 7010","Small Form Factor",DNFGYV1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.99,"2019-07-30 19:24:31"
B01HSDJFFM,197641,"Optiplex 7010","Small Form Factor",DFR9FX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",149.99,"2019-07-30 18:57:24"
