ASIN,Asset,Model,"Form Factor",S/N,CPU,Price,Added
B07BFNDPJ5,545195,"Surface Pro 4",Tablet,014302462353,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:39:17"
B07BFNDPJ5,545197,"Surface Pro 4",Tablet,037230654053,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:38:00"
B07BFNDPJ5,545199,"Surface Pro 4",Tablet,078279261853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-12 15:43:23"
B07BFNDPJ5,545202,"Surface Pro 4",Tablet,015686263253,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:39:09"
B07BFNDPJ5,545203,"Surface Pro 4",Tablet,015638563253,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:38:42"
B07BFNDPJ5,545204,"Surface Pro 4",Tablet,025278461853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-12 15:28:48"
B07BFNDPJ5,545205,"Surface Pro 4",Tablet,078136361853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 22:03:35"
B07BFNDPJ5,545206,"Surface Pro 4",Tablet,022885361853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:37:43"
B07BFNDPJ5,545207,"Surface Pro 4",Tablet,057863661853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:37:28"
B07BFNDPJ5,545208,"Surface Pro 4",Tablet,040662361853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-12 15:51:40"
B07BFNDPJ5,545209,"Surface Pro 4",Tablet,037972764853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:38:32"
B07BFNDPJ5,545211,"Surface Pro 4",Tablet,043269464853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-12 15:26:51"
B07BFNDPJ5,545213,"Surface Pro 4",Tablet,022727154153,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:37:47"
B07BFNDPJ5,545221,"Surface Pro 4",Tablet,042050354053,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-12 15:02:35"
B07BFNDPJ5,545224,"Surface Pro 4",Tablet,040695461853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-12 15:36:10"
B07BFNDPJ5,545228,"Surface Pro 4",Tablet,072813761853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:38:45"
B07BFNDPJ5,545230,"Surface Pro 4",Tablet,015622563253,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:55:30"
B07BFNDPJ5,545232,"Surface Pro 4",Tablet,031521254053,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-12 15:23:02"
B07BFNDPJ5,545233,"Surface Pro 4",Tablet,073789161853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-12 15:31:03"
B07BFNDPJ5,545234,"Surface Pro 4",Tablet,022861261853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:49:56"
B07BFNDPJ5,545235,"Surface Pro 4",Tablet,066399262153,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-12 15:19:40"
B07BFNDPJ5,545236,"Surface Pro 4",Tablet,026361361853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-12 15:24:10"
B07BFNDPJ5,545237,"Surface Pro 4",Tablet,022639654153,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-12 15:15:44"
B07BFNDPJ5,545239,"Surface Pro 4",Tablet,040348261853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:39:45"
B07BFNDPJ5,545240,"Surface Pro 4",Tablet,026192161853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:39:29"
B07BFNDPJ5,545241,"Surface Pro 4",Tablet,038031654153,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:37:50"
B07BFNDPJ5,545242,"Surface Pro 4",Tablet,067720661853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-12 15:42:24"
B07BFNDPJ5,545243,"Surface Pro 4",Tablet,018047163253,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 22:15:38"
B07BFNDPJ5,545297,"Surface Pro 4",Tablet,028215354053,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:39:06"
B07BFNDPJ5,545301,"Surface Pro 4",Tablet,047283464853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:38:59"
B07BFNDPJ5,545302,"Surface Pro 4",Tablet,037959254153,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:39:03"
B07BFNDPJ5,545304,"Surface Pro 4",Tablet,024927463253,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:48:39"
B07BFNDPJ5,545305,"Surface Pro 4",Tablet,055384362453,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:39:21"
B07BFNDPJ5,545306,"Surface Pro 4",Tablet,013221562753,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:53:54"
B07BFNDPJ5,545307,"Surface Pro 4",Tablet,037514154053,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:38:56"
B07BFNDPJ5,545309,"Surface Pro 4",Tablet,057751361853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:38:13"
B07BFNDPJ5,545310,"Surface Pro 4",Tablet,006387461853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:39:13"
B07BFNDPJ5,545332,"Surface Pro 4",Tablet,014020754353,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:39:38"
B07BFNDPJ5,545333,"Surface Pro 4",Tablet,031281654053,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:38:53"
B07BFNDPJ5,545336,"Surface Pro 4",Tablet,022999462753,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-12 14:56:56"
B07BFNDPJ5,545337,"Surface Pro 4",Tablet,023024362753,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-12 15:38:18"
B07BFNDPJ5,545338,"Surface Pro 4",Tablet,057652361853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 22:00:32"
B07BFNDPJ5,545340,"Surface Pro 4",Tablet,030002254053,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:56:48"
B07BFNDPJ5,545341,"Surface Pro 4",Tablet,073890161853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-12 15:18:37"
B07BFNDPJ5,545343,"Surface Pro 4",Tablet,036770554153,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-12 15:21:32"
B07BFNDPJ5,545344,"Surface Pro 4",Tablet,022556154153,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-12 15:00:30"
B07BFNDPJ5,545349,"Surface Pro 4",Tablet,042061154053,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-12 15:37:14"
B07BFNDPJ5,545354,"Surface Pro 4",Tablet,070689554153,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-12 15:32:21"
B07BFNDPJ5,545355,"Surface Pro 4",Tablet,032234754053,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-12 15:25:49"
B07BFNDPJ5,545357,"Surface Pro 4",Tablet,036937754153,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-12 14:59:38"
B07BFNDPJ5,545359,"Surface Pro 4",Tablet,039058354053,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-12 15:14:36"
B07BFNDPJ5,545361,"Surface Pro 4",Tablet,026318161853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:38:07"
B07BFNDPJ5,545362,"Surface Pro 4",Tablet,040595561853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:39:42"
B07BFNDPJ5,545363,"Surface Pro 4",Tablet,026291161853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 22:13:57"
B07BFNDPJ5,545364,"Surface Pro 4",Tablet,048168164853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:57:53"
B07BFNDPJ5,545366,"Surface Pro 4",Tablet,032280654053,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-12 14:58:06"
B07BFNDPJ5,545367,"Surface Pro 4",Tablet,034645663153,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-12 15:01:35"
B07BFNDPJ5,545369,"Surface Pro 4",Tablet,029299464853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:38:29"
B07BFNDPJ5,545371,"Surface Pro 4",Tablet,013540163253,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-12 15:17:21"
B07BFNDPJ5,545372,"Surface Pro 4",Tablet,048206164853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:39:32"
B07BFNDPJ5,545374,"Surface Pro 4",Tablet,028385254053,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-12 15:33:55"
B07BFNDPJ5,545375,"Surface Pro 4",Tablet,002348462753,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:37:24"
B07BFNDPJ5,545378,"Surface Pro 4",Tablet,073733561853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:38:16"
B07BFNDPJ5,545385,"Surface Pro 4",Tablet,031747654053,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-12 15:40:56"
B07BFNDPJ5,545386,"Surface Pro 4",Tablet,037346554053,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:37:53"
B07BFNDPJ5,545387,"Surface Pro 4",Tablet,058218461853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-12 14:55:24"
B07BFNDPJ5,545390,"Surface Pro 4",Tablet,023183464853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:38:09"
B07BFNDPJ5,545392,"Surface Pro 4",Tablet,022500554153,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 22:02:26"
B07BFNDPJ5,545395,"Surface Pro 4",Tablet,029113564853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:37:35"
B07BFNDPJ5,545397,"Surface Pro 4",Tablet,047725364853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:38:22"
B07BFNDPJ5,545399,"Surface Pro 4",Tablet,032110754053,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:38:03"
B07BFNDPJ5,545401,"Surface Pro 4",Tablet,047857464853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:38:26"
B07BFNDPJ5,545403,"Surface Pro 4",Tablet,061952561853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:38:19"
B07BFNDPJ5,545405,"Surface Pro 4",Tablet,023041462753,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:39:35"
B07BFNDPJ5,545406,"Surface Pro 4",Tablet,057689761853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:39:25"
B07BFNDPJ5,545408,"Surface Pro 4",Tablet,057601261853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-12 15:29:50"
B07BFNDPJ5,545410,"Surface Pro 4",Tablet,037482454053,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 21:59:04"
B07BFNDPJ5,545411,"Surface Pro 4",Tablet,031274454053,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-12 15:34:56"
B07BFNDPJ5,545412,"Surface Pro 4",Tablet,015646663253,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-11 22:12:27"
B07BFNDPJ5,547129,"Surface Pro 4",Tablet,057642461853,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-12 15:39:19"
B07BFNDPJ5,547131,"Surface Pro 4",Tablet,036757754353,"i5 6300U CPU @ 2.4GHz",479.00,"2019-12-12 14:54:10"
B01C9GV646,545188,"Surface Book",Tablet,009344164357,"i5 6300U CPU @ 2.4GHz",588.81,"2019-12-12 21:04:42"
B01C9GV646,545191,"Surface Book",Tablet,010272272557,"i5 6300U CPU @ 2.4GHz",588.81,"2019-12-12 21:00:03"
B01C9GV646,545192,"Surface Book",Tablet,001506264757,"i5 6300U CPU @ 2.4GHz",588.81,"2019-12-12 21:02:09"
B01C9GV646,545193,"Surface Book",Tablet,010196463657,"i5 6300U CPU @ 2.4GHz",588.81,"2019-12-12 21:08:26"
B01C9GV646,545252,"Surface Book",Tablet,007399764357,"i5 6300U CPU @ 2.4GHz",588.81,"2019-12-12 21:03:03"
B01C9GV646,545262,"Surface Book",Tablet,012662464657,"i5 6300U CPU @ 2.4GHz",588.81,"2019-12-12 21:07:21"
B01C9GV646,545266,"Surface Book",Tablet,003627364457,"i5 6300U CPU @ 2.4GHz",588.81,"2019-12-12 20:58:38"
B01C9GV646,545267,"Surface Book",Tablet,003530364457,"i5 6300U CPU @ 2.4GHz",588.81,"2019-12-12 20:50:14"
B01C9GV646,545285,"Surface Book",Tablet,026317272557,"i5 6300U CPU @ 2.4GHz",588.81,"2019-12-12 20:56:46"
B01C9GV646,545421,"Surface Book",Tablet,001566362857,"i5 6300U CPU @ 2.4GHz",588.81,"2019-12-12 20:49:08"
B01C9GV646,545438,"Surface Book",Tablet,004271763657,"i5 6300U CPU @ 2.4GHz",588.81,"2019-12-12 21:00:58"
B01C9GV646,545451,"Surface Book",Tablet,001334363757,"i5 6300U CPU @ 2.4GHz",588.81,"2019-12-12 20:47:07"
B07NJ7P1BS,545212,"Surface Pro 4",Tablet_Notebook,025877654153,"i5 6300U CPU @ 2.4GHz",529.99,"2019-12-12 21:43:25"
B07NJ7P1BS,545216,"Surface Pro 4",Tablet_Notebook,030192654053,"i5 6300U CPU @ 2.4GHz",529.99,"2019-12-12 21:42:26"
B07NJ7P1BS,545222,"Surface Pro 4",Tablet_Notebook,073901161853,"i5 6300U CPU @ 2.4GHz",529.99,"2019-12-12 21:41:24"
B07NJ7P1BS,545225,"Surface Pro 4",Tablet_Notebook,022620254153,"i5 6300U CPU @ 2.4GHz",529.99,"2019-12-12 21:38:44"
B07NJ7P1BS,545231,"Surface Pro 4",Tablet_Notebook,049996560253,"i5 6300U CPU @ 2.4GHz",529.99,"2019-12-12 21:33:43"
B07NJ7P1BS,545244,"Surface Pro 4",Tablet_Notebook,022893462753,"i5 6300U CPU @ 2.4GHz",529.99,"2019-12-12 21:40:55"
B07NJ7P1BS,545303,"Surface Pro 4",Tablet_Notebook,017348562753,"i5 6300U CPU @ 2.4GHz",529.99,"2019-12-12 21:33:06"
B07NJ7P1BS,545312,"Surface Pro 4",Tablet_Notebook,032363454153,"i5 6300U CPU @ 2.4GHz",529.99,"2019-12-12 21:35:48"
B07NJ7P1BS,545342,"Surface Pro 4",Tablet_Notebook,028756754053,"i5 6300U CPU @ 2.4GHz",529.99,"2019-12-12 21:36:43"
