"Shipment ID",Asset,S/N,"Old COA","New COA",WIN8,Model,CPU,Added
24,520566,341BM02,00186248770476,03307504798486,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-11-19 20:59:59"
24,520584,F4N2W12,00186248577453,03307504798464,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-11-19 20:48:46"
24,520597,F4J4W12,00186248207534,03307504798455,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-11-19 20:38:21"
24,520612,33XDM02,,03307504798489,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-11-19 20:57:31"
24,520630,FKJ3Y12,00186252516951,03307504798870,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-11-25 21:54:05"
24,520635,33Z7M02,,03307504798487,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-11-19 21:01:03"
24,520644,F4T3W12,,03307504798466,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-11-19 20:56:25"
24,520654,F4D3W12,00186248577708,03307504798457,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-11-19 20:35:23"
24,520659,33TFM02,,03307504798465,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-11-19 20:55:03"
24,532874,MJ93L9T,,03307504798683,"WIN8 Activated","ThinkCentre M72e","i3 3220 CPU @3.3GHz","2019-12-05 16:14:58"
24,198865,PF0260M0,,03307504798737,"WIN8 Activated","ThinkPad T440","i5 4300U CPU @1.9GHz","2019-11-27 14:38:25"
24,198882,PC00M4J8,,03307504798723,"WIN8 Activated","ThinkPad T440","i5 4300U CPU @1.9GHz","2019-11-27 14:24:24"
24,199031,PC01U1NE,,03307504798724,"WIN8 Activated","ThinkPad T440","i5 4300U CPU @1.9GHz","2019-11-27 14:50:25"
24,199208,PF02XBN0,,03307504798738,"WIN8 Activated","ThinkPad T440","i5 4300U CPU @1.9GHz","2019-11-27 14:37:18"
24,199852,PF029RXM,,03307504798721,"WIN8 Activated","ThinkPad T440","i5 4300U CPU @1.9GHz","2019-11-27 14:22:58"
24,269162,PF02XBMV,,03307504798722,"WIN8 Activated","ThinkPad T440","i5 4300U CPU @1.9GHz","2019-11-27 14:29:00"
24,269163,PF02X9X6,,03307504798726,"WIN8 Activated","ThinkPad T440","i5 4300U CPU @1.9GHz","2019-11-27 14:36:27"
24,269227,PC0067RB,,03307504798720,"WIN8 Activated","ThinkPad T440","i5 4300U CPU @1.9GHz","2019-11-27 14:26:21"
24,269240,PF00NNUN,,03307504798725,"WIN8 Activated","ThinkPad T440","i5 4300U CPU @1.9GHz","2019-11-27 14:33:52"
24,296264,2UA4270Q0Y,00039690432370,03307504798915,,"EliteDesk 800 G1","i5 4570,4590 CPU @3.2GHz","2019-11-25 21:39:35"
24,517411,2UA5511FXH,,03307504798916,"WIN8 Activated","EliteDesk 800 G1","i5 4570,4590 CPU @3.2GHz","2019-11-25 21:41:10"
24,169445,MJ04NM9P,,03307504798881,"WIN8 Activated","THINKCENTRE M700","i3 6100 CPU @3.7Ghz","2019-11-25 22:21:26"
24,169446,MJ04NM9H,,03307504798907,"WIN8 Activated","THINKCENTRE M700","i3 6100 CPU @3.7Ghz","2019-11-21 19:16:05"
24,294741,MJ02JXCJ,,03307504798861,"WIN8 Activated","THINKCENTRE M700","i3 6100 CPU @3.7Ghz","2019-11-25 22:11:34"
24,518967,MJ03UXB8,,03307504798917,"WIN8 Activated","THINKCENTRE M700","i3 6100 CPU @3.7Ghz","2019-11-25 22:22:28"
24,527255,MJ04KE9X,,03307504798880,"WIN8 Activated","THINKCENTRE M700","i3 6100 CPU @3.7Ghz","2019-11-25 22:15:25"
24,534728,MJ04LJNG,,03307504798686,"WIN8 Activated","THINKCENTRE M700","i3 6100 CPU @3.7Ghz","2019-12-05 16:54:15"
24,520502,747XV52,,03307504798472,"WIN8 Activated","Optiplex 7020","i5 4590,4690 CPU @3.3GHz","2019-11-19 20:18:36"
24,520528,D93XV52,,03307504798477,"WIN8 Activated","Optiplex 7020","i5 4590,4690 CPU @3.3GHz","2019-11-19 20:25:56"
24,520542,73Q0W52,,03307504798468,,"Optiplex 7020","i5 4590,4690 CPU @3.3GHz","2019-11-19 20:20:12"
24,520571,746XV52,,03307504798478,"WIN8 Activated","Optiplex 7020","i5 4590,4690 CPU @3.3GHz","2019-11-19 19:38:06"
24,520572,73NZV52,,03307504798470,"WIN8 Activated","Optiplex 7020","i5 4590,4690 CPU @3.3GHz","2019-11-19 19:41:55"
24,520593,D9B0W52,,03307504798471,"WIN8 Activated","Optiplex 7020","i5 4590,4690 CPU @3.3GHz","2019-11-19 19:43:34"
24,520614,73PZV52,,03307504798473,"WIN8 Activated","Optiplex 7020","i5 4590,4690 CPU @3.3GHz","2019-11-19 20:22:19"
24,520616,73P0W52,,03307504798467,,"Optiplex 7020","i5 4590,4690 CPU @3.3GHz","2019-11-19 20:24:14"
24,520640,73MZV52,,03307504798479,"WIN8 Activated","Optiplex 7020","i5 4590,4690 CPU @3.3GHz","2019-11-19 19:36:27"
24,520658,746YV52,,03307504798469,,"Optiplex 7020","i5 4590,4690 CPU @3.3GHz","2019-11-19 19:44:41"
24,284012,2UA1281HC5,,03307504798640,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-12-05 16:22:09"
24,284015,2UA1281HCM,00186109060029,03307504798648,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-12-05 16:50:52"
24,296173,2UA22805CS,00186173837846,03307504798901,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-11-21 19:05:05"
24,296175,2UA228058L,00186173838325,03307504798900,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-11-21 19:09:20"
24,296186,2UA22805BZ,00186173838253,03307504798921,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-11-21 19:11:08"
24,296196,2UA22805C4,00186173838047,03307504798908,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-11-21 19:02:25"
24,296226,2UA22805DR,00186173838260,03307504798909,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-11-21 19:07:13"
24,296247,2UA12720V3,00186107720033,03307504798925,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-11-21 19:12:32"
24,519035,2UA21704D7,00186159885389,03307504798743,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-11-26 21:48:17"
24,519042,2UA216123Q,00186160569596,03307504798775,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-11-26 21:45:13"
24,536656,MXL22501V6,00186171067464,03307504798667,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-12-05 16:28:48"
24,275724,R8MD8K0,00186124703382,03307504798728,,"Thinkpad T420","i5 2410M,2540M,2520M CPU @2.53GHz","2019-11-27 14:52:58"
24,524967,PBLAKL5,00186163884561,03307504798895,,"Thinkpad T420","i5 2410M,2540M,2520M CPU @2.53GHz","2019-11-21 20:37:44"
24,191738,2UA33610WW,00186222126673,03307504608583,,"Elite 6300","i3 3220 CPU @3.3GHz","2019-11-26 21:58:07"
24,509009,2UA24706G8,00186193598315,03307504798795,,"Elite 6300","i3 3220 CPU @3.3GHz","2019-11-26 22:01:38"
24,527139,2UA307052F,,03307504798922,"WIN8 Activated","Elite 6300","i3 3220 CPU @3.3GHz","2019-11-25 21:45:44"
24,527141,2UA315127J,,03307504798868,"WIN8 Activated","Elite 6300","i3 3220 CPU @3.3GHz","2019-11-25 21:47:25"
24,538193,2UA2500ZN6,,03307504798682,"WIN8 Activated","Elite 6300","i3 3220 CPU @3.3GHz","2019-12-05 16:57:21"
24,538194,2UA3341BH8,,03307504798675,"WIN8 Activated","Elite 6300","i3 3220 CPU @3.3GHz","2019-12-05 16:56:04"
24,142394,GHWH6V1,00196273099710,03307504798769,,"Optiplex 390","i5 2400 CPU @3.4GHz","2019-11-26 21:30:48"
24,535162,BM53TW1,00186209012696,03307504798668,,"Optiplex 7010","i3 3220,3240 CPU @3.3GHz","2019-12-03 20:11:36"
24,535163,7XKYV12,00186251034735,03307504798670,,"Optiplex 7010","i3 3220,3240 CPU @3.3GHz","2019-12-03 18:48:59"
24,535165,JZ4PDX1,00186215623763,03307504798673,,"Optiplex 7010","i3 3220,3240 CPU @3.3GHz","2019-12-03 18:20:30"
24,535166,JZ4CFX1,00186215623822,03307504798679,,"Optiplex 7010","i3 3220,3240 CPU @3.3GHz","2019-12-03 18:33:10"
24,535167,7XJVV12,00186248775255,03307504798663,,"Optiplex 7010","i3 3220,3240 CPU @3.3GHz","2019-12-03 18:50:18"
24,535168,BM34TW1,00186209012708,03307504798681,,"Optiplex 7010","i3 3220,3240 CPU @3.3GHz","2019-12-03 18:41:30"
24,535169,JZ4FFX1,00186215623620,03307504798669,,"Optiplex 7010","i3 3220,3240 CPU @3.3GHz","2019-12-03 18:48:06"
24,535172,BLY3TW1,00186209022985,03307504798678,,"Optiplex 7010","i3 3220,3240 CPU @3.3GHz","2019-12-03 18:24:45"
24,535174,BM74TW1,00186209012796,03307504798674,,"Optiplex 7010","i3 3220,3240 CPU @3.3GHz","2019-12-03 18:18:22"
24,535175,BM65TW1,00186209022980,03307504798677,,"Optiplex 7010","i3 3220,3240 CPU @3.3GHz","2019-12-03 20:09:06"
24,535176,BM04TW1,00186209022983,03307504798689,,"Optiplex 7010","i3 3220,3240 CPU @3.3GHz","2019-12-03 18:13:31"
24,535177,JZ4ZDX1,00186215623753,03307504798672,,"Optiplex 7010","i3 3220,3240 CPU @3.3GHz","2019-12-03 18:31:11"
24,535180,JZ4BDX1,00186214727825,03307504798671,,"Optiplex 7010","i3 3220,3240 CPU @3.3GHz","2019-12-03 18:08:57"
24,535181,BDRFPW1,00186202152400,03307504798661,,"Optiplex 7010","i3 3220,3240 CPU @3.3GHz","2019-12-03 18:42:40"
24,535182,BDNFPW1,00186202492032,03307504798662,,"Optiplex 7010","i3 3220,3240 CPU @3.3GHz","2019-12-03 18:44:58"
24,535183,7XJWV12,00186248775221,03307504798688,,"Optiplex 7010","i3 3220,3240 CPU @3.3GHz","2019-12-03 18:35:34"
24,535184,JZ4LFX1,00186215623774,03307504798664,,"Optiplex 7010","i3 3220,3240 CPU @3.3GHz","2019-12-03 18:40:14"
24,535185,BM95TW1,00186209012812,03307504798660,,"Optiplex 7010","i3 3220,3240 CPU @3.3GHz","2019-12-03 18:14:31"
24,535186,739YSW1,00186208540398,03307504798666,,"Optiplex 7010","i3 3220,3240 CPU @3.3GHz","2019-12-03 18:59:16"
24,535278,BDPGPW1,00186202492030,03307504798665,,"Optiplex 7010","i3 3220,3240 CPU @3.3GHz","2019-12-03 18:17:03"
24,535280,JZ4MDX1,00186215623601,03307504798680,,"Optiplex 7010","i3 3220,3240 CPU @3.3GHz","2019-12-03 18:21:34"
24,535281,JZ4GFX1,00186215623703,03307504798687,,"Optiplex 7010","i3 3220,3240 CPU @3.3GHz","2019-12-03 20:04:47"
