ASIN,Asset,Model,"Form Factor",CPU,Price,Added
B01LXCLDRI,519687,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-11-01 16:05:08"
B01LXCLDRI,520773,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-11-12 17:50:40"
B01LXCLDRI,524916,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-10-31 20:32:41"
B01LXCLDRI,524917,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-11-01 13:41:21"
B01LXCLDRI,524918,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-11-01 13:55:47"
B01LXCLDRI,524919,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-11-01 13:37:56"
B01LXCLDRI,524921,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-11-01 18:44:39"
B01LXCLDRI,524922,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-11-01 14:10:35"
B01LXCLDRI,524930,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-11-01 14:16:50"
B01LXCLDRI,524931,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-10-31 19:04:36"
B01LXCLDRI,524933,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-10-31 19:39:54"
B01LXCLDRI,524934,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-10-31 20:28:44"
B01LXCLDRI,524937,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-10-31 19:14:55"
B01LXCLDRI,524938,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-11-01 14:02:03"
B01LXCLDRI,524940,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-11-01 14:15:42"
B01LXCLDRI,524946,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-11-01 14:08:31"
B01LXCLDRI,524947,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-11-01 14:47:28"
B01LXCLDRI,524949,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-11-01 15:22:32"
B01LXCLDRI,524950,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-11-01 13:34:20"
B01LXCLDRI,524953,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-10-31 19:36:54"
B01LXCLDRI,524954,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-10-31 19:11:08"
B01LXCLDRI,524955,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-11-01 16:29:36"
B01LXCLDRI,524956,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-11-01 14:19:34"
B01LXCLDRI,524957,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-10-31 19:03:40"
B01LXCLDRI,524960,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-11-01 18:42:23"
B01LXCLDRI,524961,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-11-01 14:03:45"
B01LXCLDRI,524962,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-10-31 18:58:28"
B01LXCLDRI,524966,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-11-01 16:00:36"
B01LXCLDRI,524968,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-11-01 16:24:30"
B01LXCLDRI,524970,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-10-31 20:56:04"
B01LXCLDRI,524972,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-10-31 20:52:37"
B01LXCLDRI,524975,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-10-31 21:01:56"
B01LXCLDRI,524976,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-10-31 21:22:16"
B01LXCLDRI,524982,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-11-01 14:18:01"
B01LXCLDRI,524983,"Thinkpad T430",Notebook,"i5 3230M,3210M,3320M CPU @ 3.3GHz",189.89,"2019-10-31 20:34:29"
