Asset,S/N,"Old COA","New COA",WIN8,Model,CPU,Manufacturer,Added
299454,R9RLLG7,,03307504608561,,"THINKPAD T430S","i5-3320M_2.6 GHz",Lenovo,"2019-11-12 20:22:20"
519701,PC0A3R5Q,,,Activated,"THINKPAD T450S","i5-5300U_2.3 GHz",Lenovo,"2019-11-12 20:58:00"
299710,PBL0MNG,,03307504608603,,"THINKPAD T430","i5-3320M_2.6 GHz",Lenovo,"2019-11-12 20:58:33"
299710,PBL0MNG,,03307504608603,,"THINKPAD T430","i5-3320M_2.6 GHz",Lenovo,"2019-11-12 20:58:47"
519701,PC0A3R5Q,,03307504608562,Activated,"THINKPAD T450S","i5-5300U_2.3 GHz",Lenovo,"2019-11-12 20:59:03"
283128,JMR6362,,03307504608567,Activated,"Latitude E7250","i7-5600U_2.6 GHz",Lenovo,"2019-11-12 21:01:15"
299501,R9YGCPW,,03307504608559,Activated,"THINKPAD T430S","i5-3320M_2.6 GHz",Lenovo,"2019-11-12 21:02:07"
283128,JMR6362,,03307504608567,Activated,"Latitude E7250","i7-5600U_2.6 GHz",Lenovo,"2019-11-12 21:21:28"
514975,PC0DPG6E,,03307504608550,Activated,,i7-6600U_2.6GHz,Lenovo,"2019-11-12 21:30:07"
295599,H6Y3362,,03307504608563,Activated,"Latitude E7250","i7-5600U_2.6 GHz",Lenovo,"2019-11-12 21:49:30"
291540,3LRDCZ1,00196287197740,03307504608602,,"OptiPlex 7010","i5-3470_3.2 GHz",Dell,"2019-11-13 18:01:57"
291540,3LRDCZ1,00196287197740,03307504608602,,"OptiPlex 7010","i5-3470_3.2 GHz",Dell,"2019-11-13 18:01:59"
296740,DNFHYV1,00186193275975,03307504608609,,"OptiPlex 7010","i5-3550_3.3 GHz",Dell,"2019-11-13 18:03:31"
291540,3LRDCZ1,00196287197740,03307504608602,,"OptiPlex 7010","i5-3470_3.2 GHz",Dell,"2019-11-13 18:30:45"
296738,F5KTWV1,,03307504608540,,"OptiPlex 7010","i5-3550_3.3 GHz",Dell,"2019-11-13 18:54:20"
296733,D368HX1,00186217678740,03307504608551,,"OptiPlex 7010","i5-3570_3.4 GHz",Dell,"2019-11-13 19:32:41"
296723,D369HX1,00186218088805,03307504608544,,"OptiPlex 7010","i5-3570_3.4 GHz",Dell,"2019-11-13 20:12:08"
296753,DHV8FX1,00186215228604,03307504608551,,"OptiPlex 7010","i5-3570_3.4 GHz",Dell,"2019-11-13 20:28:35"
522397,MJ028Z0J,,03307504608543,Activated,,"i5-4570T_2.9 GHz",Lenovo,"2019-11-13 20:30:48"
295322,6711V12,00196287990779,03307504608554,,"OptiPlex 7010","i5-3470_3.2 GHz",Dell,"2019-11-13 21:09:04"
296750,DFP9FX1,,03307504608553,,"OptiPlex 7010","i5-3570_3.4 GHz",Dell,"2019-11-13 21:31:34"
294661,2139BY1,00186226115140,03307504608552,,"OptiPlex 7010","i5-3475S_2.9 GHz",Dell,"2019-11-13 21:55:41"
296334,DJ17FX1,00186215316016,03307504608541,,"OptiPlex 7010","i5-3570_3.4 GHz",Dell,"2019-11-13 22:24:21"
296833,DJG8FX1,,03307504608564,,"OptiPlex 7010","i5-3570_3.4 GHz",Dell,"2019-11-14 14:05:12"
296834,DG07FX1,00186214936049,03307504608558,,"OptiPlex 7010","i5-3570_3.4 GHz",Dell,"2019-11-14 14:33:06"
296758,DFN8FX1,,03307504608556,,"OptiPlex 7010","i5-3570_3.4 GHz",Dell,"2019-11-14 15:31:57"
296816,DGD7FX1,00186214937446,03307504608555,,"OptiPlex 7010","i5-3570_3.4 GHz",Dell,"2019-11-14 15:45:56"
296730,DFM8FX1,00186214937499,03307504608542,,"OptiPlex 7010","i5-3570_3.4 GHz",Dell,"2019-11-14 16:25:50"
181130,580KCX1,03307503683292,03307504608565,,"OptiPlex 7010",i5-3570_3.4GHz,Dell,"2019-11-14 17:00:14"
294833,DVG47Y1,00186223992625,03307504608557,,"OptiPlex 7010","i5-3475S_2.9 GHz",Dell,"2019-11-14 17:00:16"
294833,DVG47Y1,00186223992625,03307504608557,,"OptiPlex 7010","i5-3475S_2.9 GHz",Dell,"2019-11-14 17:36:25"
296789,DFS7FX1,,03307504608566,,"OptiPlex 7010","i5-3570_3.4 GHz",Dell,"2019-11-14 19:57:40"
