"Shipment ID",Asset,S/N,"Old COA","New COA",WIN8,Model,CPU,Added
1,,,,,,"Thinkpad T430","i5 3230M,3210M,3320M CPU @3.3GHz",
12,,,,,,"Latitude E6420","i5 Null CPU @<2.5GHz",
