Asset,S/N,"Old COA","New COA",WIN8,Model,CPU,Manufacturer,Added
295746,590D462,,,Activated,"Latitude E7250","i7-5600U_2.6 GHz",Lenovo,"2019-12-02 19:22:00"
295746,590D462,,03307504798706,Activated,"Latitude E7250","i7-5600U_2.6 GHz",Lenovo,"2019-12-02 19:22:08"
295516,8096162,,03307504798707,Activated,"Latitude E7250","i7-5600U_2.6 GHz",Lenovo,"2019-12-02 19:35:05"
295550,4TTGR32,,03307504798696,Activated,"Latitude E7250","i7-5600U_2.6 GHz",Lenovo,"2019-12-02 19:37:15"
295526,J5BQY52,,03307504798708,Activated,"Latitude E7250","i7-5600U_2.6 GHz",Lenovo,"2019-12-02 20:02:52"
295552,B2Q7462,,03307504798692,Activated,"Latitude E7250","i7-5600U_2.6 GHz",Lenovo,"2019-12-02 20:20:46"
283202,JRWZY52,,03307504798709,Activated,"Latitude E7250","i7-5600U_2.6 GHz",Lenovo,"2019-12-02 20:31:17"
295526,J5BQY52,,,Activated,"Latitude E7250","i7-5600U_2.6 GHz",Lenovo,"2019-12-02 20:33:04"
295526,J5BQY52,,03307504798708,Activated,"Latitude E7250","i7-5600U_2.6 GHz",Lenovo,"2019-12-02 20:33:23"
269150,PC009XEA,,03307504798719,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-12-02 21:12:38"
199782,PC01J791,,03307504798718,Activated,"THINKPAD T440",i5-4300U_1.9GHz,Lenovo,"2019-12-02 21:20:40"
522328,PC06EYER,,03307504798717,Activated,"THINKPAD T450","i5-5300U_2.3 GHz",Lenovo,"2019-12-02 21:23:04"
198967,PC01U1MD,,03307504798690,Activated,"THINKPAD T440",i5-4300U_1.9GHz,Lenovo,"2019-12-02 21:27:01"
269354,PF01PT29,,03307504798714,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-12-02 21:30:31"
199449,PC01U2EF,,03307504798716,Activated,"THINKPAD T440",i5-4300U_1.9GHz,Lenovo,"2019-12-02 21:33:45"
199209,PC0067M6,,03307504798691,Activated,"THINKPAD T440",i5-4300U_1.9GHz,Lenovo,"2019-12-02 21:35:12"
295550,4TTGR32,,03307504798696,Activated,"Latitude E7250","i7-5600U_2.6 GHz",Lenovo,"2019-12-02 21:58:32"
518729,PC009XCY,,03307504798697,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-12-02 22:12:18"
199026,PF02XCKY,,03307504798715,Activated,"THINKPAD T440",i5-4300U_1.9GHz,Lenovo,"2019-12-02 22:12:59"
518613,PF01PX9X,,03307504798700,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-12-02 22:25:14"
518613,PF01PX9X,,03307504798700,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-12-03 14:08:05"
535280,JZ4MDX1,00186215623601,03307504798680,,"OptiPlex 7010","i3-3220_3.3 GHz",Dell,"2019-12-03 15:26:35"
535166,JZ4CFX1,00186215623822,03307504798679,,"OptiPlex 7010","i3-3220_3.3 GHz",Dell,"2019-12-03 15:26:50"
535177,JZ4ZDX1,00186215623753,03307504798672,,"OptiPlex 7010","i3-3220_3.3 GHz",Dell,"2019-12-03 15:31:51"
535185,BM95TW1,00186209012812,03307504798660,,"OptiPlex 7010","i3-3220_3.3 GHz",Dell,"2019-12-03 15:33:41"
535165,JZ4PDX1,00186215623763,03307504798673,,"OptiPlex 7010","i3-3220_3.3 GHz",Dell,"2019-12-03 15:41:08"
535186,739YSW1,00186208540398,03307504798666,,"OptiPlex 7010","i3-3220_3.3 GHz",Dell,"2019-12-03 15:48:18"
535176,BM04TW1,00186209022983,03307504798689,,"OptiPlex 7010","i3-3220_3.3 GHz",Dell,"2019-12-03 15:52:23"
535174,BM74TW1,00186209012796,03307504798674,,"OptiPlex 7010","i3-3220_3.3 GHz",Dell,"2019-12-03 15:58:37"
535278,BDPGPW1,00186202492030,03307504798665,,"OptiPlex 7010","i3-3220_3.3 GHz",Dell,"2019-12-03 16:03:33"
535184,JZ4LFX1,00186215623774,03307504798664,,"OptiPlex 7010","i3-3220_3.3 GHz",Dell,"2019-12-03 16:14:46"
535180,JZ4BDX1,00186214727825,03307504798671,,"OptiPlex 7010","i3-3220_3.3 GHz",Dell,"2019-12-03 16:25:31"
535167,7XJVV12,00186248775255,03307504798663,,"OptiPlex 7010","i3-3240_3.4 GHz",Dell,"2019-12-03 16:25:32"
535182,BDNFPW1,00186202492032,03307504798662,,"OptiPlex 7010","i3-3220_3.3 GHz",Dell,"2019-12-03 16:55:10"
535163,7XKYV12,00186251034735,03307504798670,,"OptiPlex 7010","i3-3240_3.4 GHz",Dell,"2019-12-03 16:58:15"
535163,7XKYV12,00186251034735,03307504798670,,"OptiPlex 7010","i3-3240_3.4 GHz",Dell,"2019-12-03 16:58:18"
535181,BDRFPW1,00186202152400,03307504798661,,"OptiPlex 7010","i3-3220_3.3 GHz",Dell,"2019-12-03 17:04:51"
535172,BLY3TW1,00186209022985,03307504798678,,"OptiPlex 7010","i3-3220_3.3 GHz",Dell,"2019-12-03 17:25:00"
535168,BM34TW1,00186209012708,03307504798681,,"OptiPlex 7010","i3-3220_3.3 GHz",Dell,"2019-12-03 17:36:17"
535168,BM34TW1,00186209012708,03307504798681,,"OptiPlex 7010","i3-3220_3.3 GHz",Dell,"2019-12-03 17:36:21"
535168,BM34TW1,00186209012708,03307504798681,,"OptiPlex 7010","i3-3220_3.3 GHz",Dell,"2019-12-03 17:36:36"
535183,7XJWV12,00186248775221,03307504798688,,"OptiPlex 7010","i3-3240_3.4 GHz",Dell,"2019-12-03 18:12:51"
535169,JZ4FFX1,00186215623620,03307504798669,,"OptiPlex 7010","i3-3220_3.3 GHz",Dell,"2019-12-03 18:25:13"
535169,JZ4FFX1,00186215623620,03307504798669,,"OptiPlex 7010","i3-3220_3.3 GHz",Dell,"2019-12-03 18:46:35"
535162,BM53TW1,00186209012696,03307504798668,,"OptiPlex 7010","i3-3220_3.3 GHz",Dell,"2019-12-03 18:49:12"
535175,BM65TW1,00186209022980,03307504798677,,"OptiPlex 7010","i3-3220_3.3 GHz",Dell,"2019-12-03 19:28:29"
535281,JZ4GFX1,00186215623703,03307504798687,,"OptiPlex 7010","i3-3220_3.3 GHz",Dell,"2019-12-03 19:33:44"
535427,714SFB2,,03307504798676,Activated,"OptiPlex 9020","i5-4690_3.4 GHz",Dell,"2019-12-03 20:18:10"
538193,2UA2500ZN6,,03307504798682,Activated,"Compaq Pro 6300 ","i3-3220_3.3 GHz",HP,"2019-12-03 20:22:36"
536656,MXL22501V6,00186171067464,03307504798667,,"Compaq 8200 Elite  ","i5-2400_3.1 GHz",HP,"2019-12-03 20:30:24"
538194,2UA3341BH8,,03307504798675,Activated,"Compaq Pro 6300 ","i3-3220_3.3 GHz",HP,"2019-12-03 21:17:25"
536656,MXL22501V6,00186171067464,03307504798667,,"Compaq 8200 Elite  ","i5-2400_3.1 GHz",HP,"2019-12-03 21:18:31"
534728,MJ04LJNG,,03307504798686,Activated,"THINKCENTRE M700","i3-6100_3.7 GHz",Lenovo,"2019-12-03 21:18:55"
536658,7B7SN02,,03307504798685,Activated,"OptiPlex 9020","i5-4570_3.2 GHz",Dell,"2019-12-03 21:34:29"
532874,MJ93L9T,,03307504798683,Activated,"THINKCENTRE M72E","i3-3220_3.3 GHz",Lenovo,"2019-12-03 22:19:37"
508996,2UA4281532,,03307504798659,Activated,"ProDesk 400 G1 ","i3-4130_3.4 GHz",Lenovo,"2019-12-04 15:56:37"
284012,2UA1281HC5,,03307504798640,,"Compaq 8200 Elite  ","i5-2400_3.1 GHz",HP,"2019-12-05 14:22:53"
283029,798C562,,03307504798641,Activated,"Latitude E7450","i7-5600U_2.6 GHz",Lenovo,"2019-12-05 14:37:19"
171136,MXL4372H0V,,03307504798646,Activated,"ProDesk 600 G1 ",i3-4160_3.6GHz,HP,"2019-12-05 14:58:46"
198969,PC00LZCW,,03307504798642,Activated,"THINKPAD T440",i5-4300U_1.9GHz,Lenovo,"2019-12-05 15:01:54"
198867,PC009XDS,,03307504798645,Activated,"THINKPAD T440",i5-4300U_1.9GHz,Lenovo,"2019-12-05 15:06:34"
199416,PF01Q0CU,,03307504798649,Activated,"THINKPAD T440",i5-4300U_1.9GHz,Lenovo,"2019-12-05 15:12:32"
284015,2UA1281HCM,00186109060029,03307504798648,,"Compaq 8200 Elite  ","i5-2400_3.1 GHz",HP,"2019-12-05 15:18:20"
509005,2UA42709WB,,03307504798647,Activated,"ProDesk 400 G1 ","i3-4130_3.4 GHz",Lenovo,"2019-12-05 18:19:03"
524507,R90KQWL1,,03307504798644,Activated,"THINKPAD X1 YOGA 1ST GEN",i7-6600U_2.6GHz,Lenovo,"2019-12-06 15:48:24"
