ASIN,Asset,Model,"Form Factor",S/N,CPU,Price,Added
B01LXCLDRI,132530,"Thinkpad T430",Notebook,PBKT29M,"i5 3230M,3210M,3320M CPU @ 3.3GHz",198.49,"2019-06-19 17:05:46"
B01LXCLDRI,132544,"Thinkpad T430",Notebook,PBKT27D,"i5 3230M,3210M,3320M CPU @ 3.3GHz",198.49,"2019-06-19 21:52:28"
B01LXCLDRI,132547,"Thinkpad T430",Notebook,PBF91M2,"i5 3230M,3210M,3320M CPU @ 3.3GHz",198.49,"2019-06-19 19:41:02"
B01LXCLDRI,132552,"Thinkpad T430",Notebook,PBF91T0,"i5 3230M,3210M,3320M CPU @ 3.3GHz",198.49,"2019-06-19 17:07:09"
B076VMW9D6,111668,"ThinkCentre M93P","Small Form Factor",,"i5 4570 CPU @ 3.2GHz",211.50,"2019-06-18 20:43:07"
B076VMW9D6,170522,"ThinkCentre M93P","Small Form Factor",MJ02AUK8,"i5 4570 CPU @ 3.2GHz",211.50,"2019-06-18 20:48:41"
B076VMW9D6,170523,"ThinkCentre M93P","Small Form Factor",MJ02AUD2,"i5 4570 CPU @ 3.2GHz",211.50,"2019-06-18 20:31:15"
B076VMW9D6,170524,"ThinkCentre M93P","Small Form Factor",MJ02AUJW,"i5 4570 CPU @ 3.2GHz",211.50,"2019-06-18 20:36:28"
B076VMW9D6,170525,"ThinkCentre M93P","Small Form Factor",MJ02AUCM,"i5 4570 CPU @ 3.2GHz",211.50,"2019-06-18 20:34:38"
B076VMW9D6,170526,"ThinkCentre M93P","Small Form Factor",MJ02AU93,"i5 4570 CPU @ 3.2GHz",211.50,"2019-06-18 20:28:33"
B076VMW9D6,170528,"ThinkCentre M93P","Small Form Factor",MJ02AUF2,"i5 4570 CPU @ 3.2GHz",211.50,"2019-06-18 20:45:40"
B076VMW9D6,170529,"ThinkCentre M93P","Small Form Factor",MJ02AUCZ,"i5 4570 CPU @ 3.2GHz",211.50,"2019-06-18 20:49:47"
B076VMW9D6,170530,"ThinkCentre M93P","Small Form Factor",MJ02AUHS,"i5 4570 CPU @ 3.2GHz",211.50,"2019-06-18 20:24:35"
B076VMW9D6,170531,"ThinkCentre M93P","Small Form Factor",MJ02AUBW,"i5 4570 CPU @ 3.2GHz",211.50,"2019-06-18 20:41:47"
B076VMW9D6,170532,"ThinkCentre M93P","Small Form Factor",MJ02AU8T,"i5 4570 CPU @ 3.2GHz",211.50,"2019-06-18 20:37:51"
B076VMW9D6,170533,"ThinkCentre M93P","Small Form Factor",MJ02AU8H,"i5 4570 CPU @ 3.2GHz",211.50,"2019-06-18 20:47:15"
B076VMW9D6,170534,"ThinkCentre M93P","Small Form Factor",MJ02AULV,"i5 4570 CPU @ 3.2GHz",211.50,"2019-06-18 20:40:08"
B076VMW9D6,170536,"ThinkCentre M93P","Small Form Factor",MJ02AUG0,"i5 4570 CPU @ 3.2GHz",211.50,"2019-06-18 20:30:02"
B076VMW9D6,170537,"ThinkCentre M93P","Small Form Factor",MJ02AUGR,"i5 4570 CPU @ 3.2GHz",211.50,"2019-06-18 20:19:34"
B076VMW9D6,170538,"ThinkCentre M93P","Small Form Factor",MJ02AUJY,"i5 4570 CPU @ 3.2GHz",211.50,"2019-06-18 20:23:02"
B07NDYDK7B,135779,"ThinkPad X1 Carbon 3rd Gen",Notebook,R90FFRZS,"i7 5600U CPU @ 2.6GHz",570.00,"2019-06-18 18:53:17"
B07NDYDK7B,135897,"ThinkPad X1 Carbon 3rd Gen",Notebook,R90GW36M,"i7 5600U CPU @ 2.6GHz",570.00,"2019-06-18 18:47:09"
B07NDYDK7B,135940,"ThinkPad X1 Carbon 3rd Gen",Notebook,R90GR0FT,"i7 5600U CPU @ 2.6GHz",570.00,"2019-06-18 18:51:26"
B07MKR39LS,141234,"ThinkPad T430S",Notebook,2355DQ4PK151YP,"i5 3320 CPU @ 3.3GHz",263.50,"2019-06-19 19:38:20"
B07MKR39LS,141275,"ThinkPad T430S",Notebook,2355DQ4PK1ZRH8,"i5 3320 CPU @ 3.3GHz",263.50,"2019-06-19 21:25:00"
B07MKR39LS,87432,"ThinkPad T430S",Notebook,000000,"i5 3320 CPU @ 3.3GHz",263.50,"2019-06-18 14:19:29"
B07HHCGJSY,135535,"ThinkPad T450S",Notebook,,"i5 5300U CPU @ 2.3GHz",307.95,"2019-06-18 14:42:26"
B07HHCGJSY,135750,"ThinkPad T450S",Notebook,,"i5 5300U CPU @ 2.3GHz",307.95,"2019-06-18 14:37:58"
B07HHCGJSY,135755,"ThinkPad T450S",Notebook,,"i5 5300U CPU @ 2.3GHz",307.95,"2019-06-18 14:40:56"
B07HHCGJSY,169560,"ThinkPad T450S",Notebook,PC04UAR8,"i5 5300U CPU @ 2.3GHz",307.95,"2019-06-19 19:08:23"
B07HHCGJSY,169570,"ThinkPad T450S",Notebook,PC04UASJ,"i5 5300U CPU @ 2.3GHz",307.95,"2019-06-19 19:03:16"
B07HHCGJSY,169575,"ThinkPad T450S",Notebook,PC04UAS1,"i5 5300U CPU @ 2.3GHz",307.95,"2019-06-19 19:10:36"
B07HHCGJSY,169576,"ThinkPad T450S",Notebook,PC04UASZ,"i5 5300U CPU @ 2.3GHz",307.95,"2019-06-19 19:05:58"
B07HHCGJSY,169834,"ThinkPad T450S",Notebook,PC04UARE,"i5 5300U CPU @ 2.3GHz",307.95,"2019-06-19 19:09:37"
B07HHCGJSY,169838,"ThinkPad T450S",Notebook,PC04UB7T,"i5 5300U CPU @ 2.3GHz",307.95,"2019-06-19 19:01:56"
B07HHCGJSY,169847,"ThinkPad T450S",Notebook,PC04UASX,"i5 5300U CPU @ 2.3GHz",307.95,"2019-06-19 19:07:13"
B07HHCGJSY,169858,"ThinkPad T450S",Notebook,PC04UASE,"i5 5300U CPU @ 2.3GHz",307.95,"2019-06-19 19:00:25"
B07HHCGJSY,169859,"ThinkPad T450S",Notebook,PC04UATC,"i5 5300U CPU @ 2.3GHz",307.95,"2019-06-19 19:04:58"
B073WVRDJT,168661,"ThinkPad T440",Notebook,PF029RZT,"i5 4300U CPU @ 1.9GHz",219.15,"2019-06-18 14:13:42"
B073WVRDJT,169557,"ThinkPad T440",Notebook,PF0260U4,"i5 4300U CPU @ 1.9GHz",219.15,"2019-06-19 17:17:01"
