Asset,S/N,"Old COA","New COA",WIN8,Model,CPU,Manufacturer,Added
545254,001413564757,,,Activated,"Surface Book","i5-6300U_2.4 GHz",Microsoft,"2019-12-13 14:03:08"
545417,001473664757,,,Activated,"Surface Book","i5-6300U_2.4 GHz",Microsoft,"2019-12-13 14:15:01"
545433,001646464757,,,Activated,"Surface Book","i5-6300U_2.4 GHz",Microsoft,"2019-12-13 14:15:59"
269154,PC009WTA,,03307504798701,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-12-13 14:17:20"
545433,001646464757,,,Activated,"Surface Book","i5-6300U_2.4 GHz",Microsoft,"2019-12-13 14:25:19"
545429,001265763757,,,Activated,"Surface Book","i5-6300U_2.4 GHz",Microsoft,"2019-12-13 14:37:56"
545447,000643164757,,,Activated,"Surface Book","i5-6300U_2.4 GHz",Microsoft,"2019-12-13 14:47:01"
545253,001693264757,,,Activated,"Surface Book","i5-6300U_2.4 GHz",Microsoft,"2019-12-13 14:55:30"
545433,001646464757,,,Activated,"Surface Book","i5-6300U_2.4 GHz",Microsoft,"2019-12-13 15:01:49"
545448,001711464757,,,Activated,"Surface Book","i5-6300U_2.4 GHz",Microsoft,"2019-12-13 15:03:39"
545448,001711464757,,,Activated,"Surface Book","i5-6300U_2.4 GHz",Microsoft,"2019-12-13 15:03:44"
545440,000631464757,,,Activated,"Surface Book","i5-6300U_2.4 GHz",Microsoft,"2019-12-13 15:04:28"
545454,001294563757,,,Activated,"Surface Book","i5-6300U_2.4 GHz",Microsoft,"2019-12-13 15:10:21"
545454,001294563757,,,Activated,"Surface Book","i5-6300U_2.4 GHz",Microsoft,"2019-12-13 15:10:30"
545448,001711464757,,,Activated,"Surface Book","i5-6300U_2.4 GHz",Microsoft,"2019-12-13 15:28:29"
545459,010925463657,,,Activated,"Surface Book","i5-6300U_2.4 GHz",Microsoft,"2019-12-13 15:30:05"
545458,001288263757,,,Activated,"Surface Book","i5-6300U_2.4 GHz",Microsoft,"2019-12-13 15:36:17"
545452,003662464457,,,Activated,"Surface Book","i5-6300U_2.4 GHz",Microsoft,"2019-12-13 15:50:25"
545452,003662464457,,,Activated,"Surface Book","i5-6300U_2.4 GHz",Microsoft,"2019-12-13 15:50:36"
545430,000781564757,,,Activated,"Surface Book","i5-6300U_2.4 GHz",Microsoft,"2019-12-13 16:00:03"
545432,011020363657,,,Activated,"Surface Book","i5-6300U_2.4 GHz",Microsoft,"2019-12-13 16:01:00"
545432,011020363657,,,Activated,"Surface Book","i5-6300U_2.4 GHz",Microsoft,"2019-12-13 16:01:14"
288739,017516153453,,,Activated,"Surface Pro 3","i5-4300U_1.9 GHz",Microsoft,"2019-12-13 16:15:30"
189117,008866752653,,,Activated,"Surface Pro 3",i5-4300U_1.9GHz,Microsoft,"2019-12-13 16:19:14"
545294,061076150453,,,Activated,"Surface Pro 3","i5-4300U_1.9 GHz",Microsoft,"2019-12-13 16:22:37"
