ASIN,Asset,Model,"Form Factor",CPU,Price,Added
B01M293O5P,194726,"Latitude E6430",Notebook,"i5 3320M CPU @ 2.6GHz",244.98,"2019-07-17 20:33:53"
B01M293O5P,194728,"Latitude E6430",Notebook,"i5 3320M CPU @ 2.6GHz",244.98,"2019-07-17 20:33:17"
B01M293O5P,194734,"Latitude E6430",Notebook,"i5 3320M CPU @ 2.6GHz",244.98,"2019-07-17 20:34:52"
B01M293O5P,194785,"Latitude E6430",Notebook,"i5 3320M CPU @ 2.6GHz",244.98,"2019-07-17 17:49:45"
B01M293O5P,194793,"Latitude E6430",Notebook,"i5 3320M CPU @ 2.6GHz",244.98,"2019-07-17 20:29:54"
B01M293O5P,194794,"Latitude E6430",Notebook,"i5 3320M CPU @ 2.6GHz",244.98,"2019-07-17 20:30:40"
B01M293O5P,194824,"Latitude E6430",Notebook,"i5 3320M CPU @ 2.6GHz",244.98,"2019-07-17 20:32:20"
B07MKR39LS,196353,"ThinkPad T430S",Notebook,"i5 3320 CPU @ 3.3GHz",265.40,"2019-07-18 20:48:31"
B07MKR39LS,196358,"ThinkPad T430S",Notebook,"i5 3320 CPU @ 3.3GHz",265.40,"2019-07-18 20:33:57"
B07MKR39LS,196359,"ThinkPad T430S",Notebook,"i5 3320 CPU @ 3.3GHz",265.40,"2019-07-18 20:35:45"
B07MKR39LS,196361,"ThinkPad T430S",Notebook,"i5 3320 CPU @ 3.3GHz",265.40,"2019-07-18 20:45:25"
B07MKR39LS,196362,"ThinkPad T430S",Notebook,"i5 3320 CPU @ 3.3GHz",265.40,"2019-07-18 20:36:31"
B07MKR39LS,196364,"ThinkPad T430S",Notebook,"i5 3320 CPU @ 3.3GHz",265.40,"2019-07-18 20:34:53"
B07MKR39LS,196365,"ThinkPad T430S",Notebook,"i5 3320 CPU @ 3.3GHz",265.40,"2019-07-18 20:37:58"
B07MKR39LS,196372,"ThinkPad T430S",Notebook,"i5 3320 CPU @ 3.3GHz",265.40,"2019-07-18 20:36:57"
B07MKR39LS,196397,"ThinkPad T430S",Notebook,"i5 3320 CPU @ 3.3GHz",265.40,"2019-07-18 20:44:59"
B07MKR39LS,196398,"ThinkPad T430S",Notebook,"i5 3320 CPU @ 3.3GHz",265.40,"2019-07-18 20:43:27"
B07MKR39LS,196419,"ThinkPad T430S",Notebook,"i5 3320 CPU @ 3.3GHz",265.40,"2019-07-18 20:39:30"
B07MKR39LS,196420,"ThinkPad T430S",Notebook,"i5 3320 CPU @ 3.3GHz",265.40,"2019-07-18 20:38:25"
B07MKR39LS,196421,"ThinkPad T430S",Notebook,"i5 3320 CPU @ 3.3GHz",265.40,"2019-07-18 20:44:26"
B07MKR39LS,196436,"ThinkPad T430S",Notebook,"i5 3320 CPU @ 3.3GHz",265.40,"2019-07-18 20:44:02"
B07MKR39LS,196441,"ThinkPad T430S",Notebook,"i5 3320 CPU @ 3.3GHz",265.40,"2019-07-18 20:42:19"
B07MKR39LS,196448,"ThinkPad T430S",Notebook,"i5 3320 CPU @ 3.3GHz",265.40,"2019-07-18 20:43:00"
B07MKR39LS,196457,"ThinkPad T430S",Notebook,"i5 3320 CPU @ 3.3GHz",265.40,"2019-07-18 20:34:29"
B00VKL0I96,194727,"Latitude E6420",Notebook,"i5 2520M,2540M CPU @ <2.5GHz",204.98,"2019-07-17 17:53:06"
B01HTVADHW,193537,"Optiplex 990","Small Form Factor","i5 2400,2500 CPU @ 3.1GHz",137.00,"2019-07-16 18:47:48"
B01GU6HLH2,189798,"Elite 6300","Small Form Factor","i3 3220 CPU @ 3.3GHz",123.99,"2019-07-11 19:29:31"
B01GU6HLH2,190013,"Elite 6300","Small Form Factor","i3 3220 CPU @ 3.3GHz",123.99,"2019-07-11 19:28:01"
B01GU6HLH2,190017,"Elite 6300","Small Form Factor","i3 3220 CPU @ 3.3GHz",123.99,"2019-07-11 19:29:08"
B01GU6HLH2,190018,"Elite 6300","Small Form Factor","i3 3220 CPU @ 3.3GHz",123.99,"2019-07-11 19:28:23"
B01GU6HLH2,190020,"Elite 6300","Small Form Factor","i3 3220 CPU @ 3.3GHz",123.99,"2019-07-11 19:28:45"
B01GU6HLH2,190021,"Elite 6300","Small Form Factor","i3 3220 CPU @ 3.3GHz",123.99,"2019-07-11 20:26:02"
B01GU6HLH2,191664,"Elite 6300","Small Form Factor","i3 3220 CPU @ 3.3GHz",123.99,"2019-07-10 21:16:29"
B01GU6HLH2,191665,"Elite 6300","Small Form Factor","i3 3220 CPU @ 3.3GHz",123.99,"2019-07-10 21:15:40"
B01GU6HLH2,191678,"Elite 6300","Small Form Factor","i3 3220 CPU @ 3.3GHz",123.99,"2019-07-10 21:16:03"
B01GU6HLH2,191684,"Elite 6300","Small Form Factor","i3 3220 CPU @ 3.3GHz",123.99,"2019-07-10 21:12:31"
B01GU6HLH2,191686,"Elite 6300","Small Form Factor","i3 3220 CPU @ 3.3GHz",123.99,"2019-07-10 21:12:54"
B01GU6HLH2,191691,"Elite 6300","Small Form Factor","i3 3220 CPU @ 3.3GHz",123.99,"2019-07-10 21:08:44"
B01GU6HLH2,191693,"Elite 6300","Small Form Factor","i3 3220 CPU @ 3.3GHz",123.99,"2019-07-10 21:08:22"
B01GU6HLH2,191695,"Elite 6300","Small Form Factor","i3 3220 CPU @ 3.3GHz",123.99,"2019-07-10 21:09:07"
B01GU6HLH2,191699,"Elite 6300","Small Form Factor","i3 3220 CPU @ 3.3GHz",123.99,"2019-07-10 21:08:00"
