ASIN,Asset,Model,"Form Factor",S/N,CPU,Price,Added
B01HSDJFFM,148262,"Optiplex 7010","Small Form Factor",63F6K02,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",155.00,"2019-06-11 14:28:30"
B01HSDJFFM,164987,"Optiplex 7010","Small Form Factor",8M13FX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",155.00,"2019-06-11 15:59:40"
B01HSDJFFM,165413,"Optiplex 7010","Small Form Factor",8LS2FX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",155.00,"2019-06-11 14:21:54"
B01HSDJFFM,165420,"Optiplex 7010","Small Form Factor",8LG1FX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",155.00,"2019-06-11 16:03:57"
B01HSDJFFM,165421,"Optiplex 7010","Small Form Factor",8L11FX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",155.00,"2019-06-11 14:25:33"
B01HSDJFFM,165423,"Optiplex 7010","Small Form Factor",8LM2FX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",155.00,"2019-06-11 14:20:26"
B01HSDJFFM,165952,"Optiplex 7010","Small Form Factor",4BBYDX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",155.00,"2019-06-11 14:23:56"
B01HSDJFFM,165954,"Optiplex 7010","Small Form Factor",4B6XDX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",155.00,"2019-06-11 14:34:37"
B01HSDJFFM,165957,"Optiplex 7010","Small Form Factor",4BBXDX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",155.00,"2019-06-11 14:29:54"
B01HSDJFFM,166060,"Optiplex 7010","Small Form Factor",JYZBFX1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",155.00,"2019-06-11 19:10:07"
B01HSDJFFM,166061,"Optiplex 7010","Small Form Factor",7LW5PW1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",155.00,"2019-06-11 16:01:29"
B01HSDJFFM,166063,"Optiplex 7010","Small Form Factor",7M04PW1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",155.00,"2019-06-11 15:58:16"
B01HSDJFFM,166064,"Optiplex 7010","Small Form Factor",7LN4PW1,"i5 3470,3570,3550,3475S,3570 CPU @ 3.2GHz",155.00,"2019-06-11 16:02:34"
B07CTSFCRR,163905,"Optiplex 9020","Small Form Factor",782BGX1,"i5 4570,4590,4690 CPU @ 3.2GHz",199.50,"2019-06-11 18:50:07"
