Asset,S/N,"Old COA","New COA",WIN8,Model,CPU,Manufacturer,Added
296824,DJH7FX1,00186215228588,03307504798592,,"OptiPlex 7010","i5-3570_3.4 GHz",Dell,"2019-12-20 14:08:55"
296827,CSNJFX1,00186215452754,03307504798590,,"OptiPlex 3010","i3-3220_3.3 GHz",Dell,"2019-12-20 20:40:44"
512752,2UA3231QL8,,03307504798580,Activated,"Compaq Pro 6300 ","i3-3220_3.3 GHz",HP,"2019-12-23 18:49:12"
512753,MXL30214VC,00186203081246,03307505299409,,"Compaq Pro 6300 ","i3-3220_3.3 GHz",HP,"2019-12-23 18:50:41"
551851,MXL3381CP3,,03307504798581,Activated,"Compaq Pro 6300 ","i3-3220_3.3 GHz",HP,"2019-12-23 18:57:45"
512757,2UA3231QKZ,,03307504798582,Activated,"Compaq Pro 6300 ","i3-3220_3.3 GHz",HP,"2019-12-23 19:09:07"
197990,PC0067NR,,03307504798583,Activated,"THINKPAD T440",i5-4300U_1.9GHz,Lenovo,"2019-12-23 19:21:54"
197995,PF0262Q8,,03307504798584,Activated,"THINKPAD T440",i5-4300U_1.9GHz,Lenovo,"2019-12-23 19:23:46"
520780,PC02NP2B,,03307504798903,Activated,"THINKPAD T440","i5-4300U_1.9 GHz",Lenovo,"2019-12-23 19:25:19"
198970,PC01U1N5,,03307504798585,Activated,"THINKPAD T440",i5-4300U_1.9GHz,Lenovo,"2019-12-23 19:27:06"
198936,PC01J78V,,03307504798904,Activated,"THINKPAD T440",i5-4300U_1.9GHz,Lenovo,"2019-12-23 19:28:31"
199459,PF01G70M,,03307504798586,Activated,"THINKPAD T440",i5-4300U_1.9GHz,Lenovo,"2019-12-23 19:32:20"
199487,PC01J7BB,,03307504798587,Activated,"THINKPAD T440",i5-4300U_1.9GHz,Lenovo,"2019-12-23 19:36:10"
547399,5CG5434VMP,,03307505299408,Activated,"EliteBook 820 G2","i7-5600U_2.6 GHz",Lenovo,"2019-12-23 20:04:32"
545135,J3ZKT12,,03307504798589,Activated,"OptiPlex 9020","i5-4590_3.2 GHz",Dell,"2019-12-23 20:19:06"
545135,J3ZKT12,,03307504798589,Activated,"OptiPlex 9020","i5-4590_3.2 GHz",Dell,"2019-12-23 20:20:19"
539307,2SJSG42,,03307504798588,Activated,"OptiPlex 9020","i5-4590_3.2 GHz",Dell,"2019-12-23 20:41:48"
512787,2UA3231QKL,,03307505299402,Activated,"Compaq Pro 6300 ","i3-3220_3.3 GHz",HP,"2019-12-23 21:01:59"
512722,2UA3231QJM,,03307505299403,Activated,"Compaq Pro 6300 ","i3-3220_3.3 GHz",HP,"2019-12-23 21:21:48"
512712,2UA3261PB0,,03307505299401,Activated,"Compaq Pro 6300 ","i3-3220_3.3 GHz",HP,"2019-12-23 21:31:18"
512877,2UA337274M,,03307505299404,Activated,"Compaq Pro 6300 ","i3-3220_3.3 GHz",HP,"2019-12-23 21:42:14"
512666,2UA3261P8K,,03307505299400,Activated,"Compaq Pro 6300 ","i3-3220_3.3 GHz",HP,"2019-12-23 22:01:59"
547330,2UA3140CZV,,03307505299407,Activated,"Compaq Pro 6300 ","i3-3220_3.3 GHz",HP,"2019-12-23 22:11:18"
512748,2UA3261PB9,,03307505299410,Activated,"Compaq Pro 6300 ","i3-3220_3.3 GHz",HP,"2019-12-24 14:22:13"
512732,2UA3231QK4,,03307505299429,Activated,"Compaq Pro 6300 ","i3-3220_3.3 GHz",HP,"2019-12-24 14:24:06"
512733,2UA33817BD,,03307505299411,Activated,"Compaq Pro 6300 ","i3-3220_3.3 GHz",HP,"2019-12-24 14:39:47"
512686,2UA3261P8Y,,03307505299428,Activated,"Compaq Pro 6300 ","i3-3220_3.3 GHz",HP,"2019-12-24 14:46:44"
551857,MXL3381CMT,,03307505299412,Activated,"Compaq Pro 6300 ","i3-3220_3.3 GHz",HP,"2019-12-24 15:04:34"
