ASIN,Asset,Model,"Form Factor",S/N,CPU,Price,Added
B07CTSFCRR,519782,"Optiplex 9020","Small Form Factor",9SFB182,"i5 4570,4590,4690,4670 CPU @ 3.2GHz",219.90,"2019-11-25 21:59:13"
B07CTSFCRR,519905,"Optiplex 9020","Small Form Factor",8MVHB42,"i5 4570,4590,4690,4670 CPU @ 3.2GHz",219.90,"2019-11-19 20:39:19"
B07CTSFCRR,520512,"Optiplex 9020","Small Form Factor",33S9M02,"i5 4570,4590,4690,4670 CPU @ 3.2GHz",219.90,"2019-11-19 20:58:56"
B07CTSFCRR,520518,"Optiplex 9020","Small Form Factor",FKP1Y12,"i5 4570,4590,4690,4670 CPU @ 3.2GHz",219.90,"2019-11-19 20:50:12"
B07CTSFCRR,520519,"Optiplex 9020","Small Form Factor",FKKZX12,"i5 4570,4590,4690,4670 CPU @ 3.2GHz",219.90,"2019-11-19 20:37:02"
B07CTSFCRR,520520,"Optiplex 9020","Small Form Factor",F4S2W12,"i5 4570,4590,4690,4670 CPU @ 3.2GHz",219.90,"2019-11-25 21:55:53"
B07CTSFCRR,520522,"Optiplex 9020","Small Form Factor",F4V4W12,"i5 4570,4590,4690,4670 CPU @ 3.2GHz",219.90,"2019-11-25 21:51:36"
B07CTSFCRR,520529,"Optiplex 9020","Small Form Factor",F4L3W12,"i5 4570,4590,4690,4670 CPU @ 3.2GHz",219.90,"2019-11-19 20:43:48"
B07CTSFCRR,520532,"Optiplex 9020","Small Form Factor",33W8M02,"i5 4570,4590,4690,4670 CPU @ 3.2GHz",219.90,"2019-11-19 20:51:43"
B07CTSFCRR,520549,"Optiplex 9020","Small Form Factor",F4P2W12,"i5 4570,4590,4690,4670 CPU @ 3.2GHz",219.90,"2019-11-19 20:47:21"
B07CTSFCRR,520550,"Optiplex 9020","Small Form Factor",FKV0Y12,"i5 4570,4590,4690,4670 CPU @ 3.2GHz",219.90,"2019-11-19 20:32:55"
B07CTSFCRR,520555,"Optiplex 9020","Small Form Factor",FKP3Y12,"i5 4570,4590,4690,4670 CPU @ 3.2GHz",219.90,"2019-11-25 21:50:04"
B07CTSFCRR,520566,"Optiplex 9020","Small Form Factor",341BM02,"i5 4570,4590,4690,4670 CPU @ 3.2GHz",219.90,"2019-11-19 20:59:59"
B07CTSFCRR,520584,"Optiplex 9020","Small Form Factor",F4N2W12,"i5 4570,4590,4690,4670 CPU @ 3.2GHz",219.90,"2019-11-19 20:48:46"
B07CTSFCRR,520597,"Optiplex 9020","Small Form Factor",F4J4W12,"i5 4570,4590,4690,4670 CPU @ 3.2GHz",219.90,"2019-11-19 20:38:21"
B07CTSFCRR,520612,"Optiplex 9020","Small Form Factor",33XDM02,"i5 4570,4590,4690,4670 CPU @ 3.2GHz",219.90,"2019-11-19 20:57:31"
B07CTSFCRR,520630,"Optiplex 9020","Small Form Factor",FKJ3Y12,"i5 4570,4590,4690,4670 CPU @ 3.2GHz",219.90,"2019-11-25 21:54:05"
B07CTSFCRR,520635,"Optiplex 9020","Small Form Factor",33Z7M02,"i5 4570,4590,4690,4670 CPU @ 3.2GHz",219.90,"2019-11-19 21:01:03"
B07CTSFCRR,520644,"Optiplex 9020","Small Form Factor",F4T3W12,"i5 4570,4590,4690,4670 CPU @ 3.2GHz",219.90,"2019-11-19 20:56:25"
B07CTSFCRR,520654,"Optiplex 9020","Small Form Factor",F4D3W12,"i5 4570,4590,4690,4670 CPU @ 3.2GHz",219.90,"2019-11-19 20:35:23"
B07CTSFCRR,520659,"Optiplex 9020","Small Form Factor",33TFM02,"i5 4570,4590,4690,4670 CPU @ 3.2GHz",219.90,"2019-11-19 20:55:03"
B01M0XWPI5,532874,"ThinkCentre M72e","Small Form Factor",MJ93L9T,"i3 3220 CPU @ 3.3GHz",109.79,"2019-12-05 16:14:58"
B07CTTW8HR,198865,"ThinkPad T440",Notebook,PF0260M0,"i5 4300U CPU @ 1.9GHz",269.94,"2019-11-27 14:38:25"
B07CTTW8HR,198882,"ThinkPad T440",Notebook,PC00M4J8,"i5 4300U CPU @ 1.9GHz",269.94,"2019-11-27 14:24:24"
B07CTTW8HR,199031,"ThinkPad T440",Notebook,PC01U1NE,"i5 4300U CPU @ 1.9GHz",269.94,"2019-11-27 14:50:25"
B07CTTW8HR,199208,"ThinkPad T440",Notebook,PF02XBN0,"i5 4300U CPU @ 1.9GHz",269.94,"2019-11-27 14:37:18"
B07CTTW8HR,199852,"ThinkPad T440",Notebook,PF029RXM,"i5 4300U CPU @ 1.9GHz",269.94,"2019-11-27 14:22:58"
B07CTTW8HR,269162,"ThinkPad T440",Notebook,PF02XBMV,"i5 4300U CPU @ 1.9GHz",269.94,"2019-11-27 14:29:00"
B07CTTW8HR,269163,"ThinkPad T440",Notebook,PF02X9X6,"i5 4300U CPU @ 1.9GHz",269.94,"2019-11-27 14:36:27"
B07CTTW8HR,269227,"ThinkPad T440",Notebook,PC0067RB,"i5 4300U CPU @ 1.9GHz",269.94,"2019-11-27 14:26:21"
B07CTTW8HR,269240,"ThinkPad T440",Notebook,PF00NNUN,"i5 4300U CPU @ 1.9GHz",269.94,"2019-11-27 14:33:52"
B074VF7XJX,296264,"EliteDesk 800 G1","Small Form Factor",2UA4270Q0Y,"i5 4570,4590 CPU @ 3.2GHz",168.00,"2019-11-25 21:39:35"
B074VF7XJX,517411,"EliteDesk 800 G1","Small Form Factor",2UA5511FXH,"i5 4570,4590 CPU @ 3.2GHz",168.00,"2019-11-25 21:41:10"
B077N73MKG,169445,"THINKCENTRE M700","Small Form Factor",MJ04NM9P,"i3 6100 CPU @ 3.7Ghz",227.00,"2019-11-25 22:21:26"
B077N73MKG,169446,"THINKCENTRE M700","Small Form Factor",MJ04NM9H,"i3 6100 CPU @ 3.7Ghz",227.00,"2019-11-21 19:16:05"
B077N73MKG,294741,"THINKCENTRE M700","Small Form Factor",MJ02JXCJ,"i3 6100 CPU @ 3.7Ghz",227.00,"2019-11-25 22:11:34"
B077N73MKG,518967,"THINKCENTRE M700","Small Form Factor",MJ03UXB8,"i3 6100 CPU @ 3.7Ghz",227.00,"2019-11-25 22:22:28"
B077N73MKG,527255,"THINKCENTRE M700","Small Form Factor",MJ04KE9X,"i3 6100 CPU @ 3.7Ghz",227.00,"2019-11-25 22:15:25"
B077N73MKG,534728,"THINKCENTRE M700","Small Form Factor",MJ04LJNG,"i3 6100 CPU @ 3.7Ghz",227.00,"2019-12-05 16:54:15"
B07CTT3LK2,520502,"Optiplex 7020","Small Form Factor",747XV52,"i5 4590,4690 CPU @ 3.3GHz",174.89,"2019-11-19 20:18:36"
B07CTT3LK2,520528,"Optiplex 7020","Small Form Factor",D93XV52,"i5 4590,4690 CPU @ 3.3GHz",174.89,"2019-11-19 20:25:56"
B07CTT3LK2,520542,"Optiplex 7020","Small Form Factor",73Q0W52,"i5 4590,4690 CPU @ 3.3GHz",174.89,"2019-11-19 20:20:12"
B07CTT3LK2,520571,"Optiplex 7020","Small Form Factor",746XV52,"i5 4590,4690 CPU @ 3.3GHz",174.89,"2019-11-19 19:38:06"
B07CTT3LK2,520572,"Optiplex 7020","Small Form Factor",73NZV52,"i5 4590,4690 CPU @ 3.3GHz",174.89,"2019-11-19 19:41:55"
B07CTT3LK2,520593,"Optiplex 7020","Small Form Factor",D9B0W52,"i5 4590,4690 CPU @ 3.3GHz",174.89,"2019-11-19 19:43:34"
B07CTT3LK2,520614,"Optiplex 7020","Small Form Factor",73PZV52,"i5 4590,4690 CPU @ 3.3GHz",174.89,"2019-11-19 20:22:19"
B07CTT3LK2,520616,"Optiplex 7020","Small Form Factor",73P0W52,"i5 4590,4690 CPU @ 3.3GHz",174.89,"2019-11-19 20:24:14"
B07CTT3LK2,520640,"Optiplex 7020","Small Form Factor",73MZV52,"i5 4590,4690 CPU @ 3.3GHz",174.89,"2019-11-19 19:36:27"
B07CTT3LK2,520658,"Optiplex 7020","Small Form Factor",746YV52,"i5 4590,4690 CPU @ 3.3GHz",174.89,"2019-11-19 19:44:41"
B01HSJ2O0Y,284012,"Compaq 8200 Elite","Small Form Factor",2UA1281HC5,"i5 2400,2500 CPU @ 3.4GHz",129.00,"2019-12-05 16:22:09"
B01HSJ2O0Y,284015,"Compaq 8200 Elite","Small Form Factor",2UA1281HCM,"i5 2400,2500 CPU @ 3.4GHz",129.00,"2019-12-05 16:50:52"
B01HSJ2O0Y,296173,"Compaq 8200 Elite","Small Form Factor",2UA22805CS,"i5 2400,2500 CPU @ 3.4GHz",129.00,"2019-11-21 19:05:05"
B01HSJ2O0Y,296175,"Compaq 8200 Elite","Small Form Factor",2UA228058L,"i5 2400,2500 CPU @ 3.4GHz",129.00,"2019-11-21 19:09:20"
B01HSJ2O0Y,296186,"Compaq 8200 Elite","Small Form Factor",2UA22805BZ,"i5 2400,2500 CPU @ 3.4GHz",129.00,"2019-11-21 19:11:08"
B01HSJ2O0Y,296196,"Compaq 8200 Elite","Small Form Factor",2UA22805C4,"i5 2400,2500 CPU @ 3.4GHz",129.00,"2019-11-21 19:02:25"
B01HSJ2O0Y,296226,"Compaq 8200 Elite","Small Form Factor",2UA22805DR,"i5 2400,2500 CPU @ 3.4GHz",129.00,"2019-11-21 19:07:13"
B01HSJ2O0Y,296247,"Compaq 8200 Elite","Small Form Factor",2UA12720V3,"i5 2400,2500 CPU @ 3.4GHz",129.00,"2019-11-21 19:12:32"
B01HSJ2O0Y,519035,"Compaq 8200 Elite","Small Form Factor",2UA21704D7,"i5 2400,2500 CPU @ 3.4GHz",129.00,"2019-11-26 21:48:17"
B01HSJ2O0Y,519042,"Compaq 8200 Elite","Small Form Factor",2UA216123Q,"i5 2400,2500 CPU @ 3.4GHz",129.00,"2019-11-26 21:45:13"
B01HSJ2O0Y,536656,"Compaq 8200 Elite","Small Form Factor",MXL22501V6,"i5 2400,2500 CPU @ 3.4GHz",129.00,"2019-12-05 16:28:48"
B00W4AMWCI,275724,"Thinkpad T420",Notebook,R8MD8K0,"i5 2410M,2540M,2520M CPU @ 2.53GHz",188.98,"2019-11-27 14:52:58"
B00W4AMWCI,524967,"Thinkpad T420",Notebook,PBLAKL5,"i5 2410M,2540M,2520M CPU @ 2.53GHz",188.98,"2019-11-21 20:37:44"
B01GU6HLH2,191738,"Elite 6300","Small Form Factor",2UA33610WW,"i3 3220 CPU @ 3.3GHz",101.59,"2019-11-26 21:58:07"
B01GU6HLH2,509009,"Elite 6300","Small Form Factor",2UA24706G8,"i3 3220 CPU @ 3.3GHz",101.59,"2019-11-26 22:01:38"
B01GU6HLH2,527139,"Elite 6300","Small Form Factor",2UA307052F,"i3 3220 CPU @ 3.3GHz",101.59,"2019-11-25 21:45:44"
B01GU6HLH2,527141,"Elite 6300","Small Form Factor",2UA315127J,"i3 3220 CPU @ 3.3GHz",101.59,"2019-11-25 21:47:25"
B01GU6HLH2,538193,"Elite 6300","Small Form Factor",2UA2500ZN6,"i3 3220 CPU @ 3.3GHz",101.59,"2019-12-05 16:57:21"
B01GU6HLH2,538194,"Elite 6300","Small Form Factor",2UA3341BH8,"i3 3220 CPU @ 3.3GHz",101.59,"2019-12-05 16:56:04"
B01LOSQWBC,142394,"Optiplex 390","Small Form Factor",GHWH6V1,"i5 2400 CPU @ 3.4GHz",152.00,"2019-11-26 21:30:48"
B079QB4P6S,535162,"Optiplex 7010","Small Form Factor",BM53TW1,"i3 3220,3240 CPU @ 3.3GHz",123.75,"2019-12-03 20:11:36"
B079QB4P6S,535163,"Optiplex 7010","Small Form Factor",7XKYV12,"i3 3220,3240 CPU @ 3.3GHz",123.75,"2019-12-03 18:48:59"
B079QB4P6S,535165,"Optiplex 7010","Small Form Factor",JZ4PDX1,"i3 3220,3240 CPU @ 3.3GHz",123.75,"2019-12-03 18:20:30"
B079QB4P6S,535166,"Optiplex 7010","Small Form Factor",JZ4CFX1,"i3 3220,3240 CPU @ 3.3GHz",123.75,"2019-12-03 18:33:10"
B079QB4P6S,535167,"Optiplex 7010","Small Form Factor",7XJVV12,"i3 3220,3240 CPU @ 3.3GHz",123.75,"2019-12-03 18:50:18"
B079QB4P6S,535168,"Optiplex 7010","Small Form Factor",BM34TW1,"i3 3220,3240 CPU @ 3.3GHz",123.75,"2019-12-03 18:41:30"
B079QB4P6S,535169,"Optiplex 7010","Small Form Factor",JZ4FFX1,"i3 3220,3240 CPU @ 3.3GHz",123.75,"2019-12-03 18:48:06"
B079QB4P6S,535172,"Optiplex 7010","Small Form Factor",BLY3TW1,"i3 3220,3240 CPU @ 3.3GHz",123.75,"2019-12-03 18:24:45"
B079QB4P6S,535174,"Optiplex 7010","Small Form Factor",BM74TW1,"i3 3220,3240 CPU @ 3.3GHz",123.75,"2019-12-03 18:18:22"
B079QB4P6S,535175,"Optiplex 7010","Small Form Factor",BM65TW1,"i3 3220,3240 CPU @ 3.3GHz",123.75,"2019-12-03 20:09:06"
B079QB4P6S,535176,"Optiplex 7010","Small Form Factor",BM04TW1,"i3 3220,3240 CPU @ 3.3GHz",123.75,"2019-12-03 18:13:31"
B079QB4P6S,535177,"Optiplex 7010","Small Form Factor",JZ4ZDX1,"i3 3220,3240 CPU @ 3.3GHz",123.75,"2019-12-03 18:31:11"
B079QB4P6S,535180,"Optiplex 7010","Small Form Factor",JZ4BDX1,"i3 3220,3240 CPU @ 3.3GHz",123.75,"2019-12-03 18:08:57"
B079QB4P6S,535181,"Optiplex 7010","Small Form Factor",BDRFPW1,"i3 3220,3240 CPU @ 3.3GHz",123.75,"2019-12-03 18:42:40"
B079QB4P6S,535182,"Optiplex 7010","Small Form Factor",BDNFPW1,"i3 3220,3240 CPU @ 3.3GHz",123.75,"2019-12-03 18:44:58"
B079QB4P6S,535183,"Optiplex 7010","Small Form Factor",7XJWV12,"i3 3220,3240 CPU @ 3.3GHz",123.75,"2019-12-03 18:35:34"
B079QB4P6S,535184,"Optiplex 7010","Small Form Factor",JZ4LFX1,"i3 3220,3240 CPU @ 3.3GHz",123.75,"2019-12-03 18:40:14"
B079QB4P6S,535185,"Optiplex 7010","Small Form Factor",BM95TW1,"i3 3220,3240 CPU @ 3.3GHz",123.75,"2019-12-03 18:14:31"
B079QB4P6S,535186,"Optiplex 7010","Small Form Factor",739YSW1,"i3 3220,3240 CPU @ 3.3GHz",123.75,"2019-12-03 18:59:16"
B079QB4P6S,535278,"Optiplex 7010","Small Form Factor",BDPGPW1,"i3 3220,3240 CPU @ 3.3GHz",123.75,"2019-12-03 18:17:03"
B079QB4P6S,535280,"Optiplex 7010","Small Form Factor",JZ4MDX1,"i3 3220,3240 CPU @ 3.3GHz",123.75,"2019-12-03 18:21:34"
B079QB4P6S,535281,"Optiplex 7010","Small Form Factor",JZ4GFX1,"i3 3220,3240 CPU @ 3.3GHz",123.75,"2019-12-03 20:04:47"
