"Shipment ID",Asset,S/N,"Old COA","New COA",WIN8,Model,CPU,Added
23,172993,HG577W1,00186193552475,03307504608591,,"Latitude E6430","i5 3320M CPU @2.6GHz","2019-11-13 17:20:19"
23,267037,FKQ0Y12,00186252516211,03307504608534,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-11-12 17:01:04"
23,296749,GRVVZ12,00186252292031,03307504608448,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-11-13 18:28:08"
23,296770,9P00X12,00186248284265,03307504608549,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-11-12 16:59:12"
23,296773,9P0ZW12,00186248284414,03307504608535,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-11-13 18:26:31"
23,297084,1J26W12,00186251619862,03307504608443,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-11-11 22:11:34"
23,297092,1J38W12,00186251461392,03307504608610,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-11-11 22:02:50"
23,297098,1J57W12,00186251461880,03307504608539,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-11-12 16:29:10"
23,297118,1HZ7W12,00186251461847,03307504608613,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-11-11 22:17:11"
23,297119,1J06W12,00186251461535,03307504608594,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-11-12 16:27:49"
23,297120,1HZ6W12,00186251099590,03307504608435,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-11-11 21:54:59"
23,297121,FKS0Y12,00186252516895,03307504608620,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-11-11 21:58:45"
23,297122,DNY5M02,00186248760581,03307504608621,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-11-11 22:18:50"
23,297127,DNY1M02,00186248760566,03307504608446,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-11-11 22:06:18"
23,297132,DNZ1M02,00186248590284,03307504608619,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-11-11 22:20:03"
23,297144,1J07W12,00186251461738,03307504608268,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-11-11 21:56:34"
23,297291,FKR0Y12,00186252516872,03307504608595,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-11-12 16:51:19"
23,509343,792ST12,,03307504608447,"WIN8 Activated","Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-11-11 22:09:03"
23,117437,MJ013T4U,,03307504608190,"WIN8 Activated","ThinkCentre M73","i3 4130 CPU @3.4GHz","2019-10-31 18:50:31"
23,161734,020261353353,,,"WIN8 Activated","Surface Pro 3","i5 4300U CPU @1.9GHz","2019-11-01 16:47:34"
23,299437,R9T4R0E,,03307504608576,,"ThinkPad T430S","i5 3320 CPU @3.3GHz","2019-11-12 20:39:48"
23,299441,R9XC5DE,,03307504608575,"WIN8 Activated","ThinkPad T430S","i5 3320 CPU @3.3GHz","2019-11-12 20:50:09"
23,299443,R9VZ7ZE,,03307504608530,"WIN8 Activated","ThinkPad T430S","i5 3320 CPU @3.3GHz","2019-11-12 20:30:53"
23,299444,PK0BB4D,,03307504608546,"WIN8 Activated","ThinkPad T430S","i5 3320 CPU @3.3GHz","2019-11-12 20:43:30"
23,299446,R9YWMEL,,03307504608548,"WIN8 Activated","ThinkPad T430S","i5 3320 CPU @3.3GHz","2019-11-12 20:44:42"
23,299449,R9WREF5,,03307504608437,"WIN8 Activated","ThinkPad T430S","i5 3320 CPU @3.3GHz","2019-11-12 20:25:35"
23,299452,R9YY0ND,,03307504608536,"WIN8 Activated","ThinkPad T430S","i5 3320 CPU @3.3GHz","2019-11-12 20:19:56"
23,299454,R9RLLG7,,03307504608561,,"ThinkPad T430S","i5 3320 CPU @3.3GHz","2019-11-12 20:47:39"
23,299456,R9V0360,,03307504608533,,"ThinkPad T430S","i5 3320 CPU @3.3GHz","2019-11-12 20:36:04"
23,299460,R9YWMFN,,03307504608582,,"ThinkPad T430S","i5 3320 CPU @3.3GHz","2019-11-12 14:42:23"
23,299466,R9WZK51,,03307504608568,"WIN8 Activated","ThinkPad T430S","i5 3320 CPU @3.3GHz","2019-11-12 20:49:03"
23,299468,R9WNB9G,,03307504608597,"WIN8 Activated","ThinkPad T430S","i5 3320 CPU @3.3GHz","2019-11-12 14:25:16"
23,299469,PK0BB51,,03307504608579,"WIN8 Activated","ThinkPad T430S","i5 3320 CPU @3.3GHz","2019-11-12 14:29:02"
23,299472,R9WDAV6,,03307504608538,"WIN8 Activated","ThinkPad T430S","i5 3320 CPU @3.3GHz","2019-11-12 19:44:19"
23,299477,R9WZK4D,,03307504608608,"WIN8 Activated","ThinkPad T430S","i5 3320 CPU @3.3GHz","2019-11-12 20:38:46"
23,299478,R9TWRGV,,03307504608569,"WIN8 Activated","ThinkPad T430S","i5 3320 CPU @3.3GHz","2019-11-12 20:33:44"
23,299481,R9YGCM4,,03307504608560,"WIN8 Activated","ThinkPad T430S","i5 3320 CPU @3.3GHz","2019-11-12 20:37:16"
23,299486,R9YY0N5,,03307504608589,"WIN8 Activated","ThinkPad T430S","i5 3320 CPU @3.3GHz","2019-11-12 14:39:14"
23,299489,R9WNAY0,,03307504608545,"WIN8 Activated","ThinkPad T430S","i5 3320 CPU @3.3GHz","2019-11-12 20:29:09"
23,299494,R9WNB96,,03307504608547,"WIN8 Activated","ThinkPad T430S","i5 3320 CPU @3.3GHz","2019-11-12 20:41:02"
23,299499,R9YWM9P,,03307504608537,"WIN8 Activated","ThinkPad T430S","i5 3320 CPU @3.3GHz","2019-11-12 19:40:10"
23,299501,R9YGCPW,,03307504608559,"WIN8 Activated","ThinkPad T430S","i5 3320 CPU @3.3GHz","2019-11-12 21:24:06"
23,299504,R9WREE5,,03307504608587,"WIN8 Activated","ThinkPad T430S","i5 3320 CPU @3.3GHz","2019-11-12 14:37:14"
23,299505,R9YY0M9,,03307504608531,"WIN8 Activated","ThinkPad T430S","i5 3320 CPU @3.3GHz","2019-11-12 19:42:56"
23,519701,PC0A3R5Q,,03307504608562,"WIN8 Activated","ThinkPad T450S","i5 5300U CPU @2.3GHz","2019-11-13 18:52:04"
23,183751,PF029U5B,,03307504608259,"WIN8 Activated","ThinkPad T440","i5 4300U CPU @1.9GHz","2019-11-01 14:40:34"
23,284723,BP1F3R1,,03307504608420,,"Latitude E6420","i5 2520M,2540M CPU @<2.5GHz","2019-11-13 17:29:26"
23,296176,2UA4270PY0,00039690432259,03307504608302,,"EliteDesk 800 G1","i5 4570,4590 CPU @3.2GHz","2019-10-31 18:05:06"
23,296178,2UA4270Q18,00039690432399,03307504608301,,"EliteDesk 800 G1","i5 4570,4590 CPU @3.2GHz","2019-10-31 17:48:07"
23,296180,2UA4270Q16,00039690432383,03307504608391,,"EliteDesk 800 G1","i5 4570,4590 CPU @3.2GHz","2019-10-31 17:53:08"
23,296190,2UA4270Q0X,00039690432381,03307504608314,,"EliteDesk 800 G1","i5 4570,4590 CPU @3.2GHz","2019-10-31 17:51:20"
23,297722,,,03307504608188,,"EliteDesk 800 G1","i5 4570,4590 CPU @3.2GHz","2019-10-31 17:49:01"
23,297724,2UA4270Q2S,00039690432416,03307504608313,,"EliteDesk 800 G1","i5 4570,4590 CPU @3.2GHz","2019-10-31 17:56:51"
23,297728,2UA4270PYK,2UA4270PYK,03307504608315,,"EliteDesk 800 G1","i5 4570,4590 CPU @3.2GHz","2019-10-31 18:02:05"
23,144079,MJ03UWWT,,03307504608467,"WIN8 Activated","THINKCENTRE M700","i3 6100 CPU @3.7Ghz","2019-11-13 17:57:59"
23,507554,MJ03UXD4,,03307504608468,"WIN8 Activated","THINKCENTRE M700","i3 6100 CPU @3.7Ghz","2019-11-13 18:03:02"
23,169716,R8E4CBP,03307503982364,03307504608285,,"Thinkpad T420","i5 2410M,2540M,2520M CPU @2.53GHz","2019-11-01 14:31:08"
23,169737,R8BP01N,00186118421619,03307504608442,,"Thinkpad T420","i5 2410M,2540M,2520M CPU @2.53GHz","2019-11-12 15:54:16"
23,169755,R8K4ZG2,00186099900663,03307503982370,,"Thinkpad T420","i5 2410M,2540M,2520M CPU @2.53GHz","2019-11-01 14:23:33"
23,197743,PBLV828,00186147903132,03307504133141,,"Thinkpad T420","i5 2410M,2540M,2520M CPU @2.53GHz","2019-11-01 14:20:58"
23,197744,PBLV844,03307504133143,03307504608286,,"Thinkpad T420","i5 2410M,2540M,2520M CPU @2.53GHz","2019-11-01 14:34:29"
23,292166,R8VTM4C,00186148646952,03307504608449,,"Thinkpad T420","i5 2410M,2540M,2520M CPU @2.53GHz","2019-11-12 15:57:39"
23,292167,R8VTM6T,00186148646900,03307504608450,,"Thinkpad T420","i5 2410M,2540M,2520M CPU @2.53GHz","2019-11-12 16:01:34"
23,292175,R8RCZ0B,00186145431909,03307504608436,,"Thinkpad T420","i5 2410M,2540M,2520M CPU @2.53GHz","2019-11-12 15:51:52"
23,294196,R8B2NEH,00186109775807,03307504608441,,"Thinkpad T420","i5 2410M,2540M,2520M CPU @2.53GHz","2019-11-12 16:20:14"
23,162427,2UA32218C3,,03307504608584,"WIN8 Activated","Elite 6300","i3 3220 CPU @3.3GHz","2019-11-13 16:09:08"
23,191666,2UA3450SP0,00186226361908,03307504608586,,"Elite 6300","i3 3220 CPU @3.3GHz","2019-11-13 16:05:36"
23,191677,2UA3451RNC,00186233431096,03307504608454,,"Elite 6300","i3 3220 CPU @3.3GHz","2019-11-13 15:59:09"
23,508997,2UA24706HK,00186193598305,03307504608472,,"Elite 6300","i3 3220 CPU @3.3GHz","2019-11-13 15:54:40"
23,509002,2UA24708CZ,00186194333094,03307504608471,,"Elite 6300","i3 3220 CPU @3.3GHz","2019-11-13 15:51:49"
23,509008,MXL3150CC7,,03307504608160,"WIN8 Activated","Elite 6300","i3 3220 CPU @3.3GHz","2019-11-13 15:49:26"
23,509014,MXL3150CCC,,03307504608590,"WIN8 Activated","Elite 6300","i3 3220 CPU @3.3GHz","2019-11-13 16:03:54"
23,509015,MXL3150C66,,03307504608572,"WIN8 Activated","Elite 6300","i3 3220 CPU @3.3GHz","2019-11-13 16:01:23"
23,509016,MXL3150C4T,,03307504608152,"WIN8 Activated","Elite 6300","i3 3220 CPU @3.3GHz","2019-11-13 15:46:25"
23,509017,2UA247086Q,00186194333085,03307504608469,,"Elite 6300","i3 3220 CPU @3.3GHz","2019-11-13 15:57:16"
23,284519,7R23YY1,,03307504608485,"WIN8 Activated","Latitude E7440","i5 4300U,4310U CPU @1.9GHz","2019-11-01 14:04:05"
23,284595,F3JKL32,,03307504608484,"WIN8 Activated","Latitude E7440","i5 4300U,4310U CPU @1.9GHz","2019-11-01 14:14:11"
23,274619,JPJSPV1,00186216777336,03307504608618,,"Optiplex 3010","i3 3220 CPU @3.3GHz","2019-11-13 18:14:04"
23,162552,FY01T32,,03307504608581,"WIN8 Activated","Latitude E7450","i5 5300U,5600U CPU @2.6GHz","2019-11-12 15:14:52"
23,162680,3N7D262,,03307504608577,"WIN8 Activated","Latitude E7450","i5 5300U,5600U CPU @2.6GHz","2019-11-12 15:16:29"
23,284450,BYGWS32,,03307504608258,"WIN8 Activated","Latitude E7450","i5 5300U,5600U CPU @2.6GHz","2019-11-01 15:22:28"
23,284452,5GWCS32,,,"WIN8 Activated","Latitude E7450","i5 5300U,5600U CPU @2.6GHz","2019-11-01 15:09:40"
23,284473,GVCQS32,,03307504608287,"WIN8 Activated","Latitude E7450","i5 5300U,5600U CPU @2.6GHz","2019-11-01 14:43:21"
23,284485,7050L12,,03307504608256,"WIN8 Activated","Latitude E7450","i5 5300U,5600U CPU @2.6GHz","2019-11-01 15:02:08"
23,284533,GG8LK32,,03307504608588,"WIN8 Activated","Latitude E7450","i5 5300U,5600U CPU @2.6GHz","2019-11-12 15:08:24"
23,284540,JZ2DS32,,03307504608267,"WIN8 Activated","Latitude E7450","i5 5300U,5600U CPU @2.6GHz","2019-11-01 15:11:54"
23,284612,HC3HL32,,03307504608578,"WIN8 Activated","Latitude E7450","i5 5300U,5600U CPU @2.6GHz","2019-11-12 15:18:49"
23,284615,1GYCS32,,,"WIN8 Activated","Latitude E7450","i5 5300U,5600U CPU @2.6GHz","2019-11-01 15:16:46"
23,296406,JM59Y52,,03307504608266,"WIN8 Activated","Latitude E7450","i5 5300U,5600U CPU @2.6GHz","2019-11-01 15:04:13"
23,296414,56C9Y52,,03307504608265,"WIN8 Activated","Latitude E7450","i5 5300U,5600U CPU @2.6GHz","2019-11-01 14:46:05"
