Computer ID,Kernel Version,Custom field,Date/Time,Drive #,Vendor,Drive Model,Drive Serial,Drive Size,Action Result,Action Duration,User name,Action,Number of wipes,Drive Errors,Dirty Sectors,Motherboard Vendor,Motherboard Product,CPU 1,CPU 2,CPU 3,CPU 4,RAM,NIC 1,NIC 2,NIC 3,NIC 4,Optical Drive 1,Optical Drive 2,Optical Drive 3,Optical Drive 4,Hard Drive 1,Hard Drive 2,Hard Drive 3,Hard Drive 4,Hard Drive 5,Hard Drive 6,Hard Drive 7,Hard Drive 8,Hard Drive 9,Hard Drive 10,Hard Drive 11,Hard Drive 12,Hard Drive 13,Hard Drive 14,Hard Drive 15,Hard Drive 16,Video Card 1,Video Card 2,Multimedia Card 1,USB1 Ports,USB2 Ports,Motherboard Test,Processor Test,Memory Test,Display Test,Keyboard Test,Computer Vendor,Computer Model,Computer Serial,HPA Detected,HPA Removed,DCO Detected,DCO Removed,Secure Erase Passes,Secure Erase Enhanced Passes,user1,user1-name,user2,user2-name,user3,user3-name,user4,user4-name,user5,user5-name,user6,user6-name,user7,user7-name,user8,user8-name,user9,user9-name,user10,user10-name,Action Start Time,Action End Time,USB3 Ports,Wipe Pattern,SSD whitelist support level,Software used,UUID,Job UUID,Pre-wipe test result,Pre-wipe test duration(seconds),Pre-wipe test sectors read,Sanitize Crypto Erase Passes,Sanitize Block Erase Passes,Sanitize Overwrite Passes,Sectors overwritten,Sectors not overwritten,Sectors verified,DCO-Locked,NIST Method Type,AMAX Detected,AMAX Removed,OPAL Crypto Erase Passes
,4.16.15-gentoo,,13-04-2020 14:33,1,Apple,APPLE SSD AP0032H,C0860440247GWM2AQ,24002.56 MB,Success,00:12:07,,Overwrite,3,0,0,Apple Inc.,Mac-DB15BD556843C820,"Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz, Speed: 3500 MHz, Cores: 4, L1 Cache: 128 kB, L2 Cache: 1024 kB",,,,"16384 MB, Memory banks: 2, DDR3 SODIMM","Vendor: Broadcom Limited, Product: BCM43602 802.11ac Wireless LAN SoC, MAC Address: 28:f0:76:42:bd:44","Vendor: Broadcom Limited, Product: NetXtreme BCM57766 Gigabit Ethernet PCIe, MAC Address: 38:c9:86:44:7c:d6",,,,,,,"sda, Product: APPLE HDD ST1000DM003, Serial: Z4YCPTK4, Size: 1000.20 GB",,,,,,,,,,,,,,,,"Vendor: Advanced Micro Devices, Inc. [AMD/ATI], Product: Pitcairn PRO [Radeon HD 7850 / R7 265 / R9 270 1024SP]",,"Vendor: Advanced Micro Devices, Inc. [AMD/ATI], Product: Cape Verde/Pitcairn HDMI Audio [Radeon HD 7700/7800 Series]",3,0,Pass,Pass,Pass,Pass,Pass,Apple Inc.,"iMac17,1",C02RC1TVGG7L,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"Friday, 10 Apr 2020 at 18:36:05","Friday, 10 Apr 2020 at 18:48:12",0,NIST 800-88r1 (recommended),,WipeDrive Enterprise 8.3.2 64-bit,54A9F314-8441-43CD-BF3E-6CF6293F7D3A,38D7412E-ED65-4722-A2A7-D9623659468B,Undefined,0,0,0,0,0,5860000,0,586002,0,Clear,0,0,0
,4.16.15-gentoo,,13-04-2020 14:33,2,Apple,APPLE HDD ST1000DM003,Z4YCPTK4,1000204.89 MB,Success,02:04:40,,Overwrite,1,0,0,Apple Inc.,Mac-DB15BD556843C820,"Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz, Speed: 3500 MHz, Cores: 4, L1 Cache: 128 kB, L2 Cache: 1024 kB",,,,"16384 MB, Memory banks: 2, DDR3 SODIMM","Vendor: Broadcom Limited, Product: BCM43602 802.11ac Wireless LAN SoC, MAC Address: 28:f0:76:42:bd:44","Vendor: Broadcom Limited, Product: NetXtreme BCM57766 Gigabit Ethernet PCIe, MAC Address: 38:c9:86:44:7c:d6",,,,,,,"sda, Product: APPLE HDD ST1000DM003, Serial: Z4YCPTK4, Size: 1000.20 GB",,,,,,,,,,,,,,,,"Vendor: Advanced Micro Devices, Inc. [AMD/ATI], Product: Pitcairn PRO [Radeon HD 7850 / R7 265 / R9 270 1024SP]",,"Vendor: Advanced Micro Devices, Inc. [AMD/ATI], Product: Cape Verde/Pitcairn HDMI Audio [Radeon HD 7700/7800 Series]",3,0,Pass,Pass,Pass,Pass,Pass,Apple Inc.,"iMac17,1",C02RC1TVGG7L,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,"Friday, 10 Apr 2020 at 18:36:05","Friday, 10 Apr 2020 at 20:40:45",0,NIST 800-88r1 (recommended),,WipeDrive Enterprise 8.3.2 64-bit,53D4E23A-7C7B-4EBA-BF76-45CE3469D711,38D7412E-ED65-4722-A2A7-D9623659468B,Undefined,0,0,0,0,0,1953525168,0,195360016,0,Purge,0,0,0
